pair,count,%,raw,raw%
ys,302395,0.0605,827719,0.0605
sm,268160,0.0536,734009,0.0536
dd,267927,0.0536,733372,0.0536
tw,267889,0.0536,733269,0.0536
cy,267124,0.0534,731173,0.0534
vo,260532,0.0521,713130,0.0521
oa,260344,0.0521,712618,0.0520
br,254315,0.0509,696116,0.0508
xt,254151,0.0508,695668,0.0508
hr,253011,0.0506,692546,0.0506
tl,247328,0.0495,676991,0.0494
oi,246349,0.0493,674311,0.0492
ye,240670,0.0481,658766,0.0481
ny,235575,0.0471,644819,0.0471
sy,232653,0.0465,636821,0.0465
je,226416,0.0453,619749,0.0453
ey,224538,0.0449,614609,0.0449
tm,215399,0.0431,589595,0.0431
eo,213888,0.0428,585457,0.0428
ck,213407,0.0427,584142,0.0427
bs,210132,0.0420,575176,0.0420
sl,198591,0.0397,543587,0.0397
fl,180601,0.0361,494345,0.0361
ps,176242,0.0352,482414,0.0352
rp,170777,0.0342,467453,0.0341
dg,167233,0.0334,457754,0.0334
jo,165599,0.0331,453280,0.0331
eu,165111,0.0330,451944,0.0330
eh,163962,0.0328,448800,0.0328
gl,163248,0.0326,446845,0.0326
gs,158909,0.0318,434969,0.0318
eb,153907,0.0308,421277,0.0308
hn,151975,0.0304,415990,0.0304
nl,143767,0.0288,393521,0.0287
ks,135424,0.0271,370685,0.0271
dm,134508,0.0269,368178,0.0269
xi,133640,0.0267,365802,0.0267
gy,133114,0.0266,364364,0.0266
mr,129316,0.0259,353967,0.0259
lf,124221,0.0248,340021,0.0248
yo,123475,0.0247,337980,0.0247
xe,119684,0.0239,327603,0.0239
lv,118839,0.0238,325290,0.0238
nk,118571,0.0237,324556,0.0237
dv,117823,0.0236,322509,0.0236
oy,116880,0.0234,319926,0.0234
ii,111595,0.0223,305461,0.0223
sk,110533,0.0221,302553,0.0221
bj,108717,0.0217,297582,0.0217
dy,105110,0.0210,287709,0.0210
ws,104161,0.0208,285111,0.0208
rb,100117,0.0200,274043,0.0200
wn,99404,0.0199,272092,0.0199
ja,99386,0.0199,272043,0.0199
ek,95439,0.0191,261239,0.0191
iu,92805,0.0186,254029,0.0186
bm,92572,0.0185,253391,0.0185
gt,92206,0.0184,252389,0.0184
ym,91031,0.0182,249172,0.0182
xc,90209,0.0180,246922,0.0180
ix,89305,0.0179,244449,0.0179
oj,88758,0.0178,242951,0.0177
ok,88458,0.0177,242129,0.0177
cs,85568,0.0171,234218,0.0171
nh,84866,0.0170,232298,0.0170
tn,80006,0.0160,218996,0.0160
dl,76725,0.0153,210014,0.0153
my,75636,0.0151,207032,0.0151
ka,75273,0.0151,206040,0.0150
hm,74212,0.0148,203135,0.0148
ik,74097,0.0148,202821,0.0148
zi,74075,0.0148,202760,0.0148
ae,71726,0.0143,196331,0.0143
xa,71716,0.0143,196304,0.0143
sr,71210,0.0142,194919,0.0142
sf,70379,0.0141,192643,0.0141
lc,70324,0.0141,192494,0.0141
rf,69935,0.0140,191429,0.0140
yi,69407,0.0139,189984,0.0139
hs,69170,0.0138,189335,0.0138
az,67292,0.0135,184194,0.0135
rw,66972,0.0134,183317,0.0134
tc,66089,0.0132,180900,0.0132
aj,63789,0.0128,174606,0.0128
oh,63419,0.0127,173594,0.0127
oe,63105,0.0126,172733,0.0126
yp,62380,0.0125,170748,0.0125
fy,61119,0.0122,167296,0.0122
kn,60289,0.0121,165025,0.0121
uf,57263,0.0115,156742,0.0114
gg,55856,0.0112,152892,0.0112
ya,55780,0.0112,152683,0.0112
ko,55697,0.0111,152455,0.0111
hy,55245,0.0110,151218,0.0110
ah,53029,0.0106,145152,0.0106
ww,52935,0.0106,144895,0.0106
bt,50974,0.0102,139529,0.0102
sw,48817,0.0098,133624,0.0098
sd,47704,0.0095,130578,0.0095
lp,46329,0.0093,126813,0.0093
dp,43224,0.0086,118314,0.0086
aq,42139,0.0084,115344,0.0084
nj,41442,0.0083,113438,0.0083
ax,39968,0.0080,109402,0.0080
wl,39298,0.0079,107567,0.0079
lg,36122,0.0072,98876,0.0072
hl,36034,0.0072,98635,0.0072
lm,35338,0.0071,96728,0.0071
hc,31181,0.0062,85350,0.0062
wt,30425,0.0061,83280,0.0061
xu,30318,0.0061,82988,0.0061
ln,30241,0.0060,82778,0.0060
dc,29615,0.0059,81064,0.0059
gd,29302,0.0059,80208,0.0059
yc,28774,0.0058,78762,0.0058
cn,28428,0.0057,77815,0.0057
sb,28237,0.0056,77291,0.0056
lr,27530,0.0055,75357,0.0055
sn,27356,0.0055,74881,0.0055
np,27222,0.0054,74513,0.0054
iq,26459,0.0053,72424,0.0053
ji,26130,0.0052,71526,0.0052
dj,25984,0.0052,71125,0.0052
wr,25636,0.0051,70172,0.0051
ox,25330,0.0051,69335,0.0051
yr,25188,0.0050,68946,0.0050
kh,25185,0.0050,68939,0.0050
tp,25062,0.0050,68601,0.0050
zo,24722,0.0049,67670,0.0049
wp,24519,0.0049,67116,0.0049
fg,24231,0.0048,66327,0.0048
vu,23923,0.0048,65483,0.0048
pd,23530,0.0047,64409,0.0047
ao,23110,0.0046,63258,0.0046
nr,22876,0.0046,62619,0.0046
gm,22561,0.0045,61756,0.0045
ij,22552,0.0045,61732,0.0045
