pair,count,%,raw,raw%
in,2477,2.47700,108998,2.47680
th,2304,2.30400,101390,2.30392
er,1987,1.98700,87432,1.98675
re,1872,1.87200,82372,1.87177
on,1864,1.86400,81985,1.86297
at,1733,1.73300,76257,1.73281
te,1708,1.70800,75150,1.70766
es,1701,1.70100,74840,1.70061
he,1675,1.67500,73669,1.67400
or,1417,1.41700,62347,1.41673
ti,1414,1.41400,62215,1.41373
le,1297,1.29700,57048,1.29632
st,1276,1.27600,56146,1.27582
et,1244,1.24400,54703,1.24303
en,1120,1.12000,49283,1.11987
co,1113,1.11300,48964,1.11262
ng,1093,1.09300,48099,1.09297
an,1084,1.08400,47701,1.08392
se,1067,1.06700,46920,1.06618
io,1065,1.06500,46838,1.06431
al,1033,1.03300,45443,1.03262
ri,1000,1.00000,43977,0.99930
me,975,0.97500,42896,0.97474
nt,962,0.96200,42303,0.96126
to,949,0.94900,41754,0.94879
ec,927,0.92700,40792,0.92693
de,907,0.90700,39882,0.90625
ne,892,0.89200,39233,0.89150
ar,881,0.88100,38757,0.88069
li,881,0.88100,38753,0.88060
ed,849,0.84900,37321,0.84806
it,840,0.84000,36929,0.83915
is,807,0.80700,35482,0.80627
as,800,0.80000,35191,0.79966
nd,789,0.78900,34702,0.78854
ea,756,0.75600,33245,0.75544
ta,742,0.74200,32616,0.74114
fo,697,0.69700,30652,0.69652
ro,677,0.67700,29757,0.67618
pe,671,0.67100,29523,0.67086
ns,666,0.66600,29296,0.66570
tr,656,0.65600,28850,0.65557
ic,619,0.61900,27237,0.61891
ou,611,0.61100,26881,0.61083
ra,603,0.60300,26529,0.60283
ll,602,0.60200,26487,0.60187
ct,595,0.59500,26162,0.59449
ce,594,0.59400,26137,0.59392
ca,586,0.58600,25757,0.58528
ma,575,0.57500,25273,0.57429
si,553,0.55300,24321,0.55265
pr,552,0.55200,24275,0.55161
ol,544,0.54400,23921,0.54356
am,534,0.53400,23496,0.53391
ve,532,0.53200,23407,0.53188
ex,530,0.53000,23283,0.52907
em,530,0.53000,23282,0.52904
la,512,0.51200,22520,0.51173
ha,510,0.51000,22400,0.50900
ss,507,0.50700,22269,0.50603
ge,495,0.49500,21741,0.49403
pl,493,0.49300,21683,0.49271
us,489,0.48900,21501,0.48857
fi,487,0.48700,21391,0.48607
ur,486,0.48600,21346,0.48505
lo,474,0.47400,20846,0.47369
el,470,0.47000,20643,0.46908
so,465,0.46500,20436,0.46437
bl,464,0.46400,20379,0.46308
mp,457,0.45700,20106,0.45688
ch,454,0.45400,19938,0.45306
di,453,0.45300,19923,0.45272
na,443,0.44300,19472,0.44247
ty,439,0.43900,19277,0.43804
ac,436,0.43600,19174,0.43570
ul,428,0.42800,18796,0.42711
pa,421,0.42100,18489,0.42013
om,419,0.41900,18418,0.41852
of,415,0.41500,18232,0.41429
ut,401,0.40100,17641,0.40086
ef,389,0.38900,17111,0.38882
im,383,0.38300,16840,0.38266
od,376,0.37600,16503,0.37500
il,369,0.36900,16222,0.36862
un,369,0.36900,16222,0.36862
nc,354,0.35400,15567,0.35373
ad,351,0.35100,15419,0.35037
ow,348,0.34800,15287,0.34737
wi,346,0.34600,15197,0.34533
ot,342,0.34200,15034,0.34162
rt,338,0.33800,14865,0.33778
ho,336,0.33600,14744,0.33503
ts,335,0.33500,14721,0.33451
va,333,0.33300,14635,0.33256
op,322,0.32200,14140,0.32131
rs,321,0.32100,14091,0.32019
sp,319,0.31900,14024,0.31867
su,318,0.31800,13993,0.31797
if,316,0.31600,13900,0.31585
do,303,0.30300,13333,0.30297
ue,297,0.29700,13026,0.29599
be,295,0.29500,12954,0.29436
cl,293,0.29300,12882,0.29272
ru,293,0.29300,12879,0.29265
hi,291,0.29100,12790,0.29063
no,290,0.29000,12725,0.28915
ei,279,0.27900,12261,0.27861
lu,277,0.27700,12162,0.27636
id,271,0.27100,11925,0.27098
da,267,0.26700,11738,0.26673
yp,267,0.26700,11718,0.26627
ie,266,0.26600,11684,0.26550
pu,265,0.26500,11644,0.26459
os,265,0.26500,11630,0.26427
pt,263,0.26300,11550,0.26245
ap,262,0.26200,11506,0.26145
ub,260,0.26000,11428,0.25968
ee,254,0.25400,11152,0.25341
tt,252,0.25200,11086,0.25191
tu,250,0.25000,10968,0.24923
rm,245,0.24500,10748,0.24423
po,244,0.24400,10733,0.24389
ly,239,0.23900,10488,0.23832
ag,237,0.23700,10419,0.23675
vi,236,0.23600,10352,0.23523
ys,231,0.23100,10156,0.23078
cu,229,0.22900,10077,0.22898
sy,221,0.22100,9715,0.22076
pp,220,0.22000,9640,0.21905
ia,219,0.21900,9598,0.21810
mo,215,0.21500,9444,0.21460
ab,215,0.21500,9432,0.21433
ry,211,0.21100,9284,0.21096
ev,211,0.21100,9257,0.21035
ep,206,0.20600,9031,0.20521
yo,201,0.20100,8836,0.20078
ew,200,0.20000,8763,0.19912
nu,199,0.19900,8740,0.19860
lt,195,0.19500,8573,0.19481
tc,188,0.18800,8272,0.18797
ci,188,0.18800,8230,0.18701
ai,185,0.18500,8131,0.18476
ls,184,0.18400,8073,0.18345
ck,183,0.18300,8046,0.18283
ig,183,0.18300,8044,0.18279
cr,183,0.18300,8029,0.18245
oc,183,0.18300,8018,0.18220
mi,181,0.18100,7950,0.18065
um,176,0.17600,7709,0.17517
rn,175,0.17500,7697,0.17490
mb,174,0.17400,7643,0.17367
bu,170,0.17000,7479,0.16995
sh,170,0.17000,7471,0.16977
ni,167,0.16700,7311,0.16613
wh,165,0.16500,7242,0.16456
nf,161,0.16100,7082,0.16093
ld,161,0.16100,7049,0.16018
iz,159,0.15900,6984,0.15870
eg,159,0.15900,6982,0.15865
ir,158,0.15800,6936,0.15761
wr,158,0.15800,6919,0.15722
by,156,0.15600,6863,0.15595
fe,154,0.15400,6739,0.15313
fa,153,0.15300,6714,0.15256
up,152,0.15200,6673,0.15163
fr,151,0.15100,6642,0.15093
wo,149,0.14900,6520,0.14816
ib,148,0.14800,6476,0.14716
iv,147,0.14700,6465,0.14691
je,147,0.14700,6450,0.14657
xa,145,0.14500,6348,0.14425
qu,144,0.14400,6333,0.14391
ay,143,0.14300,6259,0.14223
sa,143,0.14300,6257,0.14218
ov,142,0.14200,6209,0.14109
ds,141,0.14100,6176,0.14034
ua,141,0.14100,6167,0.14013
gu,140,0.14000,6149,0.13973
rr,139,0.13900,6110,0.13884
ba,137,0.13700,6028,0.13698
ke,137,0.13700,6014,0.13666
ob,135,0.13500,5911,0.13432
oo,130,0.13000,5678,0.12902
ze,122,0.12200,5337,0.12127
hr,121,0.12100,5308,0.12062
ff,120,0.12000,5270,0.11975
sc,119,0.11900,5197,0.11809
rd,119,0.11900,5196,0.11807
gr,118,0.11800,5180,0.11771
mm,117,0.11700,5143,0.11687
bo,114,0.11400,4977,0.11309
ui,114,0.11400,4975,0.11305
xt,109,0.10900,4783,0.10869
tn,109,0.10900,4778,0.10857
wa,108,0.10800,4742,0.10775
au,107,0.10700,4684,0.10644
pi,105,0.10500,4599,0.10450
dd,104,0.10400,4535,0.10305
xc,102,0.10200,4483,0.10187
uc,100,0.10000,4383,0.09960
nl,100,0.10000,4373,0.09937
rc,99,0.09900,4353,0.09891
we,94,0.09400,4118,0.09357
bj,94,0.09400,4093,0.09301
rv,93,0.09300,4080,0.09271
rg,93,0.09300,4079,0.09269
ip,91,0.09100,3986,0.09058
xp,91,0.09100,3980,0.09044
nv,90,0.09000,3954,0.08985
rk,90,0.09000,3937,0.08946
ud,89,0.08900,3893,0.08846
tp,84,0.08400,3680,0.08362
av,84,0.08400,3672,0.08344
du,80,0.08000,3520,0.07999
