pair,count,%,raw,raw%
wa,117,0.11700,2451,0.11658
rd,115,0.11500,2405,0.11439
pi,115,0.11500,2404,0.11434
ht,114,0.11400,2377,0.11306
ip,113,0.11300,2364,0.11244
ew,112,0.11200,2354,0.11196
tw,111,0.11100,2326,0.11063
ua,111,0.11100,2319,0.11030
ds,111,0.11100,2316,0.11016
by,111,0.11100,2313,0.11001
ub,109,0.10900,2275,0.10821
og,108,0.10800,2264,0.10768
pu,107,0.10700,2232,0.10616
ey,104,0.10400,2182,0.10378
ud,103,0.10300,2162,0.10283
mu,101,0.10100,2122,0.10093
ib,98,0.09800,2057,0.09784
oo,97,0.09700,2030,0.09655
gu,94,0.09400,1972,0.09380
ms,94,0.09400,1959,0.09318
rf,94,0.09400,1958,0.09313
nn,92,0.09200,1919,0.09127
ks,92,0.09200,1915,0.09108
nu,89,0.08900,1863,0.08861
ga,88,0.08800,1835,0.08728
ob,87,0.08700,1827,0.08690
gn,86,0.08600,1806,0.08590
fu,86,0.08600,1790,0.08514
ak,82,0.08200,1716,0.08162
ps,82,0.08200,1710,0.08133
bo,81,0.08100,1685,0.08014
ze,80,0.08000,1661,0.07900
sk,79,0.07900,1640,0.07800
mm,78,0.07800,1621,0.07710
xa,75,0.07500,1561,0.07425
dd,73,0.07300,1532,0.07287
rr,73,0.07300,1531,0.07282
hr,72,0.07200,1510,0.07182
cy,70,0.07000,1461,0.06949
oi,70,0.07000,1454,0.06916
eb,68,0.06800,1416,0.06735
yp,68,0.06800,1411,0.06711
oy,65,0.06500,1347,0.06407
rg,64,0.06400,1335,0.06350
xt,63,0.06300,1323,0.06293
ft,61,0.06100,1263,0.06007
ws,60,0.06000,1243,0.05912
br,59,0.05900,1233,0.05865
tl,59,0.05900,1230,0.05850
ny,59,0.05900,1228,0.05841
nl,58,0.05800,1215,0.05779
bs,58,0.05800,1211,0.05760
af,57,0.05700,1194,0.05679
xp,55,0.05500,1143,0.05437
nv,53,0.05300,1096,0.05213
ye,53,0.05300,1094,0.05203
mb,52,0.05200,1084,0.05156
cs,52,0.05200,1083,0.05151
ug,47,0.04700,984,0.04680
tp,46,0.04600,965,0.04590
vo,46,0.04600,964,0.04585
ok,46,0.04600,959,0.04561
yn,46,0.04600,959,0.04561
kl,46,0.04600,950,0.04519
tc,46,0.04600,949,0.04514
eu,45,0.04500,945,0.04495
za,45,0.04500,931,0.04428
gs,44,0.04400,919,0.04371
dl,43,0.04300,891,0.04238
dr,41,0.04100,875,0.04162
sm,40,0.04000,844,0.04014
ki,38,0.03800,816,0.03881
rl,38,0.03800,802,0.03815
gl,37,0.03700,793,0.03772
wn,37,0.03700,792,0.03767
fl,36,0.03600,773,0.03677
yt,35,0.03500,751,0.03572
gg,35,0.03500,747,0.03553
go,35,0.03500,738,0.03510
sq,34,0.03400,734,0.03491
eo,34,0.03400,721,0.03429
xi,34,0.03400,719,0.03420
je,33,0.03300,713,0.03391
ql,33,0.03300,709,0.03372
hu,33,0.03300,708,0.03368
nm,33,0.03300,702,0.03339
ym,30,0.03000,649,0.03087
fy,29,0.02900,622,0.02958
vm,29,0.02900,614,0.02920
xe,29,0.02900,613,0.02916
pd,28,0.02800,607,0.02887
xc,28,0.02800,607,0.02887
rp,28,0.02800,596,0.02835
yi,28,0.02800,594,0.02825
gy,27,0.02700,572,0.02721
wr,26,0.02600,558,0.02654
hn,26,0.02600,553,0.02630
sl,26,0.02600,548,0.02606
ku,25,0.02500,538,0.02559
bj,25,0.02500,530,0.02521
lp,24,0.02400,524,0.02492
ph,24,0.02400,516,0.02454
ik,24,0.02400,505,0.02402
aw,22,0.02200,469,0.02231
oe,21,0.02100,457,0.02174
tf,21,0.02100,445,0.02117
db,20,0.02000,435,0.02069
jo,20,0.02000,422,0.02007
dp,19,0.01900,415,0.01974
sf,19,0.01900,414,0.01969
sn,19,0.01900,414,0.01969
dm,18,0.01800,395,0.01879
hy,18,0.01800,390,0.01855
dg,17,0.01700,370,0.01760
eh,16,0.01600,356,0.01693
zo,16,0.01600,355,0.01689
ka,16,0.01600,353,0.01679
dv,15,0.01500,325,0.01546
dn,15,0.01500,320,0.01522
dy,15,0.01500,316,0.01503
py,14,0.01400,306,0.01455
ek,14,0.01400,297,0.01413
ml,13,0.01300,293,0.01394
pm,13,0.01300,291,0.01384
nk,13,0.01300,290,0.01379
aa,13,0.01300,288,0.01370
ju,13,0.01300,283,0.01346
ax,13,0.01300,280,0.01332
hp,13,0.01300,280,0.01332
cd,12,0.01200,269,0.01279
js,12,0.01200,267,0.01270
ix,12,0.01200,264,0.01256
lv,12,0.01200,259,0.01232
gm,12,0.01200,253,0.01203
kn,11,0.01100,246,0.01170
pc,11,0.01100,232,0.01103
sw,10,0.01000,228,0.01084
kf,10,0.01000,220,0.01046
lf,10,0.01000,219,0.01042
np,10,0.01000,217,0.01032
cp,10,0.01000,216,0.01027
dw,10,0.01000,213,0.01013
fs,9,0.00900,207,0.00985
zi,9,0.00900,204,0.00970
rw,9,0.00900,198,0.00942
uf,9,0.00900,198,0.00942
hl,9,0.00900,192,0.00913
tv,9,0.00900,192,0.00913
yl,9,0.00900,190,0.00904
lc,8,0.00800,189,0.00899
uo,8,0.00800,185,0.00880
ox,8,0.00800,181,0.00861
kg,8,0.00800,173,0.00823
tb,8,0.00800,173,0.00823
mn,8,0.00800,171,0.00813
yc,7,0.00700,168,0.00799
hd,7,0.00700,163,0.00775
tm,7,0.00700,161,0.00766
lw,7,0.00700,157,0.00747
ej,7,0.00700,156,0.00742
