pair,count,%,raw,raw%
wn,43,0.04300,1276,0.04234
pd,42,0.04200,1264,0.04194
oy,42,0.04200,1253,0.04158
go,41,0.04100,1232,0.04088
tp,41,0.04100,1217,0.04038
xa,40,0.04000,1204,0.03995
gl,40,0.04000,1185,0.03932
cy,39,0.03900,1165,0.03866
je,39,0.03900,1154,0.03829
sm,38,0.03800,1137,0.03773
ak,37,0.03700,1088,0.03610
eo,35,0.03500,1029,0.03414
nv,34,0.03400,1002,0.03325
sw,32,0.03200,959,0.03182
yt,32,0.03200,959,0.03182
kl,32,0.03200,938,0.03112
wr,31,0.03100,923,0.03063
bj,31,0.03100,921,0.03056
fy,31,0.03100,911,0.03023
vc,30,0.03000,878,0.02913
ug,29,0.02900,874,0.02900
ki,28,0.02800,872,0.02893
rl,28,0.02800,872,0.02893
br,28,0.02800,851,0.02824
mn,28,0.02800,847,0.02810
dt,27,0.02700,821,0.02724
aa,26,0.02600,813,0.02698
dp,26,0.02600,809,0.02684
cp,26,0.02600,799,0.02651
bn,25,0.02500,769,0.02552
pn,24,0.02400,753,0.02499
dl,24,0.02400,747,0.02479
za,23,0.02300,705,0.02339
hy,23,0.02300,699,0.02319
py,23,0.02300,695,0.02306
sn,22,0.02200,686,0.02276
rp,22,0.02200,664,0.02203
ok,21,0.02100,659,0.02187
yi,21,0.02100,644,0.02137
dn,20,0.02000,627,0.02080
nm,20,0.02000,613,0.02034
oe,19,0.01900,588,0.01951
dy,19,0.01900,575,0.01908
fl,18,0.01800,572,0.01898
ym,18,0.01800,558,0.01852
ek,18,0.01800,554,0.01838
gb,18,0.01800,548,0.01818
fs,18,0.01800,546,0.01812
bc,18,0.01800,543,0.01802
sl,17,0.01700,538,0.01785
td,17,0.01700,536,0.01779
ln,17,0.01700,531,0.01762
nk,17,0.01700,529,0.01755
gg,17,0.01700,526,0.01745
lw,17,0.01700,526,0.01745
vo,17,0.01700,525,0.01742
zs,17,0.01700,522,0.01732
my,17,0.01700,520,0.01725
md,17,0.01700,519,0.01722
dv,17,0.01700,518,0.01719
cm,17,0.01700,516,0.01712
eb,17,0.01700,515,0.01709
hu,16,0.01600,503,0.01669
tn,16,0.01600,497,0.01649
lv,16,0.01600,487,0.01616
lc,15,0.01500,482,0.01599
sd,15,0.01500,470,0.01560
ka,15,0.01500,465,0.01543
lp,15,0.01500,463,0.01536
ph,15,0.01500,456,0.01513
tf,14,0.01400,442,0.01467
ej,14,0.01400,438,0.01453
gt,14,0.01400,434,0.01440
xc,14,0.01400,422,0.01400
sf,13,0.01300,414,0.01374
vn,12,0.01200,391,0.01297
np,12,0.01200,381,0.01264
lr,12,0.01200,376,0.01248
ox,12,0.01200,372,0.01234
ix,12,0.01200,362,0.01201
zo,11,0.01100,353,0.01171
iu,11,0.01100,348,0.01155
ik,11,0.01100,345,0.01145
tv,11,0.01100,333,0.01105
vu,10,0.01000,316,0.01049
dw,10,0.01000,313,0.01039
pm,10,0.01000,306,0.01015
pg,9,0.00900,297,0.00985
tb,9,0.00900,290,0.00962
tm,9,0.00900,279,0.00926
eh,8,0.00800,269,0.00893
ja,8,0.00800,260,0.00863
hn,8,0.00800,254,0.00843
gp,8,0.00800,253,0.00839
fc,8,0.00800,244,0.00810
ml,7,0.00700,236,0.00783
dc,7,0.00700,225,0.00747
nb,7,0.00700,218,0.00723
lb,7,0.00700,213,0.00707
sv,7,0.00700,213,0.00707
js,7,0.00700,212,0.00703
uf,7,0.00700,211,0.00700
iq,6,0.00600,208,0.00690
yb,6,0.00600,208,0.00690
lm,6,0.00600,205,0.00680
eu,6,0.00600,202,0.00670
kn,6,0.00600,200,0.00664
oj,6,0.00600,199,0.00660
lk,6,0.00600,196,0.00650
ae,6,0.00600,193,0.00640
bm,6,0.00600,193,0.00640
uo,6,0.00600,189,0.00627
sr,6,0.00600,187,0.00620
lf,5,0.00500,180,0.00597
rb,5,0.00500,178,0.00591
nr,5,0.00500,175,0.00581
aw,5,0.00500,173,0.00574
ux,5,0.00500,172,0.00571
ju,5,0.00500,169,0.00561
bp,5,0.00500,167,0.00554
hp,5,0.00500,167,0.00554
ya,5,0.00500,167,0.00554
sg,5,0.00500,166,0.00551
pc,5,0.00500,165,0.00547
rh,5,0.00500,163,0.00541
gy,5,0.00500,157,0.00521
xx,5,0.00500,155,0.00514
zi,4,0.00400,150,0.00498
tk,4,0.00400,144,0.00478
zv,4,0.00400,137,0.00455
bt,4,0.00400,132,0.00438
kb,4,0.00400,132,0.00438
yc,4,0.00400,132,0.00438
mt,4,0.00400,127,0.00421
yr,4,0.00400,126,0.00418
tg,4,0.00400,123,0.00408
rw,4,0.00400,122,0.00405
hl,3,0.00300,119,0.00395
hs,3,0.00300,112,0.00372
mv,3,0.00300,111,0.00368
hd,3,0.00300,109,0.00362
mr,3,0.00300,109,0.00362
kt,3,0.00300,108,0.00358
df,3,0.00300,107,0.00355
vs,3,0.00300,107,0.00355
xm,3,0.00300,106,0.00352
gm,3,0.00300,102,0.00338
mf,3,0.00300,99,0.00328
kf,3,0.00300,98,0.00325
vg,3,0.00300,98,0.00325
nh,3,0.00300,94,0.00312
hm,3,0.00300,91,0.00302
dh,2,0.00200,89,0.00295
pf,2,0.00200,89,0.00295
yg,2,0.00200,88,0.00292
vp,2,0.00200,87,0.00289
dg,2,0.00200,86,0.00285
yv,2,0.00200,86,0.00285
yz,2,0.00200,86,0.00285
wl,2,0.00200,85,0.00282
ez,2,0.00200,81,0.00269
yd,2,0.00200,81,0.00269
fn,2,0.00200,76,0.00252
tx,2,0.00200,72,0.00239
nj,2,0.00200,65,0.00216
yl,2,0.00200,63,0.00209
cd,2,0.00200,62,0.00206
hb,2,0.00200,61,0.00202
zr,1,0.00100,60,0.00199
ah,1,0.00100,59,0.00196
kg,1,0.00100,59,0.00196
dj,1,0.00100,58,0.00192
kc,1,0.00100,57,0.00189
jd,1,0.00100,56,0.00186
lg,1,0.00100,56,0.00186
aj,1,0.00100,55,0.00182
fx,1,0.00100,55,0.00182
nx,1,0.00100,55,0.00182
wt,1,0.00100,55,0.00182
cj,1,0.00100,54,0.00179
vh,1,0.00100,54,0.00179
gx,1,0.00100,53,0.00176
ko,1,0.00100,53,0.00176
pv,1,0.00100,52,0.00173
nq,1,0.00100,50,0.00166
cf,1,0.00100,48,0.00159
aq,1,0.00100,46,0.00153
gc,1,0.00100,44,0.00146
