pair,count,%,raw,raw%
ey,129,0.12900,2573,0.12853
ov,128,0.12800,2560,0.12789
yn,127,0.12700,2534,0.12659
bu,123,0.12300,2443,0.12204
ba,119,0.11900,2366,0.11819
au,118,0.11800,2344,0.11709
fr,113,0.11300,2258,0.11280
wa,113,0.11300,2257,0.11275
ib,113,0.11300,2245,0.11215
rg,112,0.11200,2224,0.11110
pp,111,0.11100,2221,0.11095
up,111,0.11100,2214,0.11060
bj,110,0.11000,2191,0.10945
mm,107,0.10700,2129,0.10635
dd,106,0.10600,2105,0.10516
ck,105,0.10500,2099,0.10486
cc,104,0.10400,2075,0.10366
nl,103,0.10300,2049,0.10236
xt,102,0.10200,2038,0.10181
og,102,0.10200,2030,0.10141
nf,101,0.10100,2021,0.10096
rc,101,0.10100,2021,0.10096
eq,100,0.10000,1991,0.09946
ui,100,0.10000,1983,0.09906
sc,98,0.09800,1947,0.09726
av,95,0.09500,1894,0.09461
ga,95,0.09500,1894,0.09461
vo,94,0.09400,1878,0.09382
rf,93,0.09300,1853,0.09257
oo,90,0.09000,1792,0.08952
ud,88,0.08800,1747,0.08727
tc,87,0.08700,1737,0.08677
ny,86,0.08600,1708,0.08532
we,84,0.08400,1667,0.08328
mu,83,0.08300,1661,0.08298
nv,82,0.08200,1628,0.08133
hr,81,0.08100,1607,0.08028
ze,80,0.08000,1599,0.07988
iz,79,0.07900,1562,0.07803
tp,76,0.07600,1510,0.07543
gh,73,0.07300,1444,0.07214
xc,72,0.07200,1429,0.07139
gn,72,0.07200,1422,0.07104
xe,67,0.06700,1328,0.06634
gi,65,0.06500,1300,0.06494
tw,64,0.06400,1274,0.06364
gs,63,0.06300,1246,0.06224
ff,62,0.06200,1240,0.06194
ft,62,0.06200,1222,0.06105
ws,59,0.05900,1176,0.05875
bi,59,0.05900,1173,0.05860
sk,59,0.05900,1169,0.05840
ax,59,0.05900,1168,0.05835
rk,59,0.05900,1166,0.05825
cs,59,0.05900,1164,0.05815
du,58,0.05800,1151,0.05750
ht,57,0.05700,1131,0.05650
tl,57,0.05700,1124,0.05615
fu,56,0.05600,1120,0.05595
ak,56,0.05600,1104,0.05515
rl,53,0.05300,1048,0.05235
nn,52,0.05200,1038,0.05185
ok,51,0.05100,1012,0.05055
ip,48,0.04800,942,0.04706
tn,47,0.04700,929,0.04641
oa,45,0.04500,894,0.04466
ks,45,0.04500,891,0.04451
ug,44,0.04400,865,0.04321
wn,44,0.04400,863,0.04311
fy,43,0.04300,855,0.04271
ms,43,0.04300,849,0.04241
br,43,0.04300,842,0.04206
nq,41,0.04100,804,0.04016
dl,40,0.04000,788,0.03936
af,37,0.03700,733,0.03662
aw,37,0.03700,725,0.03622
ye,37,0.03700,724,0.03617
yi,36,0.03600,714,0.03567
fl,35,0.03500,692,0.03457
yw,35,0.03500,688,0.03437
go,35,0.03500,681,0.03402
ki,34,0.03400,677,0.03382
bs,34,0.03400,675,0.03372
ps,34,0.03400,665,0.03322
jo,34,0.03400,664,0.03317
xi,34,0.03400,663,0.03312
gl,33,0.03300,655,0.03272
dy,32,0.03200,622,0.03107
oe,31,0.03100,622,0.03107
nm,28,0.02800,574,0.02867
ym,28,0.02800,572,0.02857
gt,28,0.02800,568,0.02837
yt,27,0.02700,558,0.02787
eb,27,0.02700,549,0.02743
sw,27,0.02700,543,0.02713
oj,27,0.02700,541,0.02703
nh,25,0.02500,516,0.02578
dr,25,0.02500,511,0.02553
sn,25,0.02500,504,0.02518
eo,24,0.02400,490,0.02448
nk,24,0.02400,481,0.02403
rv,23,0.02300,478,0.02388
ix,23,0.02300,471,0.02353
tv,22,0.02200,451,0.02253
rp,22,0.02200,450,0.02248
bd,21,0.02100,423,0.02113
tf,20,0.02000,419,0.02093
my,19,0.01900,398,0.01988
py,18,0.01800,375,0.01873
np,18,0.01800,372,0.01858
ox,18,0.01800,370,0.01848
ml,17,0.01700,346,0.01728
gg,17,0.01700,341,0.01703
ik,16,0.01600,340,0.01698
ek,16,0.01600,332,0.01659
oy,16,0.01600,327,0.01634
rb,16,0.01600,324,0.01619
sq,15,0.01500,317,0.01584
hu,15,0.01500,305,0.01524
eh,14,0.01400,290,0.01449
ph,14,0.01400,284,0.01419
yc,14,0.01400,284,0.01419
xm,13,0.01300,269,0.01344
za,13,0.01300,263,0.01314
sl,12,0.01200,260,0.01299
tm,12,0.01200,254,0.01269
ae,12,0.01200,246,0.01229
