keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_bufy,laend,wxkc_,vmrp_,hotis,zgjq_,laendhotis,1174.080768,16.50%,←001.67%,40.04%,←000.26%,56843005039.25,→001.67%,→001.85%,1.66,→001.40%,1.65,1.68,08.03% │ 09.87% │ 11.01% │ 11.93% │ 08.74%,08.97% │ 12.25% │ 11.28% │ 10.17% │ 07.76%,05.96% │ 10.08% │ 15.49% │ 13.00% │ 05.53%,05.89% │ 12.22% │ 15.55% │ 09.83% │ 06.45%,←003.49% │ →002.94% │ →002.36% │ →002.58% │ →002.56%,25.07%,64.03%,10.90%,→027.02% │ →005.26% │ ←157.96%,49.58%,50.42%,50.06%,49.94%,28182860097.42,28660144941.83,8647685815,8625324638,6916724783,1436830836,1413238563,3413478324,3477696548
_gpu_,hterl,vjxcy,bmof_,dians,kwqz_,hterldians,1173.944151,17.32%,←001.30%,37.90%,→001.01%,57745411999.13,→002.52%,←001.17%,1.73,←001.59%,1.74,1.71,07.77% │ 09.39% │ 11.45% │ 12.08% │ 08.68%,09.04% │ 11.94% │ 12.36% │ 09.60% │ 07.70%,05.76% │ 11.08% │ 14.31% │ 12.64% │ 05.97%,06.19% │ 11.88% │ 15.93% │ 09.80% │ 06.45%,←000.95% │ →002.19% │ →007.39% │ ←001.17% │ →004.06%,24.24%,63.17%,12.59%,→050.69% │ ←004.94% │ ←151.77%,49.36%,50.64%,49.75%,50.25%,28503709944.60,29241702054.53,8592767425,8680243028,6546247611,1505358798,1486086141,3652027273,3609624771
_gpu_,hterl,vxjcy,bmof_,dians,kwqz_,hterldians,1173.725359,17.32%,←001.30%,37.90%,→001.01%,57735979514.14,→002.56%,←001.17%,1.73,←001.59%,1.74,1.71,07.77% │ 09.38% │ 11.45% │ 12.08% │ 08.68%,09.04% │ 11.94% │ 12.36% │ 09.60% │ 07.70%,05.76% │ 11.04% │ 14.35% │ 12.64% │ 05.97%,06.19% │ 11.88% │ 15.93% │ 09.80% │ 06.45%,←000.96% │ →002.36% │ →007.41% │ ←001.18% │ →004.05%,24.24%,63.19%,12.56%,→050.72% │ ←004.98% │ ←151.03%,49.35%,50.65%,49.75%,50.25%,28494277459.61,29241702054.53,8592767425,8680243028,6546247611,1505358798,1486086141,3652027273,3609624771
_bucy,laend,wxkf_,vmrp_,hotis,zgjq_,laendhotis,1173.550079,16.38%,←000.20%,40.04%,←000.26%,57067966915.07,→000.88%,→001.85%,1.66,→001.40%,1.65,1.68,08.02% │ 09.89% │ 11.12% │ 12.06% │ 08.69%,08.93% │ 12.20% │ 11.23% │ 10.13% │ 07.73%,05.96% │ 10.08% │ 15.49% │ 13.00% │ 05.53%,05.89% │ 12.22% │ 15.55% │ 09.83% │ 06.45%,←003.75% │ →002.38% │ →000.97% │ →001.15% │ →002.71%,26.57%,63.98%,09.45%,→015.99% │ →004.65% │ ←111.80%,49.78%,50.22%,50.06%,49.94%,28407821973.24,28660144941.83,8647685815,8625324638,6916724783,1416002474,1413238563,3413478324,3477696548
_mupf,lnead,wzkg_,vyrb_,hitos,qcjx_,lneadhitos,1172.974803,17.35%,←000.57%,39.24%,←000.61%,57348366978.33,←000.44%,←000.99%,1.69,←000.26%,1.69,1.68,07.80% │ 09.38% │ 11.56% │ 12.37% │ 09.00%,09.03% │ 12.70% │ 11.27% │ 09.32% │ 07.57%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.62% │ 15.55% │ 09.37% │ 06.45%,←003.03% │ ←000.66% │ ←002.62% │ →002.62% │ →000.36%,24.47%,64.54%,10.99%,→003.34% │ →002.39% │ ←029.58%,50.11%,49.89%,50.15%,49.85%,28737601049.90,28610765928.43,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vyrb_,hitos,qcxj_,lneadhitos,1172.932818,17.35%,←000.57%,39.24%,←000.61%,57364677014.73,←000.39%,←000.99%,1.69,←000.26%,1.69,1.68,07.80% │ 09.38% │ 11.56% │ 12.36% │ 08.99%,09.03% │ 12.69% │ 11.23% │ 09.39% │ 07.57%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.62% │ 15.52% │ 09.41% │ 06.45%,←003.03% │ →000.07% │ ←002.95% │ →002.60% │ →000.36%,24.46%,64.55%,10.99%,→003.33% │ →002.46% │ ←029.49%,50.10%,49.90%,50.15%,49.85%,28737601049.90,28627075964.83,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vbry_,hitos,qcjx_,lneadhitos,1172.845408,17.35%,←000.57%,39.24%,←000.61%,57411696886.13,←000.22%,←000.99%,1.69,←000.26%,1.69,1.68,07.79% │ 09.37% │ 11.55% │ 12.35% │ 08.99%,09.02% │ 12.54% │ 11.24% │ 09.57% │ 07.57%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.54% │ 15.55% │ 09.46% │ 06.45%,←002.98% │ →002.10% │ ←002.74% │ →001.51% │ →000.36%,24.53%,64.49%,10.98%,→004.04% │ →002.45% │ ←029.62%,50.06%,49.94%,50.15%,49.85%,28737601049.90,28674095836.23,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_upg_,hretl,vjxcy,bmof_,dians,kwqz_,hretldians,1171.415749,17.32%,←001.30%,37.90%,→001.01%,58093689463.28,→001.33%,←001.17%,1.73,←001.59%,1.74,1.71,07.32% │ 09.53% │ 11.56% │ 12.65% │ 08.61%,08.99% │ 11.86% │ 12.29% │ 09.54% │ 07.65%,05.76% │ 09.54% │ 14.31% │ 14.17% │ 05.97%,06.19% │ 11.88% │ 15.93% │ 09.80% │ 06.45%,→004.38% │ →000.12% │ →005.96% │ ←006.62% │ →004.20%,24.15%,63.38%,12.46%,→050.37% │ ←006.88% │ ←150.44%,49.66%,50.34%,49.75%,50.25%,28851987408.75,29241702054.53,8592767425,8680243028,6546247611,1505358798,1486086141,3652027273,3609624771
_pgu_,hterl,vjzcw,bmof_,dians,xyqk_,hterldians,1171.185233,16.25%,←001.16%,38.86%,→001.31%,57375334914.36,→001.47%,←001.00%,1.70,←001.62%,1.71,1.68,08.01% │ 09.57% │ 11.51% │ 12.20% │ 08.35%,08.18% │ 11.89% │ 12.06% │ 10.47% │ 07.76%,05.76% │ 11.17% │ 14.15% │ 12.64% │ 05.96%,05.63% │ 11.89% │ 15.93% │ 10.42% │ 06.45%,←003.27% │ →008.64% │ →004.62% │ ←002.56% │ ←002.02%,24.31%,63.48%,12.21%,→050.85% │ ←008.76% │ ←133.29%,49.63%,50.37%,49.67%,50.33%,28475540907.54,28899794006.82,8579714807,8693295646,6712237491,1411731727,1395564797,3565448441,3530213723
_mupf,lnead,wzkg_,vbry_,hotis,qcjx_,lneadhotis,1170.815441,17.35%,←000.57%,39.24%,←000.61%,57482612951.25,→000.03%,←000.99%,1.69,←000.26%,1.69,1.68,07.78% │ 09.36% │ 11.54% │ 12.34% │ 08.98%,09.00% │ 12.56% │ 11.30% │ 09.49% │ 07.66%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.51% │ 15.55% │ 09.48% │ 06.45%,←001.59% │ →001.31% │ ←002.07% │ →001.76% │ →000.26%,24.35%,64.83%,10.82%,→002.82% │ →003.70% │ ←033.63%,49.99%,50.01%,50.15%,49.85%,28737601049.90,28745011901.35,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vbry_,hotis,qcxj_,lneadhotis,1170.778671,17.35%,←000.57%,39.24%,←000.61%,57490059245.08,→000.05%,←000.99%,1.69,←000.26%,1.69,1.68,07.78% │ 09.36% │ 11.54% │ 12.34% │ 08.97%,09.00% │ 12.56% │ 11.27% │ 09.53% │ 07.66%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.51% │ 15.52% │ 09.52% │ 06.45%,←001.59% │ →001.74% │ ←002.38% │ →001.80% │ →000.26%,24.34%,64.84%,10.82%,→002.81% │ →003.73% │ ←033.55%,49.99%,50.01%,50.15%,49.85%,28737601049.90,28752458195.18,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_mupf,lnead,wzkg_,vyrb_,hotis,qcxj_,lneadhotis,1170.480583,17.35%,←000.57%,39.24%,←000.61%,57441836550.26,←000.12%,←000.99%,1.69,←000.26%,1.69,1.68,07.79% │ 09.37% │ 11.55% │ 12.35% │ 08.98%,09.00% │ 12.73% │ 11.29% │ 09.29% │ 07.66%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.01%,05.86% │ 12.59% │ 15.52% │ 09.44% │ 06.45%,←001.64% │ ←000.86% │ ←002.27% │ →002.99% │ →000.26%,24.28%,64.88%,10.83%,→002.17% │ →003.72% │ ←033.48%,50.03%,49.97%,50.15%,49.85%,28737601049.90,28704235500.36,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
_cpu_,hretl,vxjgy,fmob_,dians,qwzk_,hretldians,1169.656023,17.28%,←000.84%,37.90%,→001.01%,58282222493.09,→001.23%,←001.17%,1.73,←001.59%,1.74,1.71,07.41% │ 09.73% │ 11.54% │ 12.42% │ 08.59%,08.93% │ 11.86% │ 12.40% │ 09.50% │ 07.62%,05.76% │ 10.05% │ 14.35% │ 13.62% │ 05.97%,06.11% │ 11.88% │ 15.96% │ 09.86% │ 06.45%,→002.74% │ ←002.44% │ →006.91% │ ←004.68% │ →003.85%,25.88%,63.30%,10.81%,→042.13% │ ←007.21% │ ←121.40%,49.69%,50.31%,49.75%,50.25%,28960284793.61,29321937699.48,8592767425,8680243028,6546247611,1498615660,1486086141,3652027273,3609624771
_cpu_,hretl,vjxgy,fmob_,dians,qwzk_,hretldians,1169.619419,17.28%,←000.84%,37.90%,→001.01%,58293125070.39,→001.20%,←001.17%,1.73,←001.59%,1.74,1.71,07.41% │ 09.75% │ 11.54% │ 12.41% │ 08.59%,08.93% │ 11.86% │ 12.39% │ 09.50% │ 07.62%,05.76% │ 10.09% │ 14.31% │ 13.62% │ 05.97%,06.11% │ 11.88% │ 15.96% │ 09.86% │ 06.45%,→002.74% │ ←002.66% │ →006.88% │ ←004.65% │ →003.85%,25.88%,63.28%,10.84%,→042.13% │ ←007.18% │ ←122.22%,49.70%,50.30%,49.75%,50.25%,28971187370.91,29321937699.48,8592767425,8680243028,6546247611,1498615660,1486086141,3652027273,3609624771
_mupf,dneal,wzkg_,vyrb_,hitos,qcjx_,dnealhitos,1167.549211,17.35%,←000.57%,39.24%,←000.61%,57514222202.33,←001.02%,←000.99%,1.69,←000.26%,1.69,1.68,07.41% │ 09.36% │ 11.55% │ 12.54% │ 09.41%,09.00% │ 12.66% │ 11.24% │ 09.30% │ 07.55%,05.51% │ 10.22% │ 15.49% │ 12.47% │ 06.45%,05.86% │ 12.62% │ 15.55% │ 09.37% │ 06.45%,→001.84% │ ←000.64% │ ←002.79% │ →001.01% │ ←004.47%,24.40%,64.65%,10.95%,→003.32% │ →001.49% │ ←029.45%,50.25%,49.75%,50.15%,49.85%,28903456273.90,28610765928.43,8662626085,8610384368,6777138673,1502523527,1493987412,3532610503,3498150479
