keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_ucpj,lread,wxkfy,zbngv,stoih,qm___,lreadstoih,1196.635522,18.21%,←002.20%,38.03%,→000.55%,58530160968.55,→001.70%,→001.88%,1.72,→000.96%,1.71,1.73,07.75% │ 09.65% │ 11.74% │ 12.03% │ 08.40%,08.76% │ 12.14% │ 12.27% │ 09.70% │ 07.56%,05.96% │ 09.50% │ 16.04% │ 12.60% │ 05.76%,06.68% │ 13.02% │ 15.05% │ 09.64% │ 05.76%,←002.56% │ →000.57% │ →004.29% │ →000.90% │ →004.14%,24.50%,63.26%,12.24%,→034.55% │ →005.73% │ ←200.03%,49.57%,50.43%,49.86%,50.14%,29013571993.63,29516588974.92,8612559328,8660451125,6568441391,1589837397,1555582473,3585458538,3653999726
_ucpj,lread,wxkfy,qbogv,sitnh,zm___,lreadsitnh,1196.593930,18.34%,←000.76%,38.03%,→000.55%,57978782356.34,←000.17%,→001.88%,1.72,→000.96%,1.71,1.73,07.83% │ 09.74% │ 11.85% │ 12.15% │ 08.48%,08.83% │ 11.64% │ 12.53% │ 09.13% │ 07.83%,05.96% │ 09.50% │ 16.04% │ 12.60% │ 05.76%,06.68% │ 11.81% │ 16.36% │ 09.54% │ 05.76%,→000.05% │ ←006.65% │ →005.42% │ ←004.39% │ →003.98%,24.77%,62.44%,12.79%,→034.72% │ →001.46% │ ←162.94%,50.04%,49.96%,49.86%,50.14%,29013571993.63,28965210362.71,8612559328,8660451125,6568441391,1589837397,1577875438,3585458538,3653999726
_bcup,laerd,wzkfq,xyngj,hotis,vm___,laerdhotis,1196.367006,18.24%,←000.37%,37.75%,→001.65%,58157360117.74,→001.08%,→001.89%,1.73,→000.17%,1.73,1.73,08.05% │ 09.87% │ 11.77% │ 11.33% │ 08.70%,08.75% │ 11.40% │ 12.53% │ 09.61% │ 07.98%,05.96% │ 10.02% │ 16.04% │ 11.49% │ 06.07%,05.95% │ 11.87% │ 16.28% │ 09.64% │ 06.68%,←000.92% │ ←002.72% │ →006.06% │ →000.59% │ →000.57%,25.37%,63.31%,11.31%,→007.01% │ →003.32% │ ←029.40%,49.73%,50.27%,49.58%,50.42%,28921203294.57,29236156823.17,8564636794,8708373659,6519997292,1578225424,1572411674,3609260767,3678641596
_bcup,laerd,wjkfq,xyngz,hotis,vm___,laerdhotis,1196.362728,18.38%,←001.90%,37.68%,→001.25%,58159982278.09,→000.30%,→001.59%,1.73,→000.25%,1.73,1.73,08.05% │ 10.02% │ 11.76% │ 11.39% │ 08.70%,08.75% │ 11.33% │ 12.53% │ 09.63% │ 07.84%,05.96% │ 10.12% │ 16.04% │ 11.49% │ 06.07%,05.95% │ 11.87% │ 16.28% │ 09.64% │ 06.58%,←002.65% │ ←004.07% │ →006.11% │ ←000.58% │ →000.60%,25.30%,63.26%,11.44%,→005.60% │ →003.10% │ ←031.87%,49.92%,50.08%,49.69%,50.31%,29035710868.03,29124271410.06,8582161662,8690848791,6507866279,1602202761,1572314820,3620752338,3679281038
_upcy,lread,wzfkj,xgnbq,hiots,vm___,lreadhiots,1196.362600,18.17%,→000.20%,38.15%,→000.80%,58475114861.64,←000.40%,→002.41%,1.72,→001.17%,1.71,1.73,07.76% │ 09.59% │ 12.03% │ 12.19% │ 08.53%,08.83% │ 12.22% │ 11.98% │ 09.26% │ 07.62%,05.96% │ 09.44% │ 16.30% │ 12.34% │ 05.76%,05.95% │ 12.24% │ 15.05% │ 10.41% │ 06.55%,←001.91% │ ←003.51% │ ←000.47% │ →000.20% │ →003.42%,24.98%,63.72%,11.30%,←002.60% │ →006.13% │ ←040.29%,50.10%,49.90%,49.80%,50.20%,29296176200.46,29178938661.18,8601676035,8671334418,6590124923,1567676529,1570814592,3564806039,3652968693
_wofj,snail,xkzyb,pucgq,mhetr,vd___,snailmhetr,1196.316460,17.32%,←000.79%,37.77%,←000.48%,58278061366.98,←000.69%,←002.13%,1.73,←001.20%,1.74,1.72,07.94% │ 09.62% │ 12.43% │ 11.39% │ 08.79%,08.37% │ 11.86% │ 12.03% │ 09.13% │ 08.43%,06.64% │ 09.93% │ 15.96% │ 11.48% │ 06.12%,05.83% │ 11.28% │ 15.30% │ 10.85% │ 06.63%,→005.78% │ ←005.32% │ ←003.31% │ →003.99% │ ←005.06%,25.41%,62.36%,12.23%,→000.66% │ ←000.18% │ ←006.33%,50.17%,49.83%,50.12%,49.88%,29239919990.78,29038141376.20,8657094520,8615915933,6524683813,1501996332,1490217600,3680041180,3603174662
_kfcw,daerl,bjpuq,xgnyv,stioh,zm___,daerlstioh,1196.287947,18.20%,←001.58%,37.68%,→001.25%,58262786831.19,→000.31%,→001.59%,1.73,→000.25%,1.73,1.73,07.08% │ 09.07% │ 12.10% │ 12.78% │ 08.91%,08.91% │ 12.29% │ 12.63% │ 08.67% │ 07.58%,05.44% │ 09.25% │ 16.30% │ 12.64% │ 06.06%,06.77% │ 13.45% │ 15.08% │ 09.26% │ 05.76%,→006.61% │ ←004.53% │ →004.18% │ ←003.96% │ →000.06%,24.38%,63.30%,12.33%,→033.62% │ →003.69% │ ←187.34%,49.92%,50.08%,49.69%,50.31%,29086653855.32,29176132975.87,8582161662,8690848791,6507866279,1584036537,1559440818,3620752338,3679281038
_cpux,lread,wzfky,vbngq,hotis,jm___,lreadhotis,1196.144843,18.15%,←000.76%,38.08%,→000.96%,58029898537.38,→000.82%,→002.17%,1.72,→000.89%,1.71,1.73,07.81% │ 09.99% │ 12.09% │ 11.44% │ 08.47%,08.86% │ 11.39% │ 12.50% │ 09.68% │ 07.77%,05.96% │ 09.99% │ 16.30% │ 11.80% │ 05.72%,05.99% │ 11.78% │ 16.28% │ 09.64% │ 06.55%,←000.42% │ ←003.14% │ →003.31% │ ←000.45% │ →004.34%,24.30%,63.02%,12.68%,→031.46% │ →004.85% │ ←162.80%,49.79%,50.21%,49.76%,50.24%,28895887405.25,29134011132.13,8595034460,8677975993,6577064924,1573029358,1561191293,3575720707,3655114024
_kfcw,daerl,bjpuq,zgnyv,stioh,xm___,daerlstioh,1196.011721,18.18%,←001.75%,37.68%,→001.25%,58265019966.76,→000.31%,→001.59%,1.73,→000.25%,1.73,1.73,07.08% │ 09.07% │ 12.10% │ 12.77% │ 08.91%,08.91% │ 12.29% │ 12.62% │ 08.67% │ 07.58%,05.44% │ 09.25% │ 16.30% │ 12.64% │ 06.06%,06.77% │ 13.45% │ 15.08% │ 09.26% │ 05.76%,→006.61% │ ←004.53% │ →004.17% │ ←003.94% │ →000.09%,24.30%,63.29%,12.41%,→033.26% │ →003.70% │ ←180.15%,49.92%,50.08%,49.69%,50.31%,29086653855.32,29178366111.44,8582161662,8690848791,6507866279,1584036537,1556756792,3620752338,3679281038
_ucpx,lread,wzkfy,jbogv,sitnh,qm___,lreadsitnh,1195.991900,18.16%,←000.61%,38.08%,→000.96%,57969031044.70,→000.48%,→002.17%,1.72,→000.89%,1.71,1.73,07.83% │ 09.61% │ 11.85% │ 12.12% │ 08.47%,08.96% │ 11.62% │ 12.57% │ 09.13% │ 07.83%,05.96% │ 09.44% │ 16.04% │ 12.60% │ 05.72%,06.78% │ 11.81% │ 16.36% │ 09.54% │ 05.76%,→000.00% │ ←005.21% │ →005.77% │ ←004.29% │ →005.46%,24.95%,62.40%,12.65%,→036.05% │ →001.52% │ ←165.35%,49.88%,50.12%,49.76%,50.24%,28914760917.69,29054270127.01,8595034460,8677975993,6577064924,1573029358,1563546967,3575720707,3655114024
_cpuj,lread,wxfky,vbngq,htois,zm___,lreadhtois,1195.898770,18.22%,←002.08%,38.03%,→000.55%,58239073508.85,→000.68%,→001.88%,1.72,→000.96%,1.71,1.73,07.78% │ 10.05% │ 12.06% │ 11.49% │ 08.45%,08.79% │ 11.65% │ 12.32% │ 09.67% │ 07.74%,05.96% │ 10.05% │ 16.30% │ 11.80% │ 05.76%,05.89% │ 13.02% │ 15.05% │ 09.64% │ 06.55%,←000.47% │ ←003.95% │ →002.12% │ →001.39% │ →003.82%,24.58%,63.06%,12.36%,→032.06% │ →005.45% │ ←195.99%,49.83%,50.17%,49.86%,50.14%,29020452391.22,29218621117.63,8612559328,8660451125,6568441391,1589837397,1557478295,3585458538,3653999726
_cpuj,lread,wxfky,vbngq,hotis,zm___,lreadhotis,1195.870619,18.22%,←002.08%,38.03%,→000.55%,58035823477.39,←000.02%,→001.88%,1.72,→000.96%,1.71,1.73,07.81% │ 10.08% │ 12.10% │ 11.53% │ 08.48%,08.72% │ 11.31% │ 12.50% │ 09.69% │ 07.77%,05.96% │ 10.05% │ 16.30% │ 11.80% │ 05.76%,05.89% │ 11.78% │ 16.28% │ 09.64% │ 06.55%,←000.40% │ ←004.04% │ →003.21% │ ←002.00% │ →002.75%,24.40%,62.98%,12.63%,→030.79% │ →004.55% │ ←176.22%,50.00%,50.00%,49.86%,50.14%,29020452391.22,29015371086.17,8612559328,8660451125,6568441391,1589837397,1557478295,3585458538,3653999726
_cpuj,lread,wxfky,qmngz,hotis,vb___,lreadhotis,1195.716246,18.23%,←001.98%,38.03%,→000.55%,58095772178.68,→000.19%,→001.88%,1.72,→000.96%,1.71,1.73,07.80% │ 10.07% │ 12.09% │ 11.52% │ 08.47%,08.62% │ 11.40% │ 12.48% │ 09.70% │ 07.84%,05.96% │ 10.05% │ 16.30% │ 11.80% │ 05.76%,05.86% │ 11.78% │ 16.28% │ 09.64% │ 06.58%,→000.57% │ ←003.87% │ →003.17% │ ←001.03% │ →001.71%,24.06%,62.95%,13.00%,→029.25% │ →004.65% │ ←148.01%,49.95%,50.05%,49.86%,50.14%,29020452391.22,29075319787.46,8612559328,8660451125,6568441391,1589837397,1558930135,3585458538,3653999726
_gpmy,rtehc,zvjlk,wuofq,dians,xb___,rtehcdians,1195.299349,16.19%,→000.87%,38.66%,←001.03%,58224986695.28,←002.85%,←000.67%,1.70,→000.25%,1.70,1.71,08.08% │ 10.35% │ 11.33% │ 12.46% │ 08.48%,08.15% │ 11.93% │ 11.64% │ 09.64% │ 07.94%,06.66% │ 11.92% │ 14.35% │ 11.55% │ 05.78%,05.71% │ 11.99% │ 15.83% │ 09.68% │ 06.55%,←001.80% │ ←007.43% │ →002.69% │ ←004.49% │ ←003.95%,27.32%,62.36%,10.32%,→036.27% │ ←005.35% │ ←259.74%,50.70%,49.30%,50.26%,49.74%,29521181994.44,28703804700.84,8680590580,8592419873,6677960059,1391876278,1404034625,3576806900,3553132696
