keys_1, keys_2, keys_3, keys_4, keys_5, keys_6, fitness, count_ratio, effort, left_effort, left_effort_ratio, left_count, left_count_ratio, right_effort, right_effort_ratio, right_count, right_count_ratio, bigram_switches, switch_ratio, row_switch_cost, row_switch_ratio
_dng_, lreav, xkybz, jcsuq, ptoih, _mwf_, 1.5235, 0.99, 54002827172.30, 27143766094.90, 50.26%, 8613391256, 49.87%, 26859061077.40, 49.74%, 8659619197, 50.13%, 6040624194, 34.97%, 4066506797, 23.54%
_dng_, lreav, xybp_, _htwq, kiosc, jumfz, 1.5218, 1.05, 53620472775.20, 27796939943.80, 51.84%, 8832970303, 51.14%, 25823532831.40, 48.16%, 8440040150, 48.86%, 6028237580, 34.90%, 4309051528, 24.95%
jmofw, usarp, kbylq, zgnd_, vteih, xc___, 1.5216, 0.96, 53788466368.50, 27899069477.60, 51.87%, 8443094114, 48.88%, 25889396890.90, 48.13%, 8829916339, 51.12%, 6004013174, 34.76%, 4207003313, 24.36%
_dngj, maerv, xybl_, _uspq, fitoc, _hwkz, 1.5213, 1.08, 53430395460.70, 28055871268.00, 52.51%, 8951750446, 51.83%, 25374524192.70, 47.49%, 8321260007, 48.17%, 6003870272, 34.76%, 4335241015, 25.10%
_mofj, uranp, bgyl_, _wicq, vtesh, _dkxz, 1.5209, 0.98, 53466372910.80, 27620064149.70, 51.66%, 8539110365, 49.44%, 25846308761.10, 48.34%, 8733900088, 50.56%, 5951897796, 34.46%, 4546868372, 26.32%
_dngx, maerv, jybl_, _uspq, fitoc, _hwkz, 1.5209, 1.08, 53440069431.10, 28065545238.40, 52.52%, 8951750446, 51.83%, 25374524192.70, 47.48%, 8321260007, 48.17%, 6003870272, 34.76%, 4337754279, 25.11%
qmofj, uranp, bgyl_, _wic_, vtesh, _dkxz, 1.5201, 0.98, 53496918559.00, 27757152456.70, 51.89%, 8556319964, 49.54%, 25739766102.30, 48.11%, 8716690489, 50.46%, 5942945530, 34.41%, 4557368502, 26.38%
_mofj, uranp, bygl_, zwic_, vtesh, qdkx_, 1.5199, 0.98, 53526589768.10, 27679490904.90, 51.71%, 8539110365, 49.44%, 25847098863.20, 48.29%, 8733900088, 50.56%, 5951897796, 34.46%, 4528574396, 26.22%
_mofj, uranp, kgylb, zwic_, vtesh, qdx__, 1.5170, 1.01, 53726232705.10, 28648128234.40, 53.32%, 8668041486, 50.18%, 25078104470.70, 46.68%, 8604968967, 49.82%, 5970206364, 34.56%, 4467330706, 25.86%
_mofj, uranp, kgylb, _wicz, vtesh, qdx__, 1.5165, 1.01, 53744131334.70, 28648128234.40, 53.30%, 8668041486, 50.18%, 25096003100.30, 46.70%, 8604968967, 49.82%, 5970206364, 34.56%, 4467330706, 25.86%
jmof_, uranp, kgylb, _wic_, vtesh, _dxzq, 1.5160, 1.01, 53730327771.70, 28684871792.90, 53.39%, 8668041486, 50.18%, 25045455978.80, 46.61%, 8604968967, 49.82%, 5970206364, 34.56%, 4489286432, 25.99%
jmof_, uranp, kgylb, _wic_, vtesh, _dqxz, 1.5159, 1.01, 53733144869.70, 28684871792.90, 53.38%, 8668041486, 50.18%, 25048273076.80, 46.62%, 8604968967, 49.82%, 5970206364, 34.56%, 4489286432, 25.99%
jmof_, uranp, kgylb, _wic_, vtesh, _dxqz, 1.5159, 1.01, 53736090100.20, 28684871792.90, 53.38%, 8668041486, 50.18%, 25051218307.30, 46.62%, 8604968967, 49.82%, 5970206364, 34.56%, 4489286432, 25.99%
_mofj, uranp, kgylb, qwic_, vtesh, zdx__, 1.5157, 1.01, 53746737431.00, 28648128234.40, 53.30%, 8668041486, 50.18%, 25098609196.60, 46.70%, 8604968967, 49.82%, 5970206364, 34.56%, 4485762006, 25.97%
_mofj, uranp, kgylb, _wicq, vtesh, zdx__, 1.5156, 1.01, 53750223368.70, 28648128234.40, 53.30%, 8668041486, 50.18%, 25102095134.30, 46.70%, 8604968967, 49.82%, 5970206364, 34.56%, 4485762006, 25.97%
_mofj, uranp, kyglb, zwic_, vtesh, qdx__, 1.5153, 1.01, 53786186806.70, 28708082336.00, 53.37%, 8668041486, 50.18%, 25078104470.70, 46.63%, 8604968967, 49.82%, 5970206364, 34.56%, 4467330706, 25.86%
_wthz, csaik, jybl_, fuomq, pnerd, _vxg_, 1.5149, 0.98, 54144489215.30, 25487498315.30, 47.07%, 8549048492, 49.49%, 28656990900.00, 52.93%, 8723961961, 50.51%, 6005248895, 34.77%, 4187553849, 24.24%
qmofj, uranp, kgylb, _wic_, vtesh, zdx__, 1.5144, 1.01, 53780338344.70, 28784958268.80, 53.52%, 8685251085, 50.28%, 24995380075.90, 46.48%, 8587759368, 49.72%, 5961209248, 34.51%, 4496351836, 26.03%
jmofq, uranp, kgylb, _wic_, vtesh, zdx__, 1.5143, 1.01, 53785641191.00, 28790261115.10, 53.53%, 8685251085, 50.28%, 24995380075.90, 46.47%, 8587759368, 49.72%, 5961209248, 34.51%, 4496351836, 26.03%
zcth_, ginaw, __kdj, quof_, presm, xlyvb, 1.5141, 0.95, 53973686743.40, 24814760150.50, 45.98%, 8432577668, 48.82%, 29158926592.90, 54.02%, 8840432785, 51.18%, 5981364979, 34.63%, 4268229575, 24.71%
_cthz, ginaw, __kdj, quof_, presm, xlyvb, 1.5140, 0.95, 53976380737.50, 24817454144.60, 45.98%, 8432577668, 48.82%, 29158926592.90, 54.02%, 8840432785, 51.18%, 5981364979, 34.63%, 4268229575, 24.71%
_gnd_, lreay, xvbm_, _htwq, kiosc, jupfz, 1.5139, 1.07, 53684438373.10, 28469819469.30, 53.03%, 8911989647, 51.59%, 25214618903.80, 46.97%, 8361020806, 48.41%, 5997841027, 34.72%, 4396337438, 25.45%
_cth_, gianw, _zks_, qylmx, poeru, jdfbv, 1.5139, 1.05, 53282849734.60, 25433777318.60, 47.73%, 8846011511, 51.21%, 27849072416.00, 52.27%, 8426998942, 48.79%, 5763493483, 33.37%, 4886341747, 28.29%
qpsuk, moarf, bwylj, xgnd_, vteih, zc___, 1.5125, 0.96, 54106802341.90, 28205419180.70, 52.13%, 8443094114, 48.88%, 25901383161.20, 47.87%, 8829916339, 51.12%, 6004013174, 34.76%, 4211068056, 24.38%
_wthz, csaik, _ybl_, _dngq, freou, jmpvx, 1.5124, 0.97, 53970975099.70, 25290976083.60, 46.86%, 8509287693, 49.26%, 28679999016.10, 53.14%, 8763722760, 50.74%, 5985527144, 34.65%, 4366548930, 25.28%
juspk, moarf, bwylq, xgnd_, vteih, zc___, 1.5122, 0.96, 54101744140.60, 28200360979.40, 52.12%, 8443094114, 48.88%, 25901383161.20, 47.88%, 8829916339, 51.12%, 6004013174, 34.76%, 4223284996, 24.45%
_cth_, dnaig, zxkv_, _fomw, presu, jlbyq, 1.5116, 0.93, 54484918920.20, 25240796213.70, 46.33%, 8319857642, 48.17%, 29244122706.50, 53.67%, 8953152811, 51.83%, 6077979437, 35.19%, 3786453525, 21.92%
_cth_, dnaig, zxkv_, _fomq, presu, jlbyw, 1.5114, 0.93, 54290882206.30, 25240796213.70, 46.49%, 8319857642, 48.17%, 29050085992.60, 53.51%, 8953152811, 51.83%, 6077979437, 35.19%, 3928761245, 22.75%
zcth_, ganiw, _jkd_, xusmq, boerp, _lfyv, 1.5112, 0.95, 53958882748.50, 24701251295.90, 45.78%, 8432577668, 48.82%, 29257631452.60, 54.22%, 8840432785, 51.18%, 5981364979, 34.63%, 4353111842, 25.20%
jpsuk, moarf, bwylq, xgnd_, vteih, zc___, 1.5110, 0.96, 54144114568.70, 28242731407.50, 52.16%, 8443094114, 48.88%, 25901383161.20, 47.84%, 8829916339, 51.12%, 6004013174, 34.76%, 4223284996, 24.45%
_cthz, ganiw, __kd_, juofq, presm, blyvx, 1.5103, 0.95, 54074496347.80, 24521585847.90, 45.35%, 8392816869, 48.59%, 29552910499.90, 54.65%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_cth_, ganiw, zjkd_, quof_, presm, blyvx, 1.5102, 0.95, 54108975570.20, 24668034192.40, 45.59%, 8432577668, 48.82%, 29440941377.80, 54.41%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
_cth_, ganiw, __kdz, juofq, presm, blyvx, 1.5102, 0.95, 54073109685.60, 24520199185.70, 45.35%, 8392816869, 48.59%, 29552910499.90, 54.65%, 8880193584, 51.41%, 5963295794, 34.52%, 4267244271, 24.70%
zcth_, ginaw, _jkd_, xusmq, boerp, _lfyv, 1.5097, 0.95, 54013899645.80, 24756268193.20, 45.83%, 8432577668, 48.82%, 29257631452.60, 54.17%, 8840432785, 51.18%, 5981364979, 34.63%, 4353111842, 25.20%
_cth_, ganiw, _jkdz, quof_, presm, blyvx, 1.5093, 0.95, 54140227527.60, 24699286149.80, 45.62%, 8432577668, 48.82%, 29440941377.80, 54.38%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
zcth_, ginaw, _jkd_, qusmx, boerp, _lfyv, 1.5089, 0.95, 54041963608.90, 24756268193.20, 45.81%, 8432577668, 48.82%, 29285695415.70, 54.19%, 8840432785, 51.18%, 5981364979, 34.63%, 4353111842, 25.20%
_cthz, ginaw, __kd_, juofq, presm, blyvx, 1.5086, 0.95, 54133606509.80, 24580696009.90, 45.41%, 8392816869, 48.59%, 29552910499.90, 54.59%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_cth_, dnaig, zkxv_, _fomq, presu, jlbyw, 1.5086, 0.93, 54393043593.80, 25342957601.20, 46.59%, 8319857642, 48.17%, 29050085992.60, 53.41%, 8953152811, 51.83%, 6077979437, 35.19%, 3928761245, 22.75%
_cth_, ginaw, __kdz, juofq, presm, blyvx, 1.5086, 0.95, 54131032304.40, 24578121804.50, 45.40%, 8392816869, 48.59%, 29552910499.90, 54.60%, 8880193584, 51.41%, 5963295794, 34.52%, 4267244271, 24.70%
_cth_, ginaw, zjkd_, quof_, presm, blyvx, 1.5085, 0.95, 54167641093.00, 24726699715.20, 45.65%, 8432577668, 48.82%, 29440941377.80, 54.35%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
_cth_, ginaw, jzkd_, quof_, presm, blyvx, 1.5085, 0.95, 54167977139.30, 24727035761.50, 45.65%, 8432577668, 48.82%, 29440941377.80, 54.35%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
jmofw, usarp, kbylq, xcth_, venid, zg___, 1.5083, 0.96, 54345546318.20, 27899069477.60, 51.34%, 8443094114, 48.88%, 26446476840.60, 48.66%, 8829916339, 51.12%, 6004013174, 34.76%, 4147594754, 24.01%
_cth_, ginaw, __kdz, quofj, presm, blyvx, 1.5081, 0.95, 54146567336.80, 24578121804.50, 45.39%, 8392816869, 48.59%, 29568445532.30, 54.61%, 8880193584, 51.41%, 5963295794, 34.52%, 4267244271, 24.70%
_cth_, ginaw, _jkdz, _uofq, presm, blyvx, 1.5081, 0.95, 54184516020.50, 24756367554.60, 45.69%, 8432577668, 48.82%, 29428148465.90, 54.31%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
_cth_, ginaw, _jkdz, quof_, presm, blyvx, 1.5077, 0.95, 54197308932.40, 24756367554.60, 45.68%, 8432577668, 48.82%, 29440941377.80, 54.32%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
zcth_, ginaw, __kdj, qusm_, boerp, xlfyv, 1.5076, 0.95, 54086076803.80, 24814760150.50, 45.88%, 8432577668, 48.82%, 29271316653.30, 54.12%, 8840432785, 51.18%, 5981364979, 34.63%, 4354838598, 25.21%
jmofw, usarp, kyblq, xcth_, venid, zg___, 1.5076, 0.96, 54373004227.80, 27926527387.20, 51.36%, 8443094114, 48.88%, 26446476840.60, 48.64%, 8829916339, 51.12%, 6004013174, 34.76%, 4147594754, 24.01%
_cth_, ginaw, _zkdj, _uofq, presm, blyvx, 1.5075, 0.95, 54203610518.60, 24775462052.70, 45.71%, 8432577668, 48.82%, 29428148465.90, 54.29%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
_cthz, ginaw, __kdj, qusm_, boerp, xlfyv, 1.5075, 0.95, 54088770797.90, 24817454144.60, 45.88%, 8432577668, 48.82%, 29271316653.30, 54.12%, 8840432785, 51.18%, 5981364979, 34.63%, 4354838598, 25.21%
jcth_, ginaw, __kdz, qusm_, boerp, xlfyv, 1.5073, 0.95, 54088615342.20, 24817298688.90, 45.88%, 8432577668, 48.82%, 29271316653.30, 54.12%, 8840432785, 51.18%, 5981364979, 34.63%, 4359307692, 25.24%
_cth_, ginaw, _zkdj, quof_, presm, blyvx, 1.5072, 0.95, 54216403430.50, 24775462052.70, 45.70%, 8432577668, 48.82%, 29440941377.80, 54.30%, 8840432785, 51.18%, 5981364979, 34.63%, 4271788087, 24.73%
_cthj, ginaw, __kdz, qusm_, boerp, xlfyv, 1.5071, 0.95, 54097379492.60, 24826062839.30, 45.89%, 8432577668, 48.82%, 29271316653.30, 54.11%, 8840432785, 51.18%, 5981364979, 34.63%, 4359307692, 25.24%
_gthz, caniw, ___dk, qusmj, boerp, xlfyv, 1.5065, 0.95, 54024801405.50, 24584224349.40, 45.51%, 8392816869, 48.59%, 29440577056.10, 54.49%, 8880193584, 51.41%, 5963295794, 34.52%, 4396968856, 25.46%
_cthz, ginaw, ___dk, juofq, presm, xlyvb, 1.5062, 0.95, 54219042753.00, 24947049075.10, 46.01%, 8392816869, 48.59%, 29271993677.90, 53.99%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_gthz, caniw, ___dk, jusmq, boerp, xlfyv, 1.5062, 0.95, 54033931340.70, 24584224349.40, 45.50%, 8392816869, 48.59%, 29449706991.30, 54.50%, 8880193584, 51.41%, 5963295794, 34.52%, 4396968856, 25.46%
_cthz, ginaw, __kdj, quof_, presm, blyvx, 1.5062, 0.95, 54258395522.40, 24817454144.60, 45.74%, 8432577668, 48.82%, 29440941377.80, 54.26%, 8840432785, 51.18%, 5981364979, 34.63%, 4268229575, 24.71%
_cthz, ginaw, ___dk, quofj, presm, xlyvb, 1.5058, 0.95, 54233536993.90, 24947049075.10, 46.00%, 8392816869, 48.59%, 29286487918.80, 54.00%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_gthz, caniw, ___dk, xusmq, boerp, jlfyv, 1.5052, 0.95, 54041506951.50, 24584224349.40, 45.49%, 8392816869, 48.59%, 29457282602.10, 54.51%, 8880193584, 51.41%, 5963295794, 34.52%, 4419094894, 25.58%
qlsp_, mreay, _vbdx, zhtuj, finoc, kgw__, 1.5045, 1.03, 54299449672.50, 28169497686.10, 51.88%, 8765664381, 50.75%, 26129951986.40, 48.12%, 8507346072, 49.25%, 5915622660, 34.25%, 4369858241, 25.30%
_cthz, ginaw, ___dk, xuofj, presm, qlyvb, 1.5044, 0.95, 54252822495.80, 24947049075.10, 45.98%, 8392816869, 48.59%, 29305773420.70, 54.02%, 8880193584, 51.41%, 5963295794, 34.52%, 4286678755, 24.82%
_cthz, ginaw, ___dk, juofx, presm, qlbyv, 1.5042, 0.95, 54259434753.60, 24947049075.10, 45.98%, 8392816869, 48.59%, 29312385678.50, 54.02%, 8880193584, 51.41%, 5963295794, 34.52%, 4286678755, 24.82%
_cthz, ginaw, ___dk, xuofq, presm, jlyvb, 1.5036, 0.95, 54262025852.30, 24947049075.10, 45.98%, 8392816869, 48.59%, 29314976777.20, 54.02%, 8880193584, 51.41%, 5963295794, 34.52%, 4301700187, 24.90%
_cth_, ginaw, zjkd_, qusm_, boerp, vlfyx, 1.5023, 0.95, 54271716457.50, 24726699715.20, 45.56%, 8432577668, 48.82%, 29545016742.30, 54.44%, 8840432785, 51.18%, 5981364979, 34.63%, 4358397110, 25.23%
_cthk, ginaw, ___dz, juofq, mresp, xlyvb, 1.5018, 0.95, 54444078074.20, 24918853686.60, 45.77%, 8392816869, 48.59%, 29525224387.60, 54.23%, 8880193584, 51.41%, 5963295794, 34.52%, 4217821483, 24.42%
xysu_, lreap, zvbmq, _htck, goinw, _dfj_, 1.5016, 0.99, 54778460163.60, 27589428603.90, 50.37%, 8607504119, 49.83%, 27189031559.70, 49.63%, 8665506334, 50.17%, 5986356680, 34.66%, 4101454744, 23.74%
_cthz, ganiw, ___dk, quspj, boerm, xlfyv, 1.5011, 0.95, 54356340560.90, 24912618035.30, 45.83%, 8392816869, 48.59%, 29443722525.60, 54.17%, 8880193584, 51.41%, 5963295794, 34.52%, 4298779562, 24.89%
_cthk, ginaw, ___dz, juofq, presm, blyvx, 1.5010, 0.95, 54471764186.50, 24918853686.60, 45.75%, 8392816869, 48.59%, 29552910499.90, 54.25%, 8880193584, 51.41%, 5963295794, 34.52%, 4217821483, 24.42%
_cth_, ganiw, zkxd_, _uomf, vresp, jlbyq, 1.4993, 0.95, 54518222483.40, 24904044972.40, 45.68%, 8425936093, 48.78%, 29614177511.00, 54.32%, 8847074360, 51.22%, 5979271934, 34.62%, 4255549468, 24.64%
_cthz, gianw, __ksj, qulm_, boerp, xdfyv, 1.4990, 1.06, 53637072795.40, 25702561699.20, 47.92%, 8885772310, 51.44%, 27934511096.20, 52.08%, 8387238143, 48.56%, 5782459702, 33.48%, 4963372246, 28.73%
_cth_, bsaiw, zkyl_, jfom_, prenu, qdgvx, 1.4985, 0.97, 53845707129.00, 25749130784.50, 47.82%, 8509287693, 49.26%, 28096576344.50, 52.18%, 8763722760, 50.74%, 5985527144, 34.65%, 4819181682, 27.90%
_cthz, ginaw, ___dk, juofq, presm, blyvx, 1.4985, 0.95, 54499959575.00, 24947049075.10, 45.77%, 8392816869, 48.59%, 29552910499.90, 54.23%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_cthk, ginaw, ___dz, xusmj, boerp, qlfyv, 1.4983, 0.95, 54389596734.30, 24918853686.60, 45.82%, 8392816869, 48.59%, 29470743047.70, 54.18%, 8880193584, 51.41%, 5963295794, 34.52%, 4347867206, 25.17%
_cthk, ginaw, ___dz, qusmx, boerp, jlfyv, 1.4983, 0.95, 54404200846.10, 24918853686.60, 45.80%, 8392816869, 48.59%, 29485347159.50, 54.20%, 8880193584, 51.41%, 5963295794, 34.52%, 4337707206, 25.11%
xcth_, wniag, kjqd_, vmof_, presu, _lybz, 1.4980, 0.96, 54811859089.60, 25514227802.30, 46.55%, 8460670560, 48.98%, 29297631287.30, 53.45%, 8812339893, 51.02%, 6023828073, 34.87%, 4086610601, 23.66%
_cthz, gianw, ___sk, xulpq, boerm, jdfyv, 1.4978, 1.05, 53889939366.10, 25832666903.00, 47.94%, 8846011511, 51.21%, 28057272463.10, 52.06%, 8426998942, 48.79%, 5763493483, 33.37%, 4860381818, 28.14%
_cthz, ginaw, ___dk, qusmj, boerp, xlfyv, 1.4978, 0.95, 54387626131.20, 24947049075.10, 45.87%, 8392816869, 48.59%, 29440577056.10, 54.13%, 8880193584, 51.41%, 5963295794, 34.52%, 4361419516, 25.25%
_cthz, ginaw, ___dk, jusmq, boerp, xlfyv, 1.4976, 0.95, 54396756066.40, 24947049075.10, 45.86%, 8392816869, 48.59%, 29449706991.30, 54.14%, 8880193584, 51.41%, 5963295794, 34.52%, 4361419516, 25.25%
_cthz, gianw, __ksq, xulm_, boerp, jdfyv, 1.4973, 1.05, 53694669925.50, 25607437766.90, 47.69%, 8863221110, 51.31%, 28087232158.60, 52.31%, 8409789343, 48.69%, 5779115367, 33.46%, 4990811697, 28.89%
_cth_, gnaiw, zkxd_, _uomf, vresp, jlbyq, 1.4972, 0.95, 54592172580.30, 24977995069.30, 45.75%, 8425936093, 48.78%, 29614177511.00, 54.25%, 8847074360, 51.22%, 5979271934, 34.62%, 4255549468, 24.64%
xgnm_, daerb, zykl_, _psu_, ftioh, qcwvj, 1.4970, 1.06, 54542358026.70, 28571607325.80, 52.38%, 8877111157, 51.39%, 25970750700.90, 47.62%, 8395899296, 48.61%, 6067719093, 35.13%, 4222475919, 24.45%
_cthz, gianw, __ksj, qulm_, boerp, xdfvy, 1.4966, 1.06, 53723140962.70, 25702561699.20, 47.84%, 8885772310, 51.44%, 28020579263.50, 52.16%, 8387238143, 48.56%, 5782459702, 33.48%, 4963372246, 28.73%
_cthz, ginaw, ___dk, xusmq, boerp, jlfyv, 1.4965, 0.95, 54404331677.20, 24947049075.10, 45.85%, 8392816869, 48.59%, 29457282602.10, 54.15%, 8880193584, 51.41%, 5963295794, 34.52%, 4383545554, 25.38%
_cthz, ginaw, ___dk, juofq, mserp, xlyvb, 1.4951, 0.95, 54621414060.00, 24947049075.10, 45.67%, 8392816869, 48.59%, 29674364984.90, 54.33%, 8880193584, 51.41%, 5963295794, 34.52%, 4263659831, 24.68%
_cthz, ganiw, ___dk, juomq, fresp, xlybv, 1.4949, 0.95, 54317135160.60, 24912618035.30, 45.87%, 8392816869, 48.59%, 29404517125.30, 54.13%, 8880193584, 51.41%, 5963295794, 34.52%, 4486400564, 25.97%
_cthz, ginaw, ___dk, jusmq, boerp, xlfvy, 1.4947, 0.95, 54501938279.50, 24947049075.10, 45.77%, 8392816869, 48.59%, 29554889204.40, 54.23%, 8880193584, 51.41%, 5963295794, 34.52%, 4361419516, 25.25%
_lamb, dreny, zgxv_, _psu_, wtoih, jckfq, 1.4938, 1.07, 54639213355.30, 29304899495.40, 53.63%, 8934225578, 51.72%, 25334313859.90, 46.37%, 8338784875, 48.28%, 5994764861, 34.71%, 4203636052, 24.34%
_cth_, bsaiw, zkyl_, jmof_, prenu, qdgvx, 1.4929, 0.97, 54050371943.10, 25749130784.50, 47.64%, 8509287693, 49.26%, 28301241158.60, 52.36%, 8763722760, 50.74%, 5985527144, 34.65%, 4819181682, 27.90%
_cthz, gianw, ___sk, qulmj, boerp, xdfyv, 1.4925, 1.05, 53931461980.50, 25832666903.00, 47.90%, 8846011511, 51.21%, 28098795077.50, 52.10%, 8426998942, 48.79%, 5763493483, 33.37%, 4970875322, 28.78%
_cth_, lsaik, _ywbz, qundj, goerm, _pxvf, 1.4923, 0.97, 54595351331.60, 25641298584.50, 46.97%, 8509287693, 49.26%, 28954052747.10, 53.03%, 8763722760, 50.74%, 5985527144, 34.65%, 4441145736, 25.71%
_cthz, gianw, ___sk, julmq, boerp, xdfyv, 1.4922, 1.05, 53939937930.80, 25832666903.00, 47.89%, 8846011511, 51.21%, 28107271027.80, 52.11%, 8426998942, 48.79%, 5763493483, 33.37%, 4970875322, 28.78%
_cthz, gianw, ___sk, xulmq, boerp, jdfyv, 1.4913, 1.05, 53946811612.90, 25832666903.00, 47.89%, 8846011511, 51.21%, 28114144709.90, 52.11%, 8426998942, 48.79%, 5763493483, 33.37%, 4991883922, 28.90%
_cth_, bsaiw, _kylz, juofq, prenm, _dgvx, 1.4906, 0.97, 54082789765.60, 25785341829.00, 47.68%, 8509287693, 49.26%, 28297447936.60, 52.32%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
_cth_, bsaiw, zkyl_, juofq, prenm, xdgv_, 1.4905, 0.97, 54086172366.10, 25749130784.50, 47.61%, 8509287693, 49.26%, 28337041581.60, 52.39%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
_cth_, bsaiw, _kylz, quofj, prenm, _dgvx, 1.4902, 0.97, 54096740623.80, 25785341829.00, 47.67%, 8509287693, 49.26%, 28311398794.80, 52.33%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
_cskz, tniah, ___gq, vfdmw, breou, xlypj, 1.4898, 0.98, 55327504257.40, 25126148352.50, 45.41%, 8571097117, 49.62%, 30201355904.90, 54.59%, 8701913336, 50.38%, 5827446280, 33.74%, 4096592379, 23.72%
_cth_, bsaiw, _kylz, juofq, prenm, xdgv_, 1.4895, 0.97, 54122383410.60, 25785341829.00, 47.64%, 8509287693, 49.26%, 28337041581.60, 52.36%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
_cth_, bsaiw, zkyl_, juof_, prenm, qdgvx, 1.4893, 0.97, 54087712440.70, 25749130784.50, 47.61%, 8509287693, 49.26%, 28338581656.20, 52.39%, 8763722760, 50.74%, 5985527144, 34.65%, 4885407227, 28.28%
_cth_, bsaiw, _kylz, quofj, prenm, xdgv_, 1.4891, 0.97, 54136328387.30, 25785341829.00, 47.63%, 8509287693, 49.26%, 28350986558.30, 52.37%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
jfomw, urasp, kbylq, zcnd_, gteih, xv___, 1.4889, 0.96, 54803640278.50, 28187517226.10, 51.43%, 8443094114, 48.88%, 26616123052.40, 48.57%, 8829916339, 51.12%, 6004013174, 34.76%, 4325803615, 25.04%
_cth_, bsaiw, _kylz, juof_, prenm, qdgvx, 1.4883, 0.97, 54123923485.20, 25785341829.00, 47.64%, 8509287693, 49.26%, 28338581656.20, 52.36%, 8763722760, 50.74%, 5985527144, 34.65%, 4885407227, 28.28%
_cthz, bsaiw, _kyl_, juof_, prenm, qdgvx, 1.4883, 0.97, 54127155028.30, 25788573372.10, 47.64%, 8509287693, 49.26%, 28338581656.20, 52.36%, 8763722760, 50.74%, 5985527144, 34.65%, 4883426291, 28.27%
_cth_, bsaiw, zkyl_, quof_, prenm, jdgvx, 1.4879, 0.97, 54113864224.10, 25749130784.50, 47.58%, 8509287693, 49.26%, 28364733439.60, 52.42%, 8763722760, 50.74%, 5985527144, 34.65%, 4902618905, 28.38%
_cth_, bsaiw, _kylz, quof_, prenm, jdgvx, 1.4870, 0.97, 54150075268.60, 25785341829.00, 47.62%, 8509287693, 49.26%, 28364733439.60, 52.38%, 8763722760, 50.74%, 5985527144, 34.65%, 4902618905, 28.38%
_cthz, bsaiw, _kyl_, quof_, prenm, jdgvx, 1.4869, 0.97, 54153306811.70, 25788573372.10, 47.62%, 8509287693, 49.26%, 28364733439.60, 52.38%, 8763722760, 50.74%, 5985527144, 34.65%, 4900637969, 28.37%
_cskq, tianh, ___gj, vbdmz, freou, wlypx, 1.4855, 0.99, 55631843104.90, 25324550425.30, 45.52%, 8588621985, 49.72%, 30307292679.60, 54.48%, 8684388468, 50.28%, 5854985531, 33.90%, 3986774461, 23.08%
_cth_, bsaiw, _zylk, juofq, prenm, _dgvx, 1.4854, 0.97, 54271354935.70, 25973906999.10, 47.86%, 8509287693, 49.26%, 28297447936.60, 52.14%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
kmuvz, niaog, qbylf, jpch_, wtesr, xd___, 1.4851, 1.01, 55196145974.70, 28673789427.30, 51.95%, 8665780073, 50.17%, 26522356547.40, 48.05%, 8607230380, 49.83%, 6177303397, 35.76%, 4137402874, 23.95%
_cth_, bsaiw, _zylk, juofq, prenm, xdgv_, 1.4843, 0.97, 54310948580.70, 25973906999.10, 47.82%, 8509287693, 49.26%, 28337041581.60, 52.18%, 8763722760, 50.74%, 5985527144, 34.65%, 4854772777, 28.11%
_cskz, tniah, ___gj, vfowx, predu, qlybm, 1.4841, 0.99, 55636806763.70, 25227027732.60, 45.34%, 8593648317, 49.75%, 30409779031.10, 54.66%, 8679362136, 50.25%, 5830830825, 33.76%, 4031777730, 23.34%
_cskq, tnaih, ___gx, vbdmz, freou, wlypj, 1.4826, 0.99, 55718693347.20, 25348975775.80, 45.49%, 8581980410, 49.68%, 30369717571.40, 54.51%, 8691030043, 50.32%, 5851877410, 33.88%, 4000297192, 23.16%
_gdwk, itanh, ___cq, fmopj, vresu, xlybz, 1.4826, 0.94, 55812969088.20, 26125279351.60, 46.81%, 8387790537, 48.56%, 29687689736.60, 53.19%, 8885219916, 51.44%, 5989790588, 34.68%, 3738648000, 21.64%
