keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_jgfw,hteru,vmkcb,ydop_,linas,__xzq,hterulinas,1158.664800,16.51%,→001.41%,39.02%,←001.15%,58712753973.83,←001.37%,→001.68%,1.69,→001.94%,1.68,1.71,07.76% │ 10.07% │ 12.56% │ 11.08% │ 08.87%,08.73% │ 11.31% │ 12.19% │ 09.63% │ 07.79%,05.76% │ 11.63% │ 14.77% │ 12.04% │ 06.09%,05.97% │ 11.41% │ 15.24% │ 10.54% │ 06.55%,→000.30% │ ←004.54% │ ←002.97% │ →002.07% │ ←001.57%,25.17% │ 62.22% │ 12.62%,→060.14% │ ←000.12% │ ←1982.78%,50.34%,49.66%,50.29%,49.71%,29555899152.88,29156854820.95,8685841642,8587168811,6740213074,1415490281,1435784868,3503927229,3563759352
_xgfw,hteru,vmkcb,ydop_,linas,__jqz,hterulinas,1158.337049,16.64%,→001.02%,38.91%,←000.99%,58761356037.87,←001.10%,→001.43%,1.70,→001.68%,1.68,1.71,07.76% │ 10.09% │ 12.52% │ 11.08% │ 08.82%,08.73% │ 11.30% │ 12.30% │ 09.57% │ 07.84%,05.76% │ 11.59% │ 14.77% │ 12.04% │ 06.09%,05.97% │ 11.41% │ 15.28% │ 10.52% │ 06.58%,→000.99% │ ←005.47% │ ←001.82% │ →001.96% │ ←001.11%,25.18% │ 62.16% │ 12.66%,→060.26% │ →000.05% │ ←1836.74%,50.27%,49.73%,50.25%,49.75%,29540918845.21,29220437192.66,8679200067,8593810386,6721086169,1429944191,1444678261,3517875350,3568938136
_mpxf,lnead,wjgcq,vurb_,hotis,zyk__,sitohdaenl,1157.637186,17.45%,→000.17%,39.20%,←001.40%,57536785945.61,←001.00%,→000.84%,1.69,→001.52%,1.67,1.70,07.70% │ 09.22% │ 12.72% │ 11.53% │ 09.08%,08.70% │ 12.07% │ 12.11% │ 09.01% │ 07.87%,06.45% │ 09.21% │ 16.07% │ 12.04% │ 05.89%,06.11% │ 11.79% │ 16.17% │ 10.32% │ 05.96%,→002.14% │ ←002.34% │ ←005.01% │ →004.47% │ ←004.44%,22.78% │ 64.07% │ 13.15%,→036.57% │ →002.02% │ ←181.00%,50.25%,49.75%,50.35%,49.65%,28911321600.28,28625464345.33,8696407743,8576602710,6771883342,1505947089,1508545343,3503154507,3532861806
_jgfw,hteru,vmkcb,ydop_,linas,__xqz,hterulinas,1157.621769,16.51%,→001.41%,39.02%,←001.15%,58721941665.80,←001.34%,→001.68%,1.69,→001.94%,1.68,1.71,07.76% │ 10.07% │ 12.55% │ 11.08% │ 08.87%,08.73% │ 11.32% │ 12.19% │ 09.58% │ 07.84%,05.76% │ 11.63% │ 14.77% │ 12.04% │ 06.09%,05.97% │ 11.41% │ 15.24% │ 10.52% │ 06.58%,→001.01% │ ←005.07% │ ←002.96% │ →002.12% │ ←001.57%,25.16% │ 62.22% │ 12.62%,→060.14% │ ←000.10% │ ←1959.91%,50.33%,49.67%,50.29%,49.71%,29555899152.88,29166042512.92,8685841642,8587168811,6740213074,1415490281,1435784868,3503927229,3563759352
_mpjy,dneal,gzfcq,vurb_,hotis,xwk__,sitohlaend,1156.301964,17.45%,←001.64%,38.90%,←001.19%,57639131927.13,←000.08%,→001.73%,1.70,→002.02%,1.68,1.71,08.19% │ 09.05% │ 12.29% │ 11.35% │ 09.15%,08.96% │ 11.88% │ 12.14% │ 09.16% │ 07.84%,06.45% │ 09.21% │ 16.07% │ 12.03% │ 05.95%,06.07% │ 11.83% │ 16.30% │ 10.22% │ 05.87%,←004.39% │ →001.23% │ ←001.23% │ →004.48% │ ←002.14%,22.44% │ 64.11% │ 13.45%,→038.75% │ →004.19% │ ←204.85%,50.02%,49.98%,50.30%,49.70%,28830841660.01,28808290267.12,8687693775,8585316678,6718509364,1519183805,1494713581,3513803922,3575586369
_mpjf,lnead,wxgcq,vurb_,hotis,zyk__,sitohdaenl,1155.788478,17.50%,←000.43%,39.20%,←001.40%,57544317428.63,←001.02%,→000.84%,1.69,→001.52%,1.67,1.70,07.70% │ 09.19% │ 12.76% │ 11.53% │ 09.08%,08.69% │ 12.06% │ 12.11% │ 09.01% │ 07.87%,06.45% │ 09.21% │ 16.07% │ 12.04% │ 05.89%,06.11% │ 11.83% │ 16.17% │ 10.28% │ 05.96%,→002.14% │ ←001.98% │ ←005.35% │ →004.44% │ ←004.45%,22.82% │ 64.07% │ 13.11%,→036.26% │ →001.98% │ ←179.80%,50.25%,49.75%,50.35%,49.65%,28918853083.30,28625464345.33,8696407743,8576602710,6771883342,1515053081,1508545343,3503154507,3532861806
_mpjy,dneal,gqfcz,vurb_,hotis,xwk__,sitohlaend,1155.371482,17.45%,←001.64%,38.90%,←001.19%,57662504676.33,←000.16%,→001.73%,1.70,→002.02%,1.68,1.71,08.19% │ 09.01% │ 12.29% │ 11.36% │ 09.19%,08.95% │ 11.88% │ 12.13% │ 09.16% │ 07.84%,06.45% │ 09.21% │ 16.07% │ 12.03% │ 05.95%,06.10% │ 11.83% │ 16.30% │ 10.19% │ 05.87%,←004.39% │ →001.65% │ ←001.34% │ →004.36% │ ←002.69%,22.44% │ 64.11% │ 13.45%,→038.75% │ →004.10% │ ←205.18%,50.04%,49.96%,50.30%,49.70%,28854214409.21,28808290267.12,8687693775,8585316678,6718509364,1519183805,1494713581,3513803922,3575586369
_cmp_,lnead,bzkfy,_urg_,hotis,vwjxq,lneadhotis,1155.293558,17.87%,←001.45%,38.78%,←001.13%,57780945091.38,←000.36%,→002.20%,1.70,→002.32%,1.68,1.72,07.90% │ 09.97% │ 11.70% │ 11.98% │ 08.53%,08.71% │ 12.01% │ 11.35% │ 09.88% │ 07.96%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.03% │ 15.55% │ 09.83% │ 06.55%,→000.66% │ ←000.91% │ ←003.08% │ →000.22% │ →002.10%,22.02% │ 64.28% │ 13.70%,→027.72% │ →003.13% │ ←105.93%,50.09%,49.91%,50.28%,49.72%,28941772591.04,28839172500.34,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_mpzy,dneal,gjfcq,vurb_,hotis,xwk__,sitohlaend,1155.216067,17.45%,←001.61%,38.90%,←001.19%,57643871983.78,←000.09%,→001.73%,1.70,→002.02%,1.68,1.71,08.19% │ 09.17% │ 12.29% │ 11.24% │ 09.15%,08.95% │ 11.88% │ 12.14% │ 09.16% │ 07.84%,06.45% │ 09.21% │ 16.07% │ 12.03% │ 05.95%,06.07% │ 11.73% │ 16.30% │ 10.32% │ 05.87%,←004.39% │ ←000.07% │ ←001.25% │ →005.43% │ ←002.12%,22.33% │ 64.10% │ 13.56%,→039.54% │ →004.19% │ ←208.47%,50.02%,49.98%,50.30%,49.70%,28835581716.66,28808290267.12,8687693775,8585316678,6718509364,1518780035,1494713581,3513803922,3575586369
_mpjf,lnead,wzgcq,vurb_,hotis,xyk__,sitohdaenl,1155.180419,17.36%,→001.31%,39.32%,←001.14%,57556452371.47,←000.58%,→001.40%,1.68,→001.72%,1.67,1.70,07.70% │ 09.10% │ 12.74% │ 11.53% │ 09.08%,08.78% │ 12.05% │ 12.15% │ 09.01% │ 07.87%,06.45% │ 09.21% │ 16.07% │ 12.04% │ 05.95%,06.11% │ 11.83% │ 16.17% │ 10.22% │ 05.96%,→002.13% │ ←000.93% │ ←004.88% │ →004.34% │ ←003.46%,22.77% │ 64.13% │ 13.09%,→036.57% │ →001.99% │ ←170.75%,50.14%,49.86%,50.28%,49.72%,28861550732.59,28694901638.88,8685524450,8587486003,6792330552,1489313122,1509074968,3483120169,3532448934
_cmp_,lnead,bzkfy,_urg_,hotis,vwxjq,lneadhotis,1154.941653,17.87%,←001.45%,38.78%,←001.13%,57789726637.99,←000.33%,→002.20%,1.70,→002.32%,1.68,1.72,07.90% │ 09.97% │ 11.70% │ 11.98% │ 08.53%,08.71% │ 12.01% │ 11.32% │ 09.91% │ 07.96%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.03% │ 15.52% │ 09.87% │ 06.55%,→000.66% │ ←000.57% │ ←003.31% │ →000.28% │ →002.10%,22.01% │ 64.29% │ 13.70%,→027.72% │ →003.17% │ ←105.73%,50.08%,49.92%,50.28%,49.72%,28941772591.04,28847954046.95,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_cmp_,lnead,bzkfy,_urg_,hitos,vwxjq,lneadhitos,1154.858155,17.87%,←001.45%,38.78%,←001.13%,57599907341.79,←000.99%,→002.20%,1.70,→002.32%,1.68,1.72,07.93% │ 10.00% │ 11.74% │ 12.02% │ 08.56%,08.74% │ 12.40% │ 11.29% │ 09.44% │ 07.88%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.52% │ 09.84% │ 06.55%,←000.64% │ ←005.92% │ ←003.99% │ →003.07% │ →002.14%,22.11% │ 64.23% │ 13.67%,→027.86% │ →002.36% │ ←109.53%,50.25%,49.75%,50.28%,49.72%,28941772591.04,28658134750.75,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_xgmb,hteru,vfkcw,ydop_,lanis,__jzq,hterulanis,1154.839664,16.67%,→000.65%,38.91%,←000.99%,58942470552.85,←001.22%,→001.43%,1.70,→001.68%,1.68,1.71,07.75% │ 09.45% │ 12.62% │ 11.69% │ 08.79%,08.73% │ 11.42% │ 12.49% │ 09.28% │ 07.77%,05.76% │ 11.17% │ 14.77% │ 12.46% │ 06.09%,05.97% │ 12.09% │ 15.28% │ 09.86% │ 06.55%,→000.30% │ ←001.89% │ ←001.06% │ ←002.31% │ ←000.65%,25.85% │ 62.13% │ 12.01%,→057.00% │ ←000.40% │ ←1754.16%,50.30%,49.70%,50.25%,49.75%,29649625492.35,29292845060.50,8679200067,8593810386,6721086169,1435312259,1444678261,3517875350,3568938136
_cmp_,lnead,bqkfy,_urg_,hitos,vwxjz,lneadhitos,1154.739758,17.71%,←001.79%,38.86%,←001.02%,57529609241.54,←000.82%,→002.53%,1.70,→002.46%,1.68,1.72,07.94% │ 09.98% │ 11.71% │ 12.02% │ 08.56%,08.76% │ 12.33% │ 11.30% │ 09.47% │ 07.94%,05.89% │ 10.92% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.52% │ 09.84% │ 06.58%,→000.08% │ ←005.39% │ ←003.60% │ →002.51% │ →002.19%,22.03% │ 64.27% │ 13.70%,→027.25% │ →002.65% │ ←106.09%,50.20%,49.80%,50.25%,49.75%,28882683245.28,28646925996.26,8680173623,8592836830,6712099772,1542881444,1515771619,3502402736,3593397147
_mpxf,lnead,wjgcq,vusb_,hotir,zyk__,ritohdaenl,1154.686416,17.47%,→000.38%,39.20%,←001.40%,57743114583.37,←000.28%,→000.84%,1.69,→001.52%,1.67,1.70,07.67% │ 09.19% │ 12.67% │ 11.49% │ 09.05%,08.68% │ 11.98% │ 12.41% │ 09.04% │ 07.82%,06.53% │ 09.21% │ 15.99% │ 12.04% │ 05.89%,06.11% │ 11.79% │ 16.17% │ 10.32% │ 05.96%,→001.81% │ ←001.63% │ ←002.09% │ →004.15% │ ←004.26%,22.85% │ 64.08% │ 13.07%,→037.24% │ →002.76% │ ←183.94%,50.07%,49.93%,50.35%,49.65%,28911321600.28,28831792983.09,8696407743,8576602710,6771883342,1505947089,1511726294,3503154507,3532861806
_xfmb,hteru,vgkcw,ydop_,lanis,__qjz,hterulanis,1154.168576,16.68%,→000.59%,38.91%,←000.99%,58947706888.89,←001.16%,→001.43%,1.70,→001.68%,1.68,1.71,07.85% │ 09.33% │ 12.64% │ 11.68% │ 08.80%,08.73% │ 11.44% │ 12.33% │ 09.38% │ 07.83%,05.76% │ 11.04% │ 14.90% │ 12.46% │ 06.09%,05.97% │ 12.09% │ 15.15% │ 09.96% │ 06.58%,←000.23% │ →000.60% │ ←002.48% │ ←002.14% │ ←000.70%,25.88% │ 62.18% │ 11.94%,→056.75% │ ←000.45% │ ←1716.84%,50.29%,49.71%,50.25%,49.75%,29643306614.88,29304400274.01,8679200067,8593810386,6721086169,1436220517,1444678261,3517875350,3568938136
_yplc,roenf,__wkj,zbdg_,hitas,vmuxq,roenfhitas,1154.135382,16.32%,→000.06%,39.99%,→000.61%,58210567076.51,→001.30%,←001.04%,1.67,←001.10%,1.67,1.66,08.08% │ 09.79% │ 11.73% │ 11.43% │ 08.65%,08.67% │ 11.75% │ 11.83% │ 10.16% │ 07.93%,06.53% │ 09.26% │ 15.81% │ 12.50% │ 05.74%,05.89% │ 11.81% │ 15.40% │ 10.51% │ 06.55%,←001.89% │ →003.66% │ →000.84% │ →002.68% │ →000.19%,23.35% │ 64.11% │ 12.54%,←075.57% │ →004.55% │ →061.48%,49.67%,50.33%,49.85%,50.15%,28915330917.83,29295236158.68,8610183845,8662826608,6906854194,1408740713,1409616739,3468393205,3432652256
_cmp_,lnead,bqkfy,_urg_,hitos,vwjxz,lneadhitos,1154.119735,17.71%,←001.79%,38.86%,←001.02%,57512733983.26,←000.88%,→002.53%,1.70,→002.46%,1.68,1.72,07.94% │ 09.98% │ 11.71% │ 12.02% │ 08.57%,08.76% │ 12.33% │ 11.33% │ 09.41% │ 07.95%,05.89% │ 10.92% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.06% │ 15.55% │ 09.80% │ 06.58%,→000.08% │ ←006.03% │ ←003.36% │ →002.53% │ →002.19%,22.03% │ 64.27% │ 13.70%,→027.25% │ →002.57% │ ←106.29%,50.22%,49.78%,50.25%,49.75%,28882683245.28,28630050737.98,8680173623,8592836830,6712099772,1542881444,1515771619,3502402736,3593397147
_yplc,roenf,__wkj,xbdg_,hitas,vmuzq,roenfhitas,1153.946715,16.32%,→000.15%,39.99%,→000.61%,58223919001.62,→001.34%,←001.04%,1.67,←001.10%,1.67,1.66,08.07% │ 09.78% │ 11.73% │ 11.43% │ 08.65%,08.73% │ 11.75% │ 11.84% │ 10.09% │ 07.92%,06.53% │ 09.26% │ 15.81% │ 12.50% │ 05.74%,05.95% │ 11.81% │ 15.40% │ 10.45% │ 06.55%,←001.89% │ →003.06% │ →000.96% │ →002.71% │ →000.96%,23.42% │ 64.11% │ 12.48%,←074.18% │ →004.59% │ →061.22%,49.66%,50.34%,49.85%,50.15%,28915330917.83,29308588083.79,8610183845,8662826608,6906854194,1408740713,1410790869,3468393205,3432652256
_yplc,roenf,__wkj,vbmg_,hitas,xudqz,roenfhitas,1153.889137,16.17%,←001.73%,39.99%,→000.61%,58155836628.89,→001.11%,←001.04%,1.67,←001.10%,1.67,1.66,08.08% │ 09.80% │ 11.74% │ 11.44% │ 08.66%,08.79% │ 12.17% │ 11.38% │ 10.05% │ 07.88%,06.53% │ 09.26% │ 15.81% │ 12.50% │ 05.74%,05.95% │ 11.99% │ 15.22% │ 10.42% │ 06.58%,←002.52% │ →002.57% │ ←003.14% │ →005.95% │ →001.51%,23.86% │ 63.93% │ 12.22%,←066.18% │ →003.85% │ →060.00%,49.72%,50.28%,49.85%,50.15%,28915330917.83,29240505711.06,8610183845,8662826608,6906854194,1408740713,1384744771,3468393205,3432652256
_cmp_,lnead,bzkfy,_urg_,hotis,vwjqx,lneadhotis,1153.734452,17.87%,←001.45%,38.78%,←001.13%,57786222955.63,←000.34%,→002.20%,1.70,→002.32%,1.68,1.72,07.90% │ 09.97% │ 11.70% │ 11.98% │ 08.53%,08.71% │ 11.98% │ 11.36% │ 09.77% │ 08.09%,05.89% │ 10.95% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.03% │ 15.55% │ 09.74% │ 06.64%,→002.33% │ ←002.06% │ ←002.98% │ ←000.00% │ →002.11%,21.99% │ 64.29% │ 13.72%,→027.57% │ →003.17% │ ←104.86%,50.08%,49.92%,50.28%,49.72%,28941772591.04,28844450364.59,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_xgmb,hteru,vfkcw,ydop_,lanis,__qzj,hterulanis,1153.543173,16.67%,→000.65%,38.91%,←000.99%,58980307614.73,←001.09%,→001.43%,1.70,→001.68%,1.68,1.71,07.75% │ 09.45% │ 12.61% │ 11.68% │ 08.79%,08.73% │ 11.44% │ 12.33% │ 09.27% │ 07.96%,05.76% │ 11.17% │ 14.77% │ 12.46% │ 06.09%,05.97% │ 12.09% │ 15.15% │ 09.86% │ 06.68%,→002.68% │ ←001.86% │ ←002.29% │ ←002.12% │ ←000.65%,25.84% │ 62.12% │ 12.05%,→057.00% │ ←000.32% │ ←1640.68%,50.27%,49.73%,50.25%,49.75%,29649625492.35,29330682122.38,8679200067,8593810386,6721086169,1435312259,1444678261,3517875350,3568938136
_mpjf,lnead,wxgcq,vusb_,hotir,zyk__,ritohdaenl,1153.098663,17.52%,←000.22%,39.20%,←001.40%,57750646066.39,←000.30%,→000.84%,1.69,→001.52%,1.67,1.70,07.67% │ 09.15% │ 12.71% │ 11.49% │ 09.05%,08.68% │ 11.98% │ 12.41% │ 09.04% │ 07.81%,06.53% │ 09.21% │ 15.99% │ 12.04% │ 05.89%,06.11% │ 11.83% │ 16.17% │ 10.28% │ 05.96%,→001.81% │ ←001.27% │ ←002.42% │ →004.12% │ ←004.27%,22.89% │ 64.09% │ 13.03%,→036.94% │ →002.72% │ ←182.72%,50.08%,49.92%,50.35%,49.65%,28918853083.30,28831792983.09,8696407743,8576602710,6771883342,1515053081,1511726294,3503154507,3532861806
_cmdb,rneag,__jqf,xylw_,hitos,vupkz,rneaghitos,1153.094267,18.50%,←001.35%,38.06%,←000.80%,58199654148.81,←001.07%,←001.36%,1.72,←000.40%,1.72,1.72,08.03% │ 09.91% │ 11.21% │ 12.34% │ 08.76%,08.84% │ 11.94% │ 11.36% │ 09.81% │ 07.79%,06.53% │ 10.82% │ 14.80% │ 12.19% │ 05.86%,05.95% │ 12.07% │ 15.21% │ 10.00% │ 06.58%,←003.12% │ ←000.99% │ →001.25% │ ←003.42% │ →000.82%,23.46% │ 63.81% │ 12.72%,←064.82% │ ←000.49% │ →059.32%,50.27%,49.73%,50.20%,49.80%,29254989828.29,28944664320.52,8670958189,8602052264,6573348563,1608433749,1587055055,3641631625,3592919467
_xfmb,hteru,vgkcw,ydop_,lains,__qjz,hterulains,1153.056895,16.68%,→000.59%,38.91%,←000.99%,58696717576.12,←002.03%,→001.43%,1.70,→001.68%,1.68,1.71,07.88% │ 09.37% │ 12.69% │ 11.73% │ 08.83%,08.76% │ 11.63% │ 11.90% │ 09.37% │ 07.83%,05.76% │ 11.04% │ 14.90% │ 12.46% │ 06.09%,05.97% │ 12.09% │ 15.25% │ 09.87% │ 06.58%,←000.59% │ →000.05% │ ←006.65% │ ←000.85% │ ←000.83%,26.10% │ 61.91% │ 11.99%,→057.01% │ ←002.21% │ ←1713.80%,50.50%,49.50%,50.25%,49.75%,29643306614.88,29053410961.24,8679200067,8593810386,6721086169,1436220517,1444678261,3517875350,3568938136
_cmdb,rneag,__zqf,xylw_,hitos,vupkj,rneaghitos,1153.035572,18.47%,←001.23%,38.01%,←000.39%,58261254183.73,←000.37%,←001.05%,1.72,←000.47%,1.73,1.72,08.02% │ 09.90% │ 11.09% │ 12.32% │ 08.75%,08.82% │ 11.96% │ 11.34% │ 09.87% │ 07.91%,06.53% │ 10.82% │ 14.70% │ 12.19% │ 05.86%,05.95% │ 12.07% │ 15.21% │ 10.00% │ 06.68%,←001.40% │ ←000.30% │ →002.20% │ ←003.03% │ →000.79%,23.43% │ 63.80% │ 12.77%,←064.92% │ ←000.29% │ →061.37%,50.09%,49.91%,50.10%,49.90%,29184305343.63,29076948840.10,8653433321,8619577132,6565244066,1605068019,1585638669,3640257809,3602397780
_umdf,rneag,__xzw,qylb_,hitos,vcpkj,rneaghitos,1152.971436,17.48%,←000.39%,38.35%,→001.14%,58340851001.73,→001.78%,←000.15%,1.71,←000.93%,1.72,1.70,08.12% │ 09.65% │ 10.50% │ 12.44% │ 08.83%,08.87% │ 12.57% │ 11.16% │ 10.07% │ 07.79%,06.53% │ 10.27% │ 14.76% │ 12.22% │ 05.93%,05.86% │ 12.62% │ 15.21% │ 09.93% │ 06.68%,←004.28% │ →004.15% │ →005.86% │ →001.00% │ →000.36%,23.16% │ 64.15% │ 12.69%,←072.32% │ →000.80% │ →069.71%,49.55%,50.45%,49.71%,50.29%,28909131787.37,29431719214.36,8586802574,8686207879,6623386584,1512348766,1506511281,3594978086,3589534985
_mpxy,dneal,gjfcq,vusb_,hotir,zwk__,ritohlaend,1152.875807,17.68%,←001.08%,38.78%,←001.45%,57826262256.61,→000.23%,→001.18%,1.70,→001.82%,1.68,1.72,08.16% │ 09.14% │ 12.22% │ 11.31% │ 09.12%,08.86% │ 11.84% │ 12.36% │ 09.19% │ 07.81%,06.53% │ 09.21% │ 15.99% │ 12.03% │ 05.89%,06.07% │ 11.79% │ 16.30% │ 10.32% │ 05.87%,←004.51% │ →000.54% │ →001.16% │ →004.49% │ ←002.89%,22.48% │ 64.08% │ 13.44%,→039.25% │ →004.98% │ ←217.72%,49.94%,50.06%,50.36%,49.64%,28879662098.76,28946600157.85,8698577068,8574433385,6698717216,1534950378,1518573396,3533510729,3575671710
_mgxp,lnead,wjfcq,vusb_,hotir,zyk__,ritohdaenl,1152.004190,17.47%,→000.43%,39.20%,←001.40%,57891818694.20,←000.79%,→000.84%,1.69,→001.52%,1.67,1.70,07.74% │ 09.15% │ 12.64% │ 11.60% │ 09.07%,08.66% │ 11.95% │ 12.38% │ 09.02% │ 07.80%,06.53% │ 09.21% │ 15.99% │ 12.04% │ 05.89%,06.07% │ 11.79% │ 16.21% │ 10.32% │ 05.96%,→000.75% │ ←001.44% │ ←002.09% │ →002.94% │ ←004.79%,23.05% │ 64.17% │ 12.78%,→035.40% │ →001.97% │ ←176.40%,50.20%,49.80%,50.35%,49.65%,29060025711.11,28831792983.09,8696407743,8576602710,6771883342,1505202601,1511726294,3503154507,3532861806
_mpxy,dneal,fjgcq,vusb_,hotir,zwk__,ritohlaend,1151.198765,17.68%,←001.08%,38.78%,←001.45%,57905850051.00,←000.04%,→001.18%,1.70,→001.82%,1.68,1.72,08.09% │ 09.10% │ 12.45% │ 11.27% │ 09.10%,08.85% │ 11.82% │ 12.35% │ 09.17% │ 07.80%,06.53% │ 09.21% │ 15.99% │ 12.03% │ 05.89%,06.07% │ 11.79% │ 16.17% │ 10.32% │ 06.01%,←003.75% │ →000.77% │ ←000.80% │ →004.65% │ ←002.83%,22.44% │ 63.93% │ 13.62%,→039.28% │ →005.15% │ ←223.89%,50.01%,49.99%,50.36%,49.64%,28959249893.15,28946600157.85,8698577068,8574433385,6698717216,1534950378,1518573396,3533510729,3575671710
_cmp_,dneal,yzkfb,_urg_,hotis,vwxjq,dnealhotis,1151.171665,17.87%,←001.45%,38.78%,←001.13%,57980649556.09,←000.99%,→002.20%,1.70,→002.32%,1.68,1.72,07.80% │ 09.94% │ 11.68% │ 12.20% │ 08.63%,08.68% │ 11.98% │ 11.29% │ 09.88% │ 07.93%,05.53% │ 10.95% │ 15.32% │ 12.60% │ 05.89%,05.76% │ 12.03% │ 15.52% │ 09.87% │ 06.55%,→001.65% │ ←000.58% │ ←003.49% │ ←001.90% │ →000.64%,21.94% │ 64.34% │ 13.72%,→027.71% │ →002.36% │ ←107.20%,50.25%,49.75%,50.28%,49.72%,29132695509.14,28847954046.95,8685199955,8587810498,6697927748,1554030259,1531833844,3515357763,3594614144
_yklc,roeng,__fwj,vpmb_,hitas,zudxq,roenghitas,1151.025987,16.40%,←002.11%,39.53%,→000.99%,58506004515.98,→001.09%,←000.05%,1.68,←000.71%,1.68,1.67,08.02% │ 09.66% │ 11.25% │ 12.29% │ 08.51%,08.60% │ 12.82% │ 11.37% │ 09.70% │ 07.78%,06.53% │ 09.26% │ 14.90% │ 13.45% │ 05.61%,05.89% │ 12.51% │ 15.22% │ 10.08% │ 06.55%,←003.10% │ →000.45% │ →001.08% │ →004.16% │ →001.08%,22.83% │ 63.41% │ 13.76%,←050.10% │ →004.75% │ →041.29%,49.72%,50.28%,49.75%,50.25%,29092079350.30,29413925165.68,8593697566,8679312887,6828840720,1431573518,1401989640,3490368628,3488690307
_mpjy,dneal,gxfcq,vusb_,hotir,zwk__,ritohlaend,1150.825187,17.73%,←001.66%,38.78%,←001.45%,57833043606.98,→000.21%,→001.18%,1.70,→001.82%,1.68,1.72,08.16% │ 09.10% │ 12.26% │ 11.31% │ 09.11%,08.86% │ 11.84% │ 12.36% │ 09.19% │ 07.81%,06.53% │ 09.21% │ 15.99% │ 12.03% │ 05.89%,06.07% │ 11.83% │ 16.30% │ 10.28% │ 05.87%,←004.51% │ →000.90% │ →000.83% │ →004.46% │ ←002.90%,22.52% │ 64.08% │ 13.40%,→038.94% │ →004.94% │ ←216.42%,49.95%,50.05%,50.36%,49.64%,28886443449.13,28946600157.85,8698577068,8574433385,6698717216,1543766834,1518573396,3533510729,3575671710
_mpxy,dneal,gjfcq,burw_,hitos,zvk__,sotihlaend,1150.702264,17.59%,←002.10%,38.78%,←001.45%,57695130831.51,←000.22%,→001.18%,1.70,→001.82%,1.68,1.72,08.18% │ 09.16% │ 12.25% │ 11.33% │ 09.14%,09.52% │ 11.70% │ 12.07% │ 08.90% │ 07.75%,06.45% │ 09.25% │ 16.07% │ 11.44% │ 06.43%,06.07% │ 11.79% │ 16.30% │ 10.32% │ 05.87%,←005.57% │ ←002.87% │ ←001.52% │ →003.17% │ →004.08%,23.56% │ 63.61% │ 12.83%,→043.40% │ →003.16% │ ←296.20%,50.06%,49.94%,50.36%,49.64%,28879662098.76,28815468732.75,8698577068,8574433385,6698717216,1534950378,1503365466,3533510729,3575671710
_yklc,roeng,__fwj,vpmb_,hitas,qudxz,roenghitas,1150.690111,16.40%,←002.11%,39.53%,→000.99%,58505543761.57,→001.09%,←000.05%,1.68,←000.71%,1.68,1.67,08.02% │ 09.66% │ 11.25% │ 12.29% │ 08.51%,08.53% │ 12.83% │ 11.37% │ 09.71% │ 07.84%,06.53% │ 09.26% │ 14.90% │ 13.45% │ 05.61%,05.86% │ 12.51% │ 15.22% │ 10.08% │ 06.58%,←002.38% │ →000.47% │ →001.08% │ →004.24% │ →000.29%,22.83% │ 63.41% │ 13.76%,←050.10% │ →004.75% │ →041.29%,49.73%,50.27%,49.75%,50.25%,29092079350.30,29413464411.27,8593697566,8679312887,6828840720,1431573518,1401989640,3490368628,3488690307
_cmp_,lnead,bjkfy,_usg_,hotir,vwxzq,lneadhotir,1150.473871,17.91%,←001.00%,38.83%,←001.55%,57968825006.60,←000.22%,→001.91%,1.70,→002.39%,1.68,1.72,07.88% │ 10.06% │ 11.66% │ 11.96% │ 08.50%,08.67% │ 11.86% │ 11.55% │ 09.89% │ 07.97%,05.89% │ 11.05% │ 15.32% │ 12.60% │ 05.53%,05.76% │ 12.03% │ 15.43% │ 09.77% │ 06.63%,→001.12% │ ←001.73% │ ←000.89% │ ←000.83% │ →001.99%,21.96% │ 64.37% │ 13.67%,→027.83% │ →003.96% │ ←113.97%,50.06%,49.94%,50.38%,49.62%,29016515569.15,28952309437.45,8702724823,8570285630,6707198011,1554665139,1539271907,3516148696,3584552948
