keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_xpmv,rtehu,qgwcf,ylab_,doins,__zkj,rtehudoins,1144.321267,16.57%,←001.11%,38.70%,←000.51%,58649832289.00,←002.56%,→001.37%,1.70,→001.32%,1.69,1.71,08.37% │ 09.62% │ 12.70% │ 11.24% │ 08.71%,08.17% │ 10.92% │ 12.60% │ 09.51% │ 08.17%,06.63% │ 11.04% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.83% │ 15.99% │ 09.86% │ 06.68%,←002.49% │ ←001.13% │ ←000.77% │ ←002.92% │ ←006.61%,24.81% │ 61.98% │ 13.21%,→059.64% │ ←005.81% │ ←637.33%,50.63%,49.37%,50.13%,49.87%,29696044015.08,28953788273.92,8658419367,8614591086,6685081346,1439236008,1423387216,3536807322,3586010987
_qpmv,rtehu,zgwcf,ylab_,doins,__xkj,rtehudoins,1144.290812,16.37%,←000.21%,38.91%,←000.26%,58595078261.05,←002.20%,→001.92%,1.70,→001.52%,1.68,1.71,08.42% │ 09.46% │ 12.74% │ 11.24% │ 08.69%,08.17% │ 10.93% │ 12.66% │ 09.52% │ 08.18%,06.66% │ 10.95% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.83% │ 16.05% │ 09.86% │ 06.68%,←003.00% │ →000.64% │ ←000.61% │ ←002.88% │ ←006.28%,24.68% │ 62.02% │ 13.31%,→060.42% │ ←005.73% │ ←615.71%,50.55%,49.45%,50.06%,49.94%,29616889529.95,28978188731.10,8647536074,8625474379,6721593136,1415502317,1412478585,3508740694,3577565825
_zpmv,rtehu,qgwcf,ylab_,doins,__xkj,rtehudoins,1144.265089,16.37%,←000.18%,38.91%,←000.26%,58599767267.85,←002.22%,→001.92%,1.70,→001.52%,1.68,1.71,08.38% │ 09.49% │ 12.73% │ 11.24% │ 08.71%,08.17% │ 10.93% │ 12.66% │ 09.52% │ 08.18%,06.63% │ 10.97% │ 15.81% │ 10.61% │ 06.04%,05.53% │ 11.83% │ 16.05% │ 09.86% │ 06.68%,←002.49% │ →000.31% │ ←000.56% │ ←002.87% │ ←006.60%,24.70% │ 62.03% │ 13.26%,→060.25% │ ←005.79% │ ←613.21%,50.55%,49.45%,50.06%,49.94%,29621578536.75,28978188731.10,8647536074,8625474379,6721593136,1415070491,1412478585,3508740694,3577565825
_wpfv,daenl,gjbcq,kyru_,htios,zmx__,daenlhtios,1144.217380,17.68%,←001.76%,39.16%,←001.00%,57542448135.74,←000.25%,→001.76%,1.69,→001.89%,1.67,1.70,08.12% │ 10.09% │ 12.31% │ 11.54% │ 08.01%,08.21% │ 11.85% │ 11.43% │ 10.55% │ 07.89%,05.87% │ 10.19% │ 15.74% │ 13.00% │ 05.44%,05.55% │ 13.10% │ 14.31% │ 10.34% │ 06.45%,←002.93% │ →004.41% │ ←007.67% │ →002.64% │ →002.49%,22.18% │ 64.57% │ 13.25%,→039.21% │ →001.52% │ ←167.05%,50.06%,49.94%,50.25%,49.75%,28807340526.09,28735107609.65,8679373895,8593636558,6764001148,1539997054,1513306414,3490637539,3553260968
_zcgf,lnead,wmxpq,vusb_,hitor,jyk__,lneadhitor,1144.175677,17.61%,→001.92%,39.14%,←000.99%,57725611858.43,←000.25%,→001.14%,1.69,→001.46%,1.68,1.70,07.67% │ 09.21% │ 11.33% │ 12.80% │ 09.05%,08.82% │ 12.33% │ 12.09% │ 08.75% │ 07.94%,05.96% │ 10.22% │ 15.49% │ 12.47% │ 06.11%,05.99% │ 12.07% │ 15.99% │ 09.18% │ 06.53%,→003.38% │ ←005.23% │ →006.28% │ ←003.77% │ ←002.63%,23.66% │ 64.02% │ 12.31%,→030.58% │ →002.65% │ ←149.03%,50.06%,49.94%,50.25%,49.75%,28899371599.97,28826240258.46,8678882875,8594127578,6761192255,1506106849,1535656839,3503073986,3543633414
_fwcz,daenl,gqbpv,kysu_,htior,jmx__,daenlhtior,1143.650434,17.90%,→000.69%,39.11%,←000.59%,57831953075.24,→000.32%,→002.06%,1.69,→001.83%,1.67,1.71,08.08% │ 10.36% │ 11.80% │ 11.66% │ 08.01%,08.32% │ 11.79% │ 11.41% │ 10.67% │ 07.89%,05.87% │ 10.56% │ 15.28% │ 12.96% │ 05.47%,05.66% │ 13.10% │ 14.23% │ 10.34% │ 06.53%,←002.37% │ →002.85% │ ←003.40% │ →001.06% │ →003.69%,22.51% │ 64.19% │ 13.30%,→039.14% │ →001.71% │ ←158.13%,49.92%,50.08%,50.15%,49.85%,28869967191.43,28961985883.81,8661849027,8611161426,6755731883,1540619386,1551279854,3489346107,3562821665
_gpfz,daenl,yjbcv,kwsu_,htior,qmx__,daenlhtior,1142.927069,18.43%,→002.03%,38.46%,←001.17%,57611155136.30,→001.63%,→001.75%,1.71,→002.05%,1.69,1.73,07.66% │ 10.39% │ 12.07% │ 11.48% │ 07.99%,08.34% │ 11.63% │ 11.79% │ 10.71% │ 07.93%,05.53% │ 10.55% │ 15.74% │ 13.00% │ 05.47%,05.53% │ 13.09% │ 14.23% │ 10.34% │ 06.53%,→003.47% │ →003.00% │ ←002.35% │ →001.33% │ →004.14%,21.39% │ 64.33% │ 14.28%,→046.08% │ →005.02% │ ←205.75%,49.59%,50.41%,50.29%,49.71%,28569594265.53,29041560870.77,8686569552,8586440901,6643457822,1575180998,1607876555,3550551376,3613890457
_xpmv,rtehu,qfwcg,ylab_,donis,__jkz,rtehudonis,1142.549634,16.57%,←001.11%,38.70%,←000.51%,59091319823.95,←001.42%,→001.37%,1.70,→001.32%,1.69,1.71,08.31% │ 09.60% │ 12.65% │ 11.26% │ 08.53%,08.05% │ 11.02% │ 13.06% │ 09.52% │ 08.00%,06.63% │ 11.17% │ 15.81% │ 10.61% │ 05.91%,05.53% │ 11.83% │ 15.99% │ 09.95% │ 06.58%,←003.92% │ ←000.78% │ →003.13% │ ←002.25% │ ←005.91%,24.68% │ 62.32% │ 13.00%,→059.76% │ ←004.17% │ ←652.37%,50.35%,49.65%,50.13%,49.87%,29753280597.89,29338039226.06,8658419367,8614591086,6685081346,1439236008,1423387216,3536807322,3586010987
_qmup,daenl,ywvfz,bcrg_,hitos,jkx__,daenlhitos,1142.100493,16.94%,←000.49%,39.49%,←000.94%,58063542739.70,←000.97%,←000.78%,1.68,→000.11%,1.68,1.68,07.59% │ 09.79% │ 11.76% │ 11.43% │ 09.66%,09.85% │ 11.56% │ 11.24% │ 09.62% │ 07.49%,05.53% │ 10.06% │ 15.65% │ 12.45% │ 06.54%,06.53% │ 11.66% │ 15.52% │ 09.61% │ 06.45%,←001.31% │ ←001.81% │ ←004.70% │ →001.18% │ →001.84%,25.24% │ 64.11% │ 10.65%,→037.85% │ →003.04% │ ←448.38%,50.24%,49.76%,50.23%,49.77%,29172009138.72,28891533600.98,8676983603,8596026850,6820602072,1466979250,1459780978,3507260937,3480036646
_qpug,rtehm,zfwcv,ylob_,dains,__jkx,rtehmdains,1142.059778,16.66%,←000.47%,38.91%,←000.26%,58655620991.72,←001.79%,→001.92%,1.70,→001.52%,1.68,1.71,08.40% │ 09.48% │ 12.71% │ 11.80% │ 08.06%,08.21% │ 11.88% │ 12.10% │ 09.40% │ 07.96%,06.66% │ 11.08% │ 15.81% │ 10.79% │ 05.73%,05.53% │ 12.54% │ 15.38% │ 09.86% │ 06.64%,←005.63% │ ←000.79% │ ←005.00% │ →000.71% │ →001.87%,26.67% │ 61.58% │ 11.75%,→049.74% │ ←003.85% │ ←536.34%,50.44%,49.56%,50.06%,49.94%,29588430790.89,29067190200.83,8647536074,8625474379,6721593136,1442510562,1435819047,3508740694,3577565825
_xpmw,rtehu,qgfcv,ylab_,donis,__jkz,rtehudonis,1141.543290,16.58%,←001.17%,38.70%,←000.51%,58957919122.85,←000.96%,→001.37%,1.70,→001.32%,1.69,1.71,08.30% │ 09.55% │ 13.13% │ 11.35% │ 07.92%,08.07% │ 11.04% │ 13.09% │ 09.54% │ 08.01%,06.63% │ 11.04% │ 16.30% │ 10.61% │ 05.55%,05.53% │ 11.83% │ 15.99% │ 09.95% │ 06.58%,←003.56% │ ←000.03% │ ←000.26% │ ←002.78% │ →001.88%,25.59% │ 62.34% │ 12.07%,→054.95% │ ←003.80% │ ←589.28%,50.24%,49.76%,50.13%,49.87%,29619879896.79,29338039226.06,8658419367,8614591086,6685081346,1440042832,1423387216,3536807322,3586010987
_wpfv,daenl,gjbcq,kyru_,htios,xmz__,daenlhtios,1141.457255,17.68%,←001.76%,39.16%,←001.00%,57569272609.67,←000.16%,→001.76%,1.69,→001.89%,1.67,1.70,08.12% │ 10.08% │ 12.30% │ 11.53% │ 08.00%,08.29% │ 11.87% │ 11.37% │ 10.55% │ 07.89%,05.87% │ 10.19% │ 15.74% │ 13.00% │ 05.44%,05.62% │ 13.10% │ 14.24% │ 10.34% │ 06.45%,←002.93% │ →004.40% │ ←008.24% │ →002.82% │ →003.50%,22.17% │ 64.56% │ 13.27%,→039.21% │ →001.59% │ ←165.16%,50.04%,49.96%,50.25%,49.75%,28807340526.09,28761932083.58,8679373895,8593636558,6764001148,1539997054,1513306414,3490637539,3553260968
_umpy,lnead,wjvfq,kbrg_,hoits,zcx__,lneadhoits,1141.429532,17.33%,→000.08%,39.43%,←001.35%,58328213985.50,←000.62%,←001.09%,1.68,→000.17%,1.68,1.68,07.72% │ 10.01% │ 11.82% │ 11.98% │ 08.64%,08.69% │ 12.30% │ 11.62% │ 09.69% │ 07.54%,05.96% │ 10.50% │ 15.65% │ 12.60% │ 05.63%,05.55% │ 12.51% │ 14.31% │ 10.85% │ 06.45%,←002.37% │ ←003.24% │ ←001.70% │ →002.64% │ →000.67%,23.60% │ 65.37% │ 11.03%,→002.46% │ →005.86% │ ←060.95%,50.15%,49.85%,50.34%,49.66%,29253776821.19,29074437164.31,8694508471,8578501982,6810146281,1496062206,1497323442,3517914897,3479838477
_xpmv,rtehu,qgfcw,ylab_,donis,__jkz,rtehudonis,1141.246118,16.57%,←001.11%,38.70%,←000.51%,59005192047.26,←001.12%,→001.37%,1.70,→001.32%,1.69,1.71,08.29% │ 09.54% │ 13.16% │ 11.35% │ 07.93%,08.06% │ 11.03% │ 13.08% │ 09.54% │ 08.01%,06.63% │ 11.04% │ 16.30% │ 10.61% │ 05.55%,05.53% │ 11.83% │ 15.99% │ 09.95% │ 06.58%,←003.58% │ ←000.03% │ ←000.61% │ ←002.92% │ →001.65%,24.72% │ 62.36% │ 12.92%,→059.77% │ ←004.01% │ ←646.15%,50.28%,49.72%,50.13%,49.87%,29667152821.20,29338039226.06,8658419367,8614591086,6685081346,1439236008,1423387216,3536807322,3586010987
_vgfq,doenr,kbycz,pusm_,liath,_wjx_,htailrneod,1141.031047,18.23%,←001.18%,36.36%,←001.26%,58752121834.29,→000.32%,→000.19%,1.77,→001.11%,1.76,1.78,05.77% │ 10.32% │ 12.66% │ 11.78% │ 09.39%,09.34% │ 12.12% │ 12.16% │ 10.53% │ 05.93%,04.68% │ 11.59% │ 14.95% │ 12.06% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,→002.74% │ →002.02% │ ←004.11% │ →002.79% │ ←000.55%,22.93% │ 65.27% │ 11.80%,→060.08% │ ←008.37% │ ←297.85%,49.92%,50.08%,50.31%,49.69%,29328657418.92,29423464415.37,8690455930,8582554523,6279762328,1583436476,1565020262,3760447842,3767689485
_pxwy,sneid,jvcu_,bfom_,lahtr,_gkzq,rthaldiens,1140.919874,15.95%,→000.70%,40.12%,←001.87%,58441311897.81,→000.45%,←000.49%,1.66,→000.90%,1.65,1.67,08.04% │ 09.99% │ 11.91% │ 11.89% │ 08.07%,08.44% │ 11.88% │ 11.59% │ 10.09% │ 08.11%,06.63% │ 11.53% │ 12.99% │ 12.51% │ 05.89%,05.53% │ 12.06% │ 15.49% │ 10.71% │ 06.68%,→000.88% │ →001.04% │ ←002.70% │ ←000.07% │ →004.38%,23.78% │ 63.05% │ 13.17%,→054.14% │ ←009.63% │ ←152.77%,49.89%,50.11%,50.46%,49.54%,29154982388.01,29286329509.80,8716470524,8556539929,6930184674,1372901380,1382528909,3447335234,3430379747
_vgfq,doenr,kbycz,pusm_,liath,_wxj_,htailrneod,1140.855772,18.23%,←001.18%,36.36%,←001.26%,58740620910.56,→000.28%,→000.19%,1.77,→001.11%,1.76,1.78,05.77% │ 10.32% │ 12.66% │ 11.78% │ 09.40%,09.34% │ 12.12% │ 12.12% │ 10.56% │ 05.93%,04.68% │ 11.63% │ 14.91% │ 12.06% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,→002.73% │ →002.30% │ ←004.47% │ →002.77% │ ←000.61%,22.93% │ 65.26% │ 11.81%,→060.07% │ ←008.44% │ ←297.20%,49.93%,50.07%,50.31%,49.69%,29328657418.92,29411963491.64,8690455930,8582554523,6279762328,1583436476,1565020262,3760447842,3767689485
_vgfz,doenr,kbycq,pusm_,liath,_wjx_,htailrneod,1140.700926,18.23%,←001.24%,36.36%,←001.26%,58754658482.65,→000.31%,→000.19%,1.77,→001.11%,1.76,1.78,05.77% │ 10.32% │ 12.67% │ 11.78% │ 09.39%,09.34% │ 12.12% │ 12.16% │ 10.53% │ 05.93%,04.68% │ 11.59% │ 14.95% │ 12.06% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,→002.73% │ →002.01% │ ←004.16% │ →002.79% │ ←000.53%,22.97% │ 65.27% │ 11.76%,→059.84% │ ←008.39% │ ←296.16%,49.92%,50.08%,50.31%,49.69%,29331194067.28,29423464415.37,8690455930,8582554523,6279762328,1584354590,1565020262,3760447842,3767689485
_pxwy,sneid,jvcu_,bfom_,lahtr,_gkqz,rthaldiens,1140.353225,15.95%,→000.70%,40.12%,←001.87%,58452759454.88,→000.49%,←000.49%,1.66,→000.90%,1.65,1.67,08.03% │ 09.99% │ 11.90% │ 11.89% │ 08.06%,08.43% │ 11.89% │ 11.59% │ 10.05% │ 08.16%,06.66% │ 11.50% │ 12.99% │ 12.51% │ 05.89%,05.53% │ 12.06% │ 15.49% │ 10.71% │ 06.68%,→001.52% │ →000.60% │ ←002.68% │ →000.01% │ →004.39%,23.77% │ 63.05% │ 13.18%,→054.15% │ ←009.59% │ ←152.22%,49.88%,50.12%,50.46%,49.54%,29154982388.01,29297777066.87,8716470524,8556539929,6930184674,1372901380,1382528909,3447335234,3430379747
_zcgf,dneal,pmxbq,jury_,hotis,vwk__,dnealhotis,1139.751969,17.72%,←000.76%,38.76%,←000.70%,58187325436.32,←001.29%,→000.33%,1.70,→000.71%,1.69,1.71,08.07% │ 09.06% │ 11.47% │ 12.15% │ 09.56%,08.89% │ 11.87% │ 11.97% │ 09.16% │ 07.79%,05.97% │ 10.22% │ 15.49% │ 11.94% │ 06.55%,05.99% │ 12.03% │ 16.07% │ 09.29% │ 06.45%,←003.60% │ →001.17% │ →004.10% │ ←002.37% │ ←007.59%,22.16% │ 64.14% │ 13.71%,→023.23% │ →001.78% │ ←086.07%,50.32%,49.68%,50.17%,49.83%,29279455525.29,28907869911.03,8666564159,8606446294,6694456935,1535988425,1524453155,3550900797,3562541923
_pxwy,sneid,zvcu_,bfom_,lahtr,_gkjq,rthaldiens,1139.691973,16.15%,→001.60%,40.06%,←001.46%,58465420581.44,→001.15%,←000.18%,1.66,→000.84%,1.66,1.67,07.90% │ 09.98% │ 11.91% │ 11.85% │ 08.07%,08.43% │ 11.89% │ 11.65% │ 10.22% │ 08.10%,06.63% │ 11.63% │ 12.99% │ 12.51% │ 05.89%,05.53% │ 12.06% │ 15.49% │ 10.71% │ 06.58%,→002.51% │ →002.26% │ ←002.27% │ →000.35% │ →004.34%,23.83% │ 63.05% │ 13.12%,→054.30% │ ←009.64% │ ←139.98%,49.71%,50.29%,50.36%,49.64%,29063873880.99,29401546700.45,8698945656,8574064797,6918987433,1383248465,1405766878,3447507790,3441404432
_qmup,daenl,ywvfz,bkrg_,hitos,jcx__,daenlhitos,1138.403272,17.18%,→002.19%,39.49%,←000.94%,57909480691.18,←001.51%,←000.78%,1.68,→000.11%,1.68,1.68,07.61% │ 09.82% │ 11.80% │ 11.46% │ 09.69%,09.90% │ 11.45% │ 11.23% │ 09.53% │ 07.52%,05.53% │ 10.06% │ 15.65% │ 12.45% │ 06.54%,06.53% │ 11.66% │ 15.52% │ 09.61% │ 06.45%,←001.23% │ ←003.01% │ ←005.08% │ ←000.11% │ →002.14%,22.25% │ 64.07% │ 13.68%,→022.75% │ →002.40% │ ←094.38%,50.38%,49.62%,50.23%,49.77%,29172009138.72,28737471552.46,8676983603,8596026850,6820602072,1466979250,1499788626,3507260937,3480036646
_zcgf,lnead,wmqpx,vusb_,hitor,jyk__,lneadhitor,1138.385425,17.61%,→001.92%,39.14%,←000.99%,57760076848.71,←000.37%,→001.14%,1.69,→001.46%,1.68,1.70,07.67% │ 09.20% │ 11.19% │ 12.83% │ 09.21%,08.82% │ 12.33% │ 12.09% │ 08.74% │ 07.93%,05.96% │ 10.22% │ 15.40% │ 12.47% │ 06.20%,05.99% │ 12.07% │ 15.99% │ 09.18% │ 06.53%,→003.38% │ ←005.23% │ →007.39% │ ←004.05% │ ←004.43%,23.65% │ 64.00% │ 12.35%,→030.57% │ →002.61% │ ←150.33%,50.09%,49.91%,50.25%,49.75%,28933836590.25,28826240258.46,8678882875,8594127578,6761192255,1506106849,1535656839,3503073986,3543633414
_xmup,daenl,ywvfz,bkrg_,hitos,qcj__,daenlhitos,1138.218993,17.25%,←000.32%,39.47%,←001.31%,57878217402.03,←002.37%,←001.69%,1.68,←000.25%,1.68,1.68,07.62% │ 09.99% │ 11.82% │ 11.45% │ 09.71%,09.71% │ 11.43% │ 11.24% │ 09.52% │ 07.52%,05.53% │ 10.15% │ 15.65% │ 12.45% │ 06.54%,06.40% │ 11.66% │ 15.55% │ 09.61% │ 06.45%,←001.26% │ ←004.91% │ ←005.20% │ ←000.19% │ ←000.01%,22.41% │ 64.06% │ 13.53%,→021.60% │ →002.05% │ ←101.16%,50.58%,49.42%,50.33%,49.67%,29277359627.39,28600857774.64,8692893228,8580117225,6817693206,1492099180,1487307146,3524395118,3465811331
_kczf,lnead,ypwmx,busg_,hitor,qjv__,lneadhitor,1135.367608,16.80%,←001.72%,39.31%,←002.20%,57732770466.20,←001.03%,→001.41%,1.68,→002.43%,1.66,1.71,08.25% │ 09.44% │ 12.95% │ 10.40% │ 09.22%,09.40% │ 10.56% │ 12.42% │ 09.31% │ 08.05%,05.97% │ 10.38% │ 16.99% │ 11.00% │ 06.20%,06.40% │ 10.60% │ 16.32% │ 09.61% │ 06.53%,←002.46% │ ←001.43% │ ←004.23% │ →001.52% │ →001.95%,23.18% │ 63.90% │ 12.93%,→048.99% │ →003.73% │ ←502.33%,50.26%,49.74%,50.54%,49.46%,29014333350.36,28718437115.84,8730637895,8542372558,6789289260,1463542113,1438863607,3484441245,3534169150
_umgf,dneal,yqvwz,bkrp_,hotis,jcx__,dnealhotis,1134.995517,18.10%,←000.91%,38.71%,←000.56%,58453717257.29,←001.05%,→000.19%,1.70,→000.52%,1.70,1.71,07.68% │ 09.74% │ 11.75% │ 11.73% │ 09.35%,09.74% │ 11.64% │ 11.30% │ 09.51% │ 07.55%,05.53% │ 10.37% │ 15.65% │ 12.01% │ 06.58%,06.53% │ 11.64% │ 15.52% │ 09.73% │ 06.45%,←001.73% │ ←002.49% │ ←004.01% │ ←000.79% │ →003.98%,24.84% │ 64.23% │ 10.93%,→002.75% │ →003.45% │ ←044.72%,50.26%,49.74%,50.14%,49.86%,29380179213.51,29073538043.78,8660497324,8612513129,6686939892,1570184001,1556014836,3557060713,3563899050
_vgfq,doenr,kbycz,pusm_,ltaih,_wjx_,hiatlrneod,1133.986872,18.23%,←001.18%,36.36%,←001.26%,58362131717.48,←001.02%,→000.19%,1.77,→001.11%,1.76,1.78,05.80% │ 10.39% │ 12.75% │ 11.86% │ 09.46%,09.39% │ 11.89% │ 12.29% │ 10.59% │ 05.58%,04.68% │ 10.38% │ 14.95% │ 13.26% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,←003.94% │ →001.96% │ ←003.69% │ →000.21% │ ←000.69%,23.27% │ 64.83% │ 11.91%,→060.52% │ ←011.46% │ ←293.96%,50.25%,49.75%,50.31%,49.69%,29328657418.92,29033474298.56,8690455930,8582554523,6279762328,1583436476,1565020262,3760447842,3767689485
_mufg,dneal,yxvwz,qkrp_,hotis,bcj__,dnealhotis,1133.925781,18.19%,→000.53%,38.77%,←000.93%,58225680982.09,←001.31%,←000.69%,1.70,→000.16%,1.70,1.70,07.70% │ 09.32% │ 12.09% │ 11.58% │ 09.64%,09.57% │ 11.64% │ 11.40% │ 09.48% │ 07.58%,05.53% │ 10.28% │ 15.83% │ 12.15% │ 06.45%,06.40% │ 11.64% │ 15.55% │ 09.73% │ 06.45%,←001.58% │ →001.70% │ ←006.00% │ →000.49% │ ←000.69%,22.46% │ 64.29% │ 13.25%,←016.88% │ →003.39% │ ←000.17%,50.33%,49.67%,50.23%,49.77%,29302589389.94,28923091592.15,8676406949,8596603504,6697107482,1566438563,1574843038,3567656666,3543135507
_vgfq,doenr,kbycz,pusm_,ltaih,_wxj_,hiatlrneod,1133.628519,18.23%,←001.18%,36.36%,←001.26%,58352360938.47,←001.05%,→000.19%,1.77,→001.11%,1.76,1.78,05.81% │ 10.39% │ 12.75% │ 11.86% │ 09.46%,09.39% │ 11.88% │ 12.25% │ 10.63% │ 05.58%,04.68% │ 10.42% │ 14.91% │ 13.26% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,←003.95% │ →002.26% │ ←004.03% │ →000.18% │ ←000.75%,23.26% │ 64.82% │ 11.91%,→060.50% │ ←011.52% │ ←293.32%,50.26%,49.74%,50.31%,49.69%,29328657418.92,29023703519.55,8690455930,8582554523,6279762328,1583436476,1565020262,3760447842,3767689485
_vgfz,doenr,kbycq,pusm_,ltaih,_wjx_,hiatlrneod,1133.612593,18.23%,←001.24%,36.36%,←001.26%,58364668365.84,←001.03%,→000.19%,1.77,→001.11%,1.76,1.78,05.80% │ 10.39% │ 12.75% │ 11.86% │ 09.45%,09.39% │ 11.89% │ 12.29% │ 10.59% │ 05.58%,04.68% │ 10.38% │ 14.95% │ 13.26% │ 06.41%,06.76% │ 13.00% │ 15.72% │ 10.26% │ 04.57%,←003.94% │ →001.95% │ ←003.74% │ →000.21% │ ←000.66%,23.30% │ 64.83% │ 11.86%,→060.28% │ ←011.48% │ ←292.28%,50.26%,49.74%,50.31%,49.69%,29331194067.28,29033474298.56,8690455930,8582554523,6279762328,1584354590,1565020262,3760447842,3767689485
_umpq,lnead,wjvfy,kbrg_,hoits,zcx__,lneadhoits,1132.040506,17.29%,→000.50%,39.43%,←001.35%,58242835988.76,←000.32%,←001.09%,1.68,→000.17%,1.68,1.68,07.73% │ 09.97% │ 11.83% │ 12.00% │ 08.55%,08.71% │ 12.32% │ 11.64% │ 09.70% │ 07.55%,05.96% │ 10.50% │ 15.65% │ 12.60% │ 05.63%,05.55% │ 12.51% │ 14.31% │ 10.85% │ 06.45%,←002.35% │ ←002.77% │ ←001.67% │ →002.60% │ →001.82%,20.82% │ 65.46% │ 13.73%,→026.02% │ →005.90% │ ←124.41%,50.08%,49.92%,50.34%,49.66%,29168398824.45,29074437164.31,8694508471,8578501982,6810146281,1489840010,1497323442,3517914897,3479838477
_bycq,laend,wzvmf,kurp_,hotis,jgx__,laendhotis,1130.708089,18.03%,←001.73%,38.60%,←001.03%,58101683785.61,←001.70%,→002.98%,1.70,→002.82%,1.68,1.73,07.80% │ 10.02% │ 11.49% │ 12.16% │ 08.95%,08.31% │ 12.46% │ 11.49% │ 09.52% │ 07.80%,05.96% │ 10.02% │ 14.75% │ 13.42% │ 06.11%,05.66% │ 12.39% │ 15.52% │ 09.73% │ 06.45%,→000.01% │ ←005.25% │ →000.01% │ →002.40% │ ←007.75%,22.60% │ 64.05% │ 13.36%,→041.91% │ →001.30% │ ←237.65%,50.42%,49.58%,50.26%,49.74%,29295614247.06,28806069538.55,8680901869,8592108584,6666848049,1570259116,1543523903,3516475273,3624576333
_umpy,lnead,vjwfq,kbrg_,hoits,zcx__,lneadhoits,1127.497565,17.33%,→000.08%,39.43%,←001.35%,58120437762.17,→000.10%,←001.09%,1.68,→000.17%,1.68,1.68,06.93% │ 10.02% │ 12.47% │ 11.89% │ 08.67%,08.73% │ 12.35% │ 11.66% │ 09.73% │ 07.56%,05.34% │ 10.50% │ 16.26% │ 12.60% │ 05.63%,05.55% │ 12.51% │ 14.31% │ 10.85% │ 06.45%,→008.40% │ ←002.99% │ ←006.95% │ →003.70% │ →000.67%,23.69% │ 65.48% │ 10.84%,→002.45% │ →006.24% │ ←055.51%,49.98%,50.02%,50.34%,49.66%,29046000597.86,29074437164.31,8694508471,8578501982,6810146281,1496062206,1497323442,3517914897,3479838477
_bymf,laend,wjvcq,kurp_,hotis,zgx__,laendhotis,1125.865371,17.68%,←000.67%,38.65%,←001.44%,57993344323.60,←002.47%,→002.69%,1.70,→002.88%,1.68,1.73,07.78% │ 10.15% │ 11.58% │ 12.10% │ 09.00%,08.20% │ 12.32% │ 11.51% │ 09.54% │ 07.81%,05.96% │ 10.12% │ 14.75% │ 13.42% │ 06.11%,05.55% │ 12.39% │ 15.52% │ 09.73% │ 06.45%,→000.42% │ ←006.30% │ ←000.62% │ →001.83% │ ←009.79%,24.67% │ 64.19% │ 11.13%,→026.65% │ →000.82% │ ←180.00%,50.61%,49.39%,50.36%,49.64%,29350050632.79,28643293690.81,8698426737,8574583716,6676442554,1531790970,1521586211,3517104085,3614353016
_dfmc,rneag,qjv__,kbly_,hotis,xpuwz,rneaghotis,1092.399470,18.87%,←001.30%,37.63%,→001.36%,59255525202.43,→002.18%,→000.02%,1.73,←001.00%,1.74,1.72,07.89% │ 11.25% │ 11.83% │ 10.26% │ 08.21%,08.12% │ 10.67% │ 12.64% │ 11.22% │ 07.90%,06.63% │ 11.54% │ 15.23% │ 10.87% │ 05.38%,05.62% │ 11.33% │ 15.84% │ 10.98% │ 06.58%,→000.03% │ ←000.30% │ →006.39% │ →003.84% │ ←001.04%,25.50% │ 63.76% │ 10.74%,←063.36% │ →000.32% │ →079.82%,49.45%,50.55%,49.66%,50.34%,29301394412.27,29954130790.16,8577198454,8695811999,6500237822,1640521566,1619404367,3653503147,3654158686
