keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
jpuck,snith,_vmbz,wof__,dlear,xqyg_,snithdlear,1153.017259,15.06%,→000.41%,40.05%,→001.36%,58499942770.14,→001.07%,→002.31%,1.66,→000.64%,1.66,1.67,07.98% │ 09.71% │ 10.92% │ 12.66% │ 08.46%,08.18% │ 12.84% │ 10.98% │ 09.76% │ 08.52%,06.68% │ 10.71% │ 12.97% │ 13.74% │ 05.55%,05.71% │ 11.93% │ 15.86% │ 10.32% │ 06.53%,→006.28% │ →000.54% │ →000.52% │ →001.42% │ ←003.54%,25.55%,62.50%,11.94%,→019.30% │ ←003.56% │ ←020.30%,49.73%,50.27%,49.66%,50.34%,29092863250.03,29407079520.11,8577286318,8695724135,6918160251,1297796283,1303077428,3404574689,3485164715
jpcuk,snith,_vmbz,wof__,ldear,qxgy_,snithldear,1152.113182,15.06%,→000.41%,40.05%,→001.36%,58706618584.04,→001.67%,→002.31%,1.66,→000.64%,1.66,1.67,08.03% │ 09.76% │ 11.22% │ 12.25% │ 08.32%,08.65% │ 12.33% │ 11.26% │ 09.76% │ 08.43%,06.68% │ 10.71% │ 13.52% │ 13.19% │ 05.55%,06.06% │ 11.58% │ 16.21% │ 09.97% │ 06.53%,→004.73% │ ←000.04% │ →000.41% │ →000.60% │ →003.78%,25.45%,62.64%,11.91%,→019.99% │ ←002.75% │ ←021.02%,49.58%,50.42%,49.66%,50.34%,29105995367.12,29600623216.92,8577286318,8695724135,6918160251,1297796283,1303077428,3404574689,3485164715
jpuck,snith,_vmbz,wof__,ldear,qxgy_,snithldear,1152.057513,15.06%,→000.41%,40.05%,→001.36%,58693486466.95,→001.72%,→002.31%,1.66,→000.64%,1.66,1.67,07.96% │ 09.67% │ 10.88% │ 12.62% │ 08.44%,08.65% │ 12.33% │ 11.26% │ 09.76% │ 08.43%,06.68% │ 10.71% │ 12.97% │ 13.74% │ 05.55%,06.06% │ 11.58% │ 16.21% │ 09.97% │ 06.53%,→005.59% │ →000.88% │ →003.38% │ ←002.32% │ →002.47%,25.51%,62.60%,11.89%,→019.56% │ ←002.56% │ ←020.54%,49.57%,50.43%,49.66%,50.34%,29092863250.03,29600623216.92,8577286318,8695724135,6918160251,1297796283,1303077428,3404574689,3485164715
jpcuk,snith,_vmbx,wof__,ldear,qzgy_,snithldear,1151.430145,15.07%,←001.97%,40.08%,→001.11%,58800554584.52,→001.25%,→001.76%,1.66,→000.43%,1.66,1.67,08.01% │ 09.79% │ 11.22% │ 12.28% │ 08.39%,08.64% │ 12.25% │ 11.27% │ 09.75% │ 08.41%,06.68% │ 10.71% │ 13.52% │ 13.19% │ 05.62%,06.06% │ 11.51% │ 16.21% │ 09.97% │ 06.53%,→004.73% │ ←000.41% │ →000.39% │ ←000.19% │ →002.88%,25.47%,62.62%,11.91%,→019.60% │ ←002.82% │ ←023.90%,49.69%,50.31%,49.72%,50.28%,29215892658.50,29584661926.02,8588169611,8684840842,6923847503,1313943554,1288542230,3411541796,3472510356
_pbux,lnead,kvwfy,_comj,rtsih,_gzq_,lneadrtsih,1151.405844,17.05%,→000.36%,39.50%,→000.16%,57411266732.26,→001.33%,→002.76%,1.68,→001.78%,1.66,1.69,06.54% │ 10.07% │ 11.35% │ 12.77% │ 08.94%,08.83% │ 13.21% │ 11.56% │ 10.53% │ 06.20%,05.01% │ 10.71% │ 15.28% │ 13.24% │ 05.72%,06.53% │ 14.17% │ 14.14% │ 10.29% │ 04.91%,←005.52% │ →004.41% │ →001.83% │ →003.37% │ ←001.25%,24.07%,63.12%,12.81%,→050.87% │ ←000.71% │ ←266.46%,49.67%,50.33%,49.96%,50.04%,28513753253.57,28897513478.69,8629628252,8643382201,6822057266,1469606342,1474892627,3443980849,3541861540
bpmu_,dneil,_vjfy,_cowk,rtsah,_gxzq,hastrliend,1151.367451,16.71%,→001.31%,39.61%,→002.05%,58595032773.18,→000.85%,→001.40%,1.68,←000.45%,1.68,1.67,07.48% │ 09.87% │ 10.97% │ 12.68% │ 08.80%,08.95% │ 12.93% │ 11.10% │ 09.83% │ 07.41%,05.44% │ 10.71% │ 14.80% │ 12.55% │ 05.97%,06.53% │ 14.17% │ 14.20% │ 10.09% │ 05.53%,←000.91% │ ←000.39% │ →001.22% │ →001.93% │ →001.63%,26.45%,63.51%,10.05%,→025.64% │ →002.15% │ ←141.01%,49.79%,50.21%,49.48%,50.52%,29173193124.20,29421839648.98,8547053900,8725956553,6841147905,1433596833,1452568107,3458764698,3507987052
bpmu_,dneil,_vjfy,_cowk,rtsah,_gxqz,hastrliend,1151.200730,16.71%,→001.31%,39.61%,→002.05%,58600039825.36,→000.86%,→001.40%,1.68,←000.45%,1.68,1.67,07.48% │ 09.87% │ 10.96% │ 12.68% │ 08.80%,08.95% │ 12.93% │ 11.10% │ 09.79% │ 07.46%,05.44% │ 10.71% │ 14.80% │ 12.55% │ 05.97%,06.53% │ 14.17% │ 14.20% │ 10.06% │ 05.55%,←000.26% │ ←000.82% │ →001.23% │ →001.94% │ →001.63%,26.44%,63.50%,10.05%,→025.65% │ →002.16% │ ←140.63%,49.78%,50.22%,49.48%,50.52%,29173193124.20,29426846701.16,8547053900,8725956553,6841147905,1433596833,1452568107,3458764698,3507987052
bpmu_,dneal,_vxyw,_cofj,risth,_gzqk,htsirlaend,1151.075739,18.34%,→000.19%,37.52%,→001.46%,59253043578.17,→001.16%,→001.75%,1.74,→000.22%,1.73,1.74,07.45% │ 09.79% │ 10.98% │ 13.04% │ 08.45%,08.67% │ 13.10% │ 11.07% │ 09.77% │ 07.69%,05.44% │ 10.71% │ 14.76% │ 12.75% │ 05.96%,06.53% │ 12.97% │ 14.14% │ 11.08% │ 05.66%,→003.14% │ ←000.18% │ →000.81% │ →000.39% │ →002.51%,26.42%,63.01%,10.57%,→026.44% │ ←002.99% │ ←062.38%,49.71%,50.29%,49.63%,50.37%,29453787284.11,29799256294.06,8572816048,8700194405,6481533064,1582387234,1585326362,3630795519,3695571072
bpmu_,dneal,_vxyw,_cofj,risth,_gqzk,htsirlaend,1151.027049,18.34%,→000.19%,37.52%,→001.46%,59253500938.95,→001.16%,→001.75%,1.74,→000.22%,1.73,1.74,07.45% │ 09.79% │ 10.98% │ 13.04% │ 08.45%,08.67% │ 13.10% │ 11.02% │ 09.82% │ 07.69%,05.44% │ 10.71% │ 14.76% │ 12.75% │ 05.96%,06.53% │ 12.97% │ 14.11% │ 11.11% │ 05.66%,→003.15% │ →000.31% │ →000.37% │ →000.41% │ →002.51%,26.42%,63.01%,10.57%,→026.43% │ ←002.98% │ ←062.40%,49.71%,50.29%,49.63%,50.37%,29453787284.11,29799713654.84,8572816048,8700194405,6481533064,1582387234,1585326362,3630795519,3695571072
bpmu_,dneil,_vjfy,_cowk,rtsah,_gqxz,hastrliend,1150.943352,16.71%,→001.31%,39.61%,→002.05%,58607965660.00,→000.89%,→001.40%,1.68,←000.45%,1.68,1.67,07.47% │ 09.86% │ 10.96% │ 12.67% │ 08.80%,08.95% │ 12.93% │ 10.99% │ 09.90% │ 07.46%,05.44% │ 10.71% │ 14.80% │ 12.55% │ 05.97%,06.53% │ 14.17% │ 14.11% │ 10.15% │ 05.55%,←000.25% │ →000.41% │ →000.22% │ →001.96% │ →001.63%,26.44%,63.50%,10.05%,→025.65% │ →002.18% │ ←140.20%,49.78%,50.22%,49.48%,50.52%,29173193124.20,29434772535.80,8547053900,8725956553,6841147905,1433596833,1452568107,3458764698,3507987052
