keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_fgmb,nitoh,zxcvq,ylupj,dsear,kw___,nitohdsear,1147.300927,17.37%,→001.28%,36.84%,→002.38%,59009052476.47,←000.22%,→000.13%,1.76,←001.74%,1.77,1.74,08.95% │ 09.87% │ 10.78% │ 11.14% │ 09.31%,09.31% │ 12.01% │ 10.31% │ 09.90% │ 08.41%,07.62% │ 09.97% │ 14.17% │ 11.24% │ 06.40%,06.27% │ 12.41% │ 14.75% │ 10.42% │ 06.76%,←006.37% │ →000.39% │ ←004.58% │ →007.23% │ ←000.09%,24.78%,66.07%,09.15%,→023.39% │ ←001.29% │ ←096.13%,50.05%,49.95%,49.40%,50.60%,29536895511.09,29472156965.38,8532485128,8740525325,6362964423,1490765184,1510139089,3720037073,3724898159
_gfmq,nitoh,zxcvy,blupj,dreas,kw___,nitohdreas,1147.099061,17.75%,→000.90%,36.49%,→002.05%,58604216718.24,←002.08%,→001.22%,1.77,←000.65%,1.77,1.76,09.04% │ 10.19% │ 10.59% │ 11.12% │ 09.57%,08.92% │ 11.96% │ 10.43% │ 10.00% │ 08.16%,07.62% │ 09.83% │ 14.31% │ 11.24% │ 06.48%,06.19% │ 12.49% │ 14.75% │ 10.42% │ 06.68%,←010.74% │ ←001.90% │ ←001.51% │ →007.04% │ ←007.28%,22.73%,65.56%,11.71%,→038.50% │ ←002.96% │ ←176.74%,50.52%,49.48%,49.48%,50.52%,29604221498.06,28999995220.18,8546973169,8726037284,6303542101,1525980747,1539844970,3729062242,3775295312
_fgmb,nitoh,zxcvj,ylupq,dsear,kw___,nitohdsear,1146.500752,17.42%,←000.56%,36.79%,→001.87%,59003374476.07,←001.44%,←000.48%,1.76,←001.81%,1.78,1.74,08.95% │ 09.88% │ 10.78% │ 11.23% │ 09.52%,09.31% │ 12.01% │ 10.26% │ 09.84% │ 08.22%,07.62% │ 09.97% │ 14.17% │ 11.24% │ 06.53%,06.27% │ 12.41% │ 14.75% │ 10.42% │ 06.63%,←008.91% │ ←000.37% │ ←005.05% │ →006.48% │ ←002.25%,24.61%,66.04%,09.35%,→022.42% │ ←002.00% │ ←102.64%,50.36%,49.64%,49.53%,50.47%,29713234689.17,29290139786.90,8555036328,8717974125,6354347156,1508284189,1499852532,3735640786,3717911713
_yplq,notid,zxcvf,gsubj,mhear,wk___,notidmhear,1146.450447,17.68%,→000.05%,38.57%,←001.55%,60028939463.47,→000.15%,←000.72%,1.71,→000.58%,1.70,1.71,08.70% │ 09.47% │ 10.04% │ 12.93% │ 08.82%,08.94% │ 12.73% │ 10.62% │ 09.52% │ 08.22%,07.62% │ 09.46% │ 14.27% │ 12.93% │ 06.11%,06.35% │ 11.87% │ 14.75% │ 09.89% │ 06.76%,←005.80% │ →000.58% │ →005.49% │ ←001.60% │ →001.34%,25.56%,61.75%,12.69%,→041.89% │ ←002.40% │ ←177.16%,49.96%,50.04%,50.38%,49.62%,29991387241.72,30037552221.75,8702808889,8570201564,6662181930,1526144396,1526963975,3585586888,3560130837
_bply,satih,zxcvj,qmguw,roend,kf___,satihroend,1146.162725,17.98%,→000.45%,35.99%,←001.90%,60480241201.08,←001.32%,←002.51%,1.78,←000.47%,1.79,1.78,07.50% │ 09.54% │ 10.43% │ 13.10% │ 09.76%,10.23% │ 12.48% │ 10.02% │ 09.54% │ 07.40%,06.58% │ 10.08% │ 14.27% │ 12.93% │ 06.61%,07.38% │ 12.35% │ 14.02% │ 10.27% │ 05.51%,←001.37% │ ←000.05% │ ←004.04% │ ←004.97% │ →004.65%,23.99%,66.12%,09.89%,←001.37% │ →005.10% │ ←058.02%,50.33%,49.67%,50.47%,49.53%,30438297365.34,30041943835.74,8717904243,8555106210,6216987938,1549055571,1556033092,3842456880,3748454837
_wgdy,nitoh,zxcvq,blpuj,maesr,fk___,nitohmaesr,1146.064363,18.10%,→001.02%,36.60%,←000.83%,60438473569.27,←000.20%,←000.04%,1.76,→000.60%,1.76,1.77,08.80% │ 08.97% │ 10.46% │ 12.39% │ 09.44%,09.07% │ 13.52% │ 10.12% │ 08.96% │ 08.29%,07.62% │ 09.47% │ 14.17% │ 12.46% │ 06.48%,06.41% │ 13.28% │ 14.12% │ 09.23% │ 06.76%,←006.19% │ ←000.10% │ ←003.34% │ →008.36% │ ←004.09%,25.80%,64.17%,10.03%,→016.86% │ ←002.04% │ ←044.60%,50.05%,49.95%,50.21%,49.79%,30250029307.42,30188444261.85,8672071502,8600938951,6322058577,1555414391,1571403289,3743726837,3742114241
_fylq,ntiod,zxcvg,bsupj,mhear,wk___,ntiodmhear,1145.088753,18.60%,←002.79%,37.61%,←001.16%,60577150267.90,←000.74%,→000.24%,1.73,→001.01%,1.73,1.74,08.64% │ 09.72% │ 10.57% │ 12.69% │ 08.57%,08.26% │ 12.42% │ 10.64% │ 10.24% │ 08.26%,07.62% │ 11.17% │ 12.62% │ 12.90% │ 05.97%,05.91% │ 11.87% │ 14.75% │ 10.42% │ 06.76%,←004.59% │ →005.02% │ →000.71% │ ←002.20% │ ←003.71%,25.63%,62.04%,12.33%,→041.00% │ ←004.32% │ ←169.95%,50.18%,49.82%,50.29%,49.71%,30400117365.12,30177032902.78,8686322610,8586687843,6495973512,1628859584,1584676834,3651659783,3660266360
_fujk,roned,zxcvy,wmspg,hatil,qb___,ronedhatil,1144.968019,18.82%,←001.73%,37.08%,→001.02%,60115340138.58,→002.67%,←001.56%,1.75,←001.95%,1.77,1.73,07.92% │ 09.95% │ 10.35% │ 11.91% │ 09.20%,09.42% │ 12.79% │ 10.41% │ 09.65% │ 08.41%,06.66% │ 09.94% │ 13.60% │ 13.28% │ 06.27%,06.47% │ 12.49% │ 15.24% │ 09.73% │ 06.32%,→005.78% │ ←003.07% │ →000.56% │ →006.90% │ →002.36%,25.06%,64.44%,10.50%,→058.14% │ ←008.34% │ ←304.68%,49.32%,50.68%,49.74%,50.26%,29651007309.44,30464332829.14,8592051373,8680959080,6405145309,1639705965,1611859988,3730024458,3672729888
_yplq,notid,zxcvf,bsugj,mhear,wk___,notidmhear,1144.748351,17.68%,→000.05%,38.57%,←001.55%,59896896616.03,←000.29%,←000.72%,1.71,→000.58%,1.70,1.71,08.72% │ 09.49% │ 10.06% │ 12.96% │ 08.84%,08.35% │ 12.61% │ 10.72% │ 10.02% │ 08.23%,07.62% │ 09.46% │ 14.27% │ 12.93% │ 06.11%,05.91% │ 11.87% │ 14.75% │ 10.32% │ 06.76%,←005.88% │ →005.30% │ →006.12% │ ←002.79% │ ←005.93%,25.51%,61.77%,12.72%,→041.51% │ ←002.78% │ ←177.20%,50.07%,49.93%,50.38%,49.62%,29991387241.72,29905509374.31,8702808889,8570201564,6662181930,1526144396,1526963975,3585586888,3560130837
_pflq,notid,zxcvy,wsugj,mhear,bk___,notidmhear,1144.018934,18.59%,→000.79%,38.57%,←001.55%,59752451259.91,→000.54%,←000.72%,1.71,→000.58%,1.70,1.71,08.74% │ 09.85% │ 10.32% │ 12.81% │ 08.15%,08.38% │ 12.63% │ 10.80% │ 10.06% │ 08.26%,07.62% │ 09.90% │ 14.31% │ 12.93% │ 05.63%,05.91% │ 11.87% │ 14.75% │ 10.32% │ 06.76%,←005.79% │ →002.08% │ →004.52% │ ←001.43% │ →002.74%,26.30%,61.63%,12.08%,→037.62% │ ←001.93% │ ←153.00%,49.87%,50.13%,50.38%,49.62%,29795968625.25,29956482634.66,8702808889,8570201564,6662181930,1598971260,1611738383,3585586888,3560130837
_fujk,roned,zxcvy,wmspg,hital,qb___,ronedhital,1143.914113,18.82%,←001.73%,37.08%,→001.02%,59969130574.48,→002.20%,←001.56%,1.75,←001.95%,1.77,1.73,07.94% │ 09.98% │ 10.37% │ 11.94% │ 09.22%,09.43% │ 11.61% │ 10.50% │ 10.52% │ 08.50%,06.66% │ 09.94% │ 13.60% │ 13.28% │ 06.27%,06.47% │ 11.81% │ 15.24% │ 10.42% │ 06.32%,→006.59% │ →005.19% │ →001.17% │ ←002.83% │ →002.26%,25.11%,64.40%,10.49%,→058.11% │ ←009.03% │ ←311.44%,49.44%,50.56%,49.74%,50.26%,29651007309.44,30318123265.04,8592051373,8680959080,6405145309,1639705965,1611859988,3730024458,3672729888
_ufjy,rnoed,zxcvk,wpsmb,haitl,qg___,rnoedhaitl,1143.290649,18.52%,←002.49%,37.08%,→001.02%,60860846380.12,→001.83%,←001.56%,1.75,←001.95%,1.77,1.73,07.85% │ 09.68% │ 10.80% │ 12.02% │ 09.19%,09.42% │ 12.30% │ 11.42% │ 09.63% │ 07.69%,06.66% │ 10.46% │ 13.08% │ 13.28% │ 06.27%,06.47% │ 12.47% │ 14.03% │ 11.40% │ 05.89%,←001.98% │ ←000.50% │ →005.38% │ →002.26% │ →002.47%,25.39%,65.30%,09.30%,→047.66% │ ←007.82% │ ←192.47%,49.54%,50.46%,49.74%,50.26%,30149134638.44,30711711741.68,8592051373,8680959080,6405145309,1618941199,1579669106,3730024458,3672729888
_duqb,sraep,zxcvy,jfngw,hotil,km___,sraephotil,1142.992253,20.79%,←000.16%,37.65%,←000.45%,59382501562.48,←000.36%,→001.98%,1.73,→001.78%,1.72,1.75,07.75% │ 10.48% │ 11.56% │ 12.21% │ 08.09%,08.15% │ 12.45% │ 11.70% │ 09.95% │ 07.66%,06.58% │ 10.54% │ 14.38% │ 13.15% │ 05.47%,05.66% │ 12.35% │ 16.28% │ 09.64% │ 05.96%,←001.10% │ ←005.38% │ →001.21% │ →001.93% │ →000.73%,26.51%,60.57%,12.91%,→037.51% │ ←006.27% │ ←105.39%,50.09%,49.91%,50.11%,49.89%,29744056955.85,29638444606.63,8655934687,8617075766,6503443047,1797001419,1794219350,3615755733,3688700875
_yplq,ntiod,zxcvf,gsubj,mhear,wk___,ntiodmhear,1142.857029,17.68%,→000.05%,38.57%,←001.55%,60562942680.52,←001.62%,←000.72%,1.71,→000.58%,1.70,1.71,08.60% │ 09.30% │ 10.81% │ 12.95% │ 08.74%,08.87% │ 12.62% │ 10.53% │ 09.44% │ 08.15%,07.62% │ 10.69% │ 13.06% │ 12.90% │ 06.11%,06.35% │ 11.87% │ 14.75% │ 09.89% │ 06.76%,←005.53% │ →001.45% │ ←002.69% │ ←002.61% │ →001.36%,25.30%,62.18%,12.52%,→042.11% │ ←005.64% │ ←175.26%,50.40%,49.60%,50.38%,49.62%,30525390458.77,30037552221.75,8702808889,8570201564,6662181930,1526144396,1526963975,3585586888,3560130837
_ufjy,rnoed,zxcvk,bpsmw,haitl,qg___,rnoedhaitl,1142.725484,18.52%,←002.49%,37.08%,→001.02%,60848938746.49,→001.79%,←001.56%,1.75,←001.95%,1.77,1.73,07.85% │ 09.68% │ 10.81% │ 12.02% │ 09.19%,09.41% │ 12.30% │ 11.49% │ 09.63% │ 07.61%,06.66% │ 10.46% │ 13.08% │ 13.28% │ 06.27%,06.40% │ 12.47% │ 14.03% │ 11.40% │ 05.96%,←003.12% │ ←000.52% │ →005.99% │ →002.26% │ →002.40%,25.40%,65.29%,09.31%,→047.67% │ ←007.90% │ ←192.47%,49.55%,50.45%,49.74%,50.26%,30149134638.44,30699804108.05,8592051373,8680959080,6405145309,1618941199,1579669106,3730024458,3672729888
_yflj,ntiod,zxcvg,psuwq,mhear,bk___,ntiodmhear,1141.904954,19.10%,→000.75%,37.57%,←001.69%,60608865608.51,←001.24%,←000.38%,1.74,→000.95%,1.73,1.74,08.64% │ 09.25% │ 10.96% │ 12.71% │ 08.75%,09.17% │ 12.26% │ 10.73% │ 09.42% │ 08.11%,07.62% │ 10.69% │ 13.10% │ 12.90% │ 06.10%,06.37% │ 11.87% │ 14.75% │ 09.96% │ 06.63%,←006.48% │ →001.79% │ ←002.15% │ ←003.67% │ →004.59%,25.85%,61.78%,12.37%,→040.36% │ ←005.07% │ ←166.92%,50.31%,49.69%,50.42%,49.58%,30491155368.81,30117710239.70,8708873810,8564136643,6488882733,1642969683,1655393321,3666500252,3652516670
_udqb,sraep,zxcvy,kgnfw,hitol,jm___,sraephitol,1141.046769,20.62%,←001.83%,37.65%,←000.45%,58875757321.02,←002.01%,→001.98%,1.73,→001.78%,1.72,1.75,07.91% │ 09.82% │ 12.38% │ 12.22% │ 08.17%,08.23% │ 12.03% │ 11.47% │ 10.05% │ 07.72%,06.58% │ 09.50% │ 15.42% │ 13.15% │ 05.47%,05.66% │ 12.24% │ 16.28% │ 09.75% │ 05.96%,←002.36% │ →002.28% │ ←007.94% │ ←001.52% │ →000.63%,26.88%,60.99%,12.12%,→040.30% │ ←008.12% │ ←160.55%,50.50%,49.50%,50.11%,49.89%,29730847200.22,29144910120.80,8655934687,8617075766,6503443047,1797001419,1764620954,3615755733,3688700875
_gfdq,notih,zxcvy,psubj,mlear,wk___,notihmlear,1140.824876,19.00%,←000.89%,36.08%,←002.84%,60684802839.85,←001.52%,←003.08%,1.78,←000.18%,1.78,1.78,08.65% │ 10.05% │ 10.08% │ 12.35% │ 09.24%,09.14% │ 12.11% │ 10.58% │ 09.52% │ 08.27%,07.62% │ 09.80% │ 14.31% │ 12.49% │ 06.48%,06.44% │ 11.46% │ 14.75% │ 09.89% │ 06.76%,←004.57% │ ←005.60% │ →004.70% │ ←002.00% │ ←001.08%,26.48%,61.90%,11.61%,→037.97% │ ←006.74% │ ←148.13%,50.38%,49.62%,50.70%,49.30%,30571457571.41,30113345268.44,8757594035,8515416418,6232839497,1648012035,1633506290,3845062542,3729997616
_gydj,notih,zxcvb,psufq,mlear,wk___,notihmlear,1139.589582,17.65%,→001.60%,37.73%,←001.07%,60283028184.89,←001.26%,←001.47%,1.73,←000.29%,1.73,1.73,08.70% │ 10.12% │ 09.72% │ 12.47% │ 09.29%,09.20% │ 12.13% │ 10.26% │ 09.92% │ 08.17%,07.62% │ 09.80% │ 13.83% │ 12.49% │ 06.53%,06.44% │ 11.46% │ 14.75% │ 10.46% │ 06.63%,←006.48% │ ←001.99% │ →005.25% │ ←002.86% │ ←000.98%,26.77%,61.74%,11.49%,→039.97% │ ←008.58% │ ←142.10%,50.31%,49.69%,50.27%,49.73%,30329824569.60,29953203615.29,8682303986,8590706467,6517622222,1511669688,1536264204,3671699245,3618578188
_fujk,roned,zxcvy,wmspb,hital,qg___,ronedhital,1138.918758,18.64%,←003.80%,37.08%,→001.02%,59845755475.18,→001.80%,←001.56%,1.75,←001.95%,1.77,1.73,07.96% │ 10.00% │ 10.39% │ 11.96% │ 09.24%,09.42% │ 12.03% │ 10.51% │ 10.57% │ 07.93%,06.66% │ 09.94% │ 13.60% │ 13.28% │ 06.27%,06.47% │ 12.24% │ 15.24% │ 10.42% │ 05.89%,←000.35% │ →005.45% │ →001.12% │ →000.54% │ →001.89%,24.46%,64.62%,10.92%,→056.39% │ ←008.72% │ ←243.59%,49.55%,50.45%,49.74%,50.26%,29651007309.44,30194748165.74,8592051373,8680959080,6405145309,1639705965,1579669106,3730024458,3672729888
_ufjk,roned,zxcvy,wpsmg,hatil,qb___,ronedhatil,1136.753752,18.82%,←001.73%,37.08%,→001.02%,60019918007.09,→002.38%,←001.56%,1.75,←001.95%,1.77,1.73,08.01% │ 10.64% │ 09.61% │ 11.92% │ 09.23%,09.44% │ 12.04% │ 10.43% │ 10.30% │ 08.39%,06.66% │ 10.53% │ 13.00% │ 13.28% │ 06.27%,06.47% │ 12.04% │ 15.24% │ 10.19% │ 06.32%,→004.57% │ ←003.29% │ →007.87% │ →001.05% │ →002.25%,25.14%,64.35%,10.51%,→057.28% │ ←008.11% │ ←308.44%,49.40%,50.60%,49.74%,50.26%,29648790669.71,30371127337.38,8592051373,8680959080,6405145309,1639705965,1611859988,3730024458,3672729888
_wply,satih,zxcvj,qfgub,roend,km___,satihroend,1135.558366,18.84%,→000.05%,35.52%,←002.19%,60817636324.09,←001.59%,←001.71%,1.80,→000.38%,1.80,1.80,07.46% │ 09.68% │ 10.36% │ 13.09% │ 09.80%,10.25% │ 12.46% │ 10.11% │ 09.54% │ 07.25%,06.58% │ 10.15% │ 14.27% │ 12.93% │ 06.61%,07.38% │ 12.35% │ 14.02% │ 10.27% │ 05.44%,←002.90% │ ←001.47% │ ←002.52% │ ←005.07% │ →004.38%,23.41%,66.29%,10.31%,←004.25% │ →004.17% │ ←039.84%,50.39%,49.61%,50.54%,49.46%,30648029702.18,30169606621.91,8730222959,8542787494,6135101334,1626941972,1627745281,3868941031,3803857290
_mukb,sineg,zxcvy,wdhfq,ltaor,jp___,sinegltaor,1135.553557,19.43%,←001.45%,39.92%,→001.11%,58762365897.55,→000.50%,←001.02%,1.67,←001.43%,1.68,1.66,07.90% │ 09.99% │ 10.85% │ 12.99% │ 08.15%,08.71% │ 12.89% │ 10.39% │ 10.10% │ 08.04%,06.58% │ 10.38% │ 13.60% │ 13.79% │ 05.37%,06.19% │ 14.76% │ 12.95% │ 09.75% │ 06.63%,→001.76% │ →001.11% │ ←004.42% │ ←000.81% │ →006.44%,24.84%,63.52%,11.64%,→036.87% │ →002.58% │ ←227.37%,49.87%,50.13%,49.72%,50.28%,29307409197.32,29454956700.23,8588450916,8684559537,6895398259,1689971753,1665857489,3473787033,3438714363
_bply,satih,zxcvj,kmguw,roend,qf___,satihroend,1135.204854,18.06%,→001.37%,35.99%,←001.90%,60523849475.91,←001.17%,←002.51%,1.78,←000.47%,1.79,1.78,07.50% │ 09.53% │ 10.42% │ 13.09% │ 09.75%,10.24% │ 12.47% │ 10.04% │ 09.57% │ 07.39%,06.58% │ 10.08% │ 14.27% │ 12.93% │ 06.61%,07.38% │ 12.35% │ 14.02% │ 10.27% │ 05.51%,←001.40% │ →000.41% │ ←003.81% │ ←004.99% │ →004.74%,25.05%,66.10%,08.85%,→007.02% │ →005.18% │ ←116.07%,50.29%,49.71%,50.47%,49.53%,30438297365.34,30085552110.57,8717904243,8555106210,6216987938,1549055571,1570620268,3842456880,3748454837
_duqy,sraep,zxcvw,kgnfb,hitol,jm___,sraephitol,1134.929072,19.96%,→000.25%,38.59%,←000.74%,58429880306.56,←002.38%,→002.81%,1.71,→002.50%,1.68,1.73,07.87% │ 10.54% │ 11.82% │ 12.18% │ 08.18%,08.05% │ 11.86% │ 11.50% │ 10.10% │ 07.89%,06.58% │ 10.54% │ 14.38% │ 13.15% │ 05.54%,05.66% │ 12.24% │ 16.28% │ 09.75% │ 05.89%,→000.22% │ ←004.37% │ ←002.75% │ ←002.65% │ ←001.54%,27.34%,60.80%,11.86%,→037.20% │ ←008.10% │ ←148.66%,50.59%,49.41%,50.18%,49.82%,29559185245.37,28870695061.19,8668253403,8604757050,6665615125,1721990718,1726257540,3520210543,3622073987
_mukb,sineg,zxcvy,wdhfj,ltaor,qp___,sinegltaor,1134.597006,19.43%,←001.47%,39.92%,→001.11%,58805235018.56,→000.65%,←001.02%,1.67,←001.43%,1.68,1.66,07.90% │ 09.98% │ 10.84% │ 12.98% │ 08.14%,08.51% │ 12.88% │ 10.40% │ 10.12% │ 08.26%,06.58% │ 10.38% │ 13.60% │ 13.79% │ 05.37%,06.06% │ 14.76% │ 12.95% │ 09.75% │ 06.76%,→004.35% │ →001.40% │ ←004.21% │ ←000.81% │ →004.29%,25.03%,63.53%,11.44%,→037.76% │ →002.74% │ ←252.64%,49.84%,50.16%,49.72%,50.28%,29307409197.32,29497825821.24,8588450916,8684559537,6895398259,1689971753,1665445709,3473787033,3438714363
_umkb,sineg,zxcvy,wdhfq,ltaor,jp___,sinegltaor,1134.472177,19.43%,←001.45%,39.92%,→001.11%,58698852258.91,→000.72%,←001.02%,1.67,←001.43%,1.68,1.66,08.01% │ 10.29% │ 10.44% │ 12.91% │ 08.17%,08.72% │ 12.90% │ 10.40% │ 10.11% │ 08.05%,06.58% │ 10.56% │ 13.42% │ 13.79% │ 05.37%,06.19% │ 14.76% │ 12.95% │ 09.75% │ 06.63%,→000.50% │ ←001.79% │ ←000.38% │ ←000.10% │ →006.34%,24.83%,63.51%,11.66%,→037.06% │ →002.84% │ ←227.51%,49.82%,50.18%,49.72%,50.28%,29243895558.68,29454956700.23,8588450916,8684559537,6895398259,1689971753,1665857489,3473787033,3438714363
_ydjb,ronef,zxcvp,wuhgk,ltais,qm___,ronefltais,1132.206184,20.11%,→000.10%,37.21%,→000.07%,59519442310.59,→000.89%,→002.34%,1.75,→001.71%,1.73,1.76,08.20% │ 09.73% │ 10.95% │ 12.32% │ 08.56%,08.32% │ 12.99% │ 10.31% │ 09.60% │ 09.01%,06.66% │ 09.46% │ 14.64% │ 13.28% │ 05.95%,06.06% │ 14.18% │ 12.95% │ 09.64% │ 07.19%,→008.95% │ ←001.36% │ ←006.28% │ →005.12% │ ←002.94%,23.79%,64.08%,12.13%,→039.15% │ →001.62% │ ←187.11%,49.78%,50.22%,49.98%,50.02%,29626068678.10,29893373632.49,8633681512,8639328941,6426771841,1735652491,1737460076,3646787051,3734340763
_umkb,snieg,zxcvy,wdhfq,ltaor,jp___,sniegltaor,1131.875696,19.43%,←001.45%,39.92%,→001.11%,58936327224.59,←000.09%,←001.02%,1.67,←001.43%,1.68,1.66,07.95% │ 09.94% │ 10.98% │ 12.97% │ 08.18%,08.68% │ 12.85% │ 10.36% │ 10.07% │ 08.02%,06.58% │ 10.46% │ 13.52% │ 13.79% │ 05.37%,06.19% │ 14.76% │ 12.95% │ 09.75% │ 06.63%,→000.85% │ →001.29% │ ←006.03% │ ←000.95% │ →005.81%,24.75%,63.69%,11.56%,→036.94% │ →001.48% │ ←225.56%,50.02%,49.98%,49.72%,50.28%,29481370524.36,29454956700.23,8588450916,8684559537,6895398259,1689971753,1665857489,3473787033,3438714363
_umkb,snieg,zxcvy,wdhfj,ltaor,qp___,sniegltaor,1130.804730,19.43%,←001.47%,39.92%,→001.11%,58979196345.60,→000.06%,←001.02%,1.67,←001.43%,1.68,1.66,07.95% │ 09.93% │ 10.97% │ 12.96% │ 08.17%,08.48% │ 12.84% │ 10.37% │ 10.09% │ 08.23%,06.58% │ 10.46% │ 13.52% │ 13.79% │ 05.37%,06.06% │ 14.76% │ 12.95% │ 09.75% │ 06.76%,→003.45% │ →001.58% │ ←005.82% │ ←000.95% │ →003.65%,24.95%,63.70%,11.35%,→037.82% │ →001.63% │ ←250.69%,49.99%,50.01%,49.72%,50.28%,29481370524.36,29497825821.24,8588450916,8684559537,6895398259,1689971753,1665445709,3473787033,3438714363
_ufqk,roned,zxcvy,bpsmg,hatil,jw___,ronedhatil,1130.363796,18.61%,←002.16%,37.09%,→001.54%,59913254463.56,→002.86%,←000.94%,1.75,←001.88%,1.77,1.73,08.02% │ 10.61% │ 09.63% │ 11.77% │ 09.24%,09.60% │ 11.98% │ 10.45% │ 10.20% │ 08.49%,06.66% │ 10.53% │ 13.00% │ 13.15% │ 06.27%,06.53% │ 12.11% │ 15.24% │ 10.19% │ 06.32%,→005.43% │ ←003.99% │ →007.90% │ →001.75% │ →003.76%,25.08%,64.26%,10.66%,→058.06% │ ←008.27% │ ←284.25%,49.28%,50.72%,49.61%,50.39%,29522439779.98,30390814683.58,8569500173,8703510280,6407269326,1624542654,1590249397,3717667370,3682962959
_umkb,snieg,zxcvy,wdhpq,ltaor,jf___,sniegltaor,1128.639591,19.30%,←002.85%,39.92%,→001.11%,58780699847.19,←000.62%,←001.02%,1.67,←001.43%,1.68,1.66,07.97% │ 09.97% │ 11.01% │ 13.00% │ 08.20%,08.69% │ 12.99% │ 10.40% │ 09.68% │ 08.10%,06.58% │ 10.46% │ 13.52% │ 13.79% │ 05.37%,06.19% │ 14.80% │ 12.95% │ 09.71% │ 06.63%,→001.51% │ ←002.96% │ ←005.88% │ ←000.14% │ →005.59%,24.42%,63.89%,11.69%,→035.26% │ →001.56% │ ←213.77%,50.15%,49.85%,49.72%,50.28%,29481370524.36,29299329322.83,8588450916,8684559537,6895398259,1689971753,1643158235,3473787033,3438714363
_pjlk,soeru,zxcvf,wgnyb,hitad,qm___,soeruhitad,1127.355473,22.05%,→000.23%,36.88%,→001.64%,59112501849.35,→000.82%,←001.38%,1.76,←002.31%,1.78,1.74,07.79% │ 10.07% │ 11.55% │ 11.55% │ 08.84%,09.34% │ 11.87% │ 11.64% │ 09.97% │ 07.38%,06.58% │ 09.90% │ 15.53% │ 11.87% │ 05.71%,06.47% │ 12.24% │ 16.28% │ 09.97% │ 05.44%,←005.54% │ ←001.05% │ →000.83% │ →002.72% │ →005.42%,27.28%,60.33%,12.39%,→044.48% │ ←004.43% │ ←192.99%,49.79%,50.21%,49.59%,50.41%,29434535069.00,29677966780.35,8565136203,8707874250,6369775500,1901814779,1906163119,3744560285,3693563870
_yblm,siatu,zxcvk,qjngw,deroh,pf___,siatuderoh,1126.824000,20.50%,←001.86%,37.50%,→001.81%,60134316178.17,←000.48%,→002.71%,1.74,→000.68%,1.73,1.74,07.86% │ 09.27% │ 10.83% │ 13.19% │ 08.97%,08.70% │ 13.10% │ 10.49% │ 09.26% │ 08.33%,06.58% │ 09.48% │ 13.22% │ 14.14% │ 06.13%,06.07% │ 14.39% │ 14.02% │ 09.61% │ 06.37%,→005.62% │ ←000.09% │ ←003.15% │ ←000.73% │ ←003.11%,26.33%,61.02%,12.65%,←001.23% │ →004.01% │ ←023.39%,50.12%,49.88%,49.54%,50.46%,30138488656.01,29995827522.16,8557773098,8715237355,6477653850,1787172310,1754566651,3614871734,3715374071
_pjlk,soeru,zxcvf,wgnby,hitad,qm___,soeruhitad,1126.403167,22.05%,→000.23%,36.88%,→001.64%,59036357366.41,→000.57%,←001.38%,1.76,←002.31%,1.78,1.74,07.80% │ 10.08% │ 11.56% │ 11.56% │ 08.85%,09.36% │ 11.83% │ 11.67% │ 09.59% │ 07.69%,06.58% │ 09.90% │ 15.53% │ 11.87% │ 05.71%,06.47% │ 12.24% │ 16.28% │ 09.89% │ 05.53%,←001.42% │ ←005.14% │ →000.92% │ →002.28% │ →005.42%,27.31%,60.28%,12.41%,→044.47% │ ←004.89% │ ←192.49%,49.86%,50.14%,49.59%,50.41%,29434535069.00,29601822297.41,8565136203,8707874250,6369775500,1901814779,1906163119,3744560285,3693563870
_yblm,siatu,zxcvk,jqngw,deroh,pf___,siatuderoh,1126.124004,20.50%,←001.86%,37.50%,→001.81%,60185732538.39,←000.30%,→002.71%,1.74,→000.68%,1.73,1.74,07.85% │ 09.26% │ 10.82% │ 13.18% │ 08.96%,08.87% │ 12.97% │ 10.49% │ 09.28% │ 08.32%,06.58% │ 09.48% │ 13.22% │ 14.14% │ 06.13%,06.20% │ 14.26% │ 14.02% │ 09.61% │ 06.37%,→005.62% │ →000.20% │ ←003.15% │ ←001.65% │ ←001.07%,26.35%,61.01%,12.64%,←000.87% │ →004.13% │ ←023.38%,50.08%,49.92%,49.54%,50.46%,30138488656.01,30047243882.38,8557773098,8715237355,6477653850,1787172310,1754566651,3614871734,3715374071
