keys_1,keys_2,keys_3,keys_4,keys_5,keys_6,name,fitness,row_switch_ratio,row_switch_imbalance,hand_switch_ratio,hands_imbalance,effort,efforts_imbalance,roll_imbalance,mean_streak,streak_imbalance,left_streak,right_streak,left_column_effort_ratio,right_column_effort_ratio,left_column_press_ratio,right_column_press_ratio,column_balance,top_row_effort_ratio,home_row_effort_ratio,bottom_row_effort_ratio,row_balance,left_effort_ratio,right_effort_ratio,left_count_ratio,right_count_ratio,left_effort,right_effort,left_count,right_count,hand_switches,left_row_switch_cost,right_row_switch_cost,left_rolls,right_rolls
_ydkb,roneg,zxcvf,ulhpq,mtais,jw___,ronegmtais,1126.102761,22.12%,→001.15%,36.25%,←001.63%,59915772972.36,←001.00%,←000.64%,1.78,→000.76%,1.77,1.78,08.00% │ 09.55% │ 10.98% │ 13.08% │ 08.63%,08.22% │ 13.78% │ 10.33% │ 09.56% │ 07.87%,06.66% │ 09.46% │ 14.64% │ 13.79% │ 05.86%,05.61% │ 14.75% │ 12.95% │ 09.73% │ 06.55%,←001.72% │ →000.13% │ ←006.39% │ →005.05% │ ←004.98%,27.48%,61.15%,11.37%,→045.24% │ ←005.17% │ ←319.11%,50.25%,49.75%,50.40%,49.60%,30106847153.16,29808925819.20,8706365555,8566644898,6262235794,1899413157,1921431865,3784890857,3760773004
_fwly,ntiou,zxcvk,gbmpj,dhear,qs___,ntioudhear,1125.570379,19.24%,→001.81%,37.85%,→001.86%,59875092959.40,←000.84%,←000.77%,1.73,←001.94%,1.74,1.71,08.96% │ 10.10% │ 10.60% │ 12.81% │ 07.75%,08.18% │ 12.67% │ 10.70% │ 09.92% │ 08.32%,07.62% │ 11.17% │ 12.61% │ 12.90% │ 05.23%,05.97% │ 12.75% │ 14.57% │ 10.42% │ 06.76%,←007.57% │ ←001.87% │ →001.00% │ ←001.10% │ →005.27%,22.74%,62.78%,14.48%,←015.37% │ →002.68% │ →004.75%,50.21%,49.79%,49.53%,50.47%,30062630336.84,29812462622.56,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_yblm,siatu,zxcvk,qjngw,deroh,fp___,siatuderoh,1125.491205,20.50%,←001.86%,37.50%,→001.81%,60157945094.85,←000.40%,→002.71%,1.74,→000.68%,1.73,1.74,07.86% │ 09.27% │ 10.82% │ 13.19% │ 08.96%,08.99% │ 12.89% │ 10.41% │ 09.32% │ 08.29%,06.58% │ 09.48% │ 13.22% │ 14.14% │ 06.13%,06.11% │ 14.35% │ 14.02% │ 09.61% │ 06.37%,→005.21% │ →000.55% │ ←003.91% │ ←002.31% │ →000.27%,26.32%,60.84%,12.84%,←001.23% │ →003.52% │ ←019.25%,50.10%,49.90%,49.54%,50.46%,30138488656.01,30019456438.84,8557773098,8715237355,6477653850,1787172310,1754566651,3614871734,3715374071
_pjlk,soeru,zxcvf,bgnyw,hitad,qm___,soeruhitad,1125.420809,22.05%,→000.23%,36.88%,→001.64%,59132842169.74,→000.89%,←001.38%,1.76,←002.31%,1.78,1.74,07.79% │ 10.07% │ 11.54% │ 11.54% │ 08.83%,09.39% │ 11.87% │ 11.65% │ 09.98% │ 07.34%,06.58% │ 09.90% │ 15.53% │ 11.87% │ 05.71%,06.40% │ 12.24% │ 16.28% │ 09.97% │ 05.51%,←006.14% │ ←000.85% │ →000.89% │ →002.72% │ →005.91%,27.26%,60.35%,12.38%,→044.47% │ ←004.29% │ ←192.96%,49.78%,50.22%,49.59%,50.41%,29434535069.00,29698307100.74,8565136203,8707874250,6369775500,1901814779,1906163119,3744560285,3693563870
_ugdj,snail,zxcvy,pkrfb,metoh,wq___,snailmetoh,1125.145138,21.31%,→002.21%,36.09%,→002.48%,60237087808.79,←000.22%,→000.38%,1.78,←001.68%,1.80,1.77,07.80% │ 09.78% │ 10.94% │ 12.81% │ 08.72%,09.25% │ 12.23% │ 10.17% │ 09.97% │ 08.33%,06.58% │ 10.46% │ 13.65% │ 12.49% │ 06.20%,06.44% │ 12.82% │ 15.32% │ 09.75% │ 06.30%,→006.36% │ →001.90% │ ←007.63% │ ←004.73% │ →005.68%,27.55%,61.13%,11.33%,→033.09% │ →001.30% │ ←222.93%,50.05%,49.95%,49.37%,50.63%,30151491505.85,30085596302.94,8528145867,8744864586,6234055450,1819938917,1861094121,3779794836,3794049369
_ywlf,notiu,zxcvk,pbmgj,dhear,qs___,notiudhear,1123.822114,19.24%,→001.81%,37.85%,→001.86%,59766780699.30,←000.32%,←000.77%,1.73,←001.94%,1.74,1.71,08.99% │ 09.38% │ 10.05% │ 13.03% │ 08.63%,08.46% │ 12.61% │ 10.74% │ 09.75% │ 08.37%,07.62% │ 09.46% │ 13.81% │ 12.93% │ 05.71%,06.07% │ 12.75% │ 14.57% │ 10.32% │ 06.76%,←007.44% │ →003.86% │ →006.39% │ ←003.37% │ ←002.06%,23.31%,62.10%,14.59%,←018.73% │ →004.93% │ →003.60%,50.08%,49.92%,49.53%,50.47%,29930642032.36,29836138666.94,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_yflg,ntiou,zxcvj,wmpbk,dreas,qh___,ntioudreas,1123.814958,19.93%,←000.05%,37.13%,→002.47%,59766954519.03,←000.59%,←001.28%,1.75,←002.87%,1.77,1.72,08.96% │ 09.61% │ 10.90% │ 12.83% │ 07.86%,07.56% │ 12.95% │ 11.12% │ 09.42% │ 08.81%,07.62% │ 10.69% │ 13.10% │ 12.90% │ 05.06%,05.61% │ 13.81% │ 14.12% │ 09.89% │ 07.19%,←001.71% │ ←002.02% │ →002.02% │ →000.90% │ ←003.89%,24.12%,63.99%,11.89%,←020.41% │ →007.29% │ ←008.41%,50.15%,49.85%,49.37%,50.63%,29971074341.17,29795880177.86,8528477617,8744532836,6413601535,1721266653,1720462559,3720751086,3673547034
_pflb,roand,zxcvk,yqigj,uehts,wm___,roanduehts,1123.793111,19.50%,←002.37%,38.77%,→002.51%,59601717316.05,→000.26%,←000.98%,1.70,←002.49%,1.72,1.68,08.15% │ 10.01% │ 11.42% │ 11.45% │ 08.90%,08.86% │ 12.36% │ 11.14% │ 09.65% │ 08.07%,06.66% │ 09.90% │ 13.78% │ 12.83% │ 06.19%,06.17% │ 14.67% │ 12.27% │ 10.85% │ 06.68%,←001.03% │ ←003.80% │ ←002.47% │ →007.30% │ ←000.51%,26.37%,61.02%,12.60%,→006.79% │ →001.28% │ ←020.85%,49.93%,50.07%,49.36%,50.64%,29761635000.53,29840082315.52,8526608200,8746402253,6696183494,1703890706,1664492732,3573188810,3538527351
_wylf,notiu,zxcvk,pbmgj,dhear,qs___,notiudhear,1123.674580,19.24%,→001.81%,37.85%,→001.86%,59841947905.48,←000.57%,←000.77%,1.73,←001.94%,1.74,1.71,09.00% │ 09.30% │ 10.17% │ 13.06% │ 08.62%,08.44% │ 12.59% │ 10.72% │ 09.74% │ 08.36%,07.62% │ 09.44% │ 13.83% │ 12.93% │ 05.71%,06.07% │ 12.75% │ 14.57% │ 10.32% │ 06.76%,←007.66% │ →004.55% │ →005.21% │ ←003.75% │ ←002.05%,23.29%,62.13%,14.57%,←018.90% │ →004.59% │ →003.61%,50.14%,49.86%,49.53%,50.47%,30005809238.54,29836138666.94,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_pflb,roand,zxcvk,yjigq,uehts,wm___,roanduehts,1123.327527,19.50%,←002.37%,38.77%,→002.51%,59559781669.11,→000.12%,←000.98%,1.70,←002.49%,1.72,1.68,08.15% │ 10.02% │ 11.43% │ 11.46% │ 08.91%,08.87% │ 12.48% │ 11.14% │ 09.65% │ 07.89%,06.66% │ 09.90% │ 13.78% │ 12.83% │ 06.19%,06.17% │ 14.80% │ 12.27% │ 10.85% │ 06.55%,←003.35% │ ←003.80% │ ←002.53% │ →008.13% │ ←000.44%,26.33%,61.06%,12.61%,→006.36% │ →001.26% │ ←020.85%,49.97%,50.03%,49.36%,50.64%,29761635000.53,29798146668.58,8526608200,8746402253,6696183494,1703890706,1664492732,3573188810,3538527351
_yflg,ntiou,zxcvj,bmpwk,dreas,qh___,ntioudreas,1122.926882,19.93%,←000.05%,37.13%,→002.47%,59746300699.16,←000.66%,←001.28%,1.75,←002.87%,1.77,1.72,08.96% │ 09.61% │ 10.90% │ 12.83% │ 07.86%,07.53% │ 12.90% │ 11.17% │ 09.42% │ 08.81%,07.62% │ 10.69% │ 13.10% │ 12.90% │ 05.06%,05.54% │ 13.81% │ 14.12% │ 09.96% │ 07.19%,←001.71% │ ←002.00% │ →002.42% │ →000.50% │ ←004.29%,24.12%,64.11%,11.77%,←020.52% │ →007.57% │ ←010.84%,50.16%,49.84%,49.37%,50.63%,29971074341.17,29775226357.99,8528477617,8744532836,6413601535,1721266653,1720462559,3720751086,3673547034
_wfly,ntiou,zxcvk,gbmpj,dhear,qs___,ntioudhear,1122.851820,19.24%,→001.81%,37.85%,→001.86%,59772578199.33,←000.50%,←000.77%,1.73,←001.94%,1.74,1.71,08.99% │ 09.38% │ 11.22% │ 12.78% │ 07.75%,08.19% │ 12.69% │ 10.72% │ 09.93% │ 08.34%,07.62% │ 10.68% │ 13.10% │ 12.90% │ 05.23%,05.97% │ 12.75% │ 14.57% │ 10.42% │ 06.76%,←007.84% │ →005.57% │ ←004.64% │ ←000.71% │ →005.39%,22.67%,62.83%,14.50%,←014.35% │ →002.88% │ →004.75%,50.12%,49.88%,49.53%,50.47%,29960115576.77,29812462622.56,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_ywlf,ntiou,zxcvk,pbmgj,dhear,qs___,ntioudhear,1122.429545,19.24%,→001.81%,37.85%,→001.86%,60368031413.65,←002.33%,←000.77%,1.73,←001.94%,1.74,1.71,08.88% │ 09.55% │ 10.56% │ 12.95% │ 08.63%,08.37% │ 12.48% │ 10.63% │ 09.66% │ 08.29%,07.62% │ 10.69% │ 12.61% │ 12.90% │ 05.71%,06.07% │ 12.75% │ 14.57% │ 10.32% │ 06.76%,←007.17% │ →001.07% │ →000.68% │ ←003.79% │ ←003.13%,23.11%,62.54%,14.36%,←019.03% │ →001.60% │ →004.78%,50.58%,49.42%,49.53%,50.47%,30531892746.71,29836138666.94,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_wylf,notiu,zxcvk,pgmbj,dhear,qs___,notiudhear,1120.693001,19.24%,→001.81%,37.85%,→001.86%,59906370254.40,←000.35%,←000.77%,1.73,←001.94%,1.74,1.71,08.99% │ 09.29% │ 10.15% │ 13.05% │ 08.61%,08.44% │ 13.21% │ 10.71% │ 09.22% │ 08.35%,07.62% │ 09.44% │ 13.83% │ 12.93% │ 05.71%,06.07% │ 13.18% │ 14.57% │ 09.89% │ 06.76%,←007.70% │ ←000.76% │ →005.15% │ →001.20% │ ←002.05%,23.30%,62.15%,14.56%,←018.61% │ →004.83% │ →003.64%,50.09%,49.91%,49.53%,50.47%,30005809238.54,29900561015.86,8555512112,8717498341,6537308455,1646398435,1676684350,3649245149,3621346051
_yflg,ntiou,zxcvj,wpmbk,dreas,qh___,ntioudreas,1120.543944,19.93%,←000.05%,37.13%,→002.47%,59758449979.91,←000.62%,←001.28%,1.75,←002.87%,1.77,1.72,08.96% │ 09.61% │ 10.90% │ 12.83% │ 07.86%,07.56% │ 12.53% │ 11.57% │ 09.37% │ 08.81%,07.62% │ 10.69% │ 13.10% │ 12.90% │ 05.06%,05.61% │ 13.36% │ 14.57% │ 09.89% │ 07.19%,←001.76% │ ←002.48% │ →005.81% │ ←002.39% │ ←003.88%,23.96%,64.12%,11.92%,←022.21% │ →007.63% │ ←007.93%,50.15%,49.85%,49.37%,50.63%,29971074341.17,29787375638.74,8528477617,8744532836,6413601535,1721266653,1720462559,3720751086,3673547034
_ydjp,ronef,zxcvb,wuhmk,ltais,qg___,ronefltais,1118.762105,20.71%,←000.40%,37.21%,→000.07%,59789730744.45,→001.38%,→002.34%,1.75,→001.71%,1.73,1.76,08.15% │ 09.77% │ 10.90% │ 12.27% │ 08.55%,08.29% │ 12.27% │ 10.46% │ 10.35% │ 08.98%,06.66% │ 09.46% │ 14.64% │ 13.28% │ 05.95%,06.06% │ 13.62% │ 12.95% │ 10.19% │ 07.19%,→009.17% │ →005.65% │ ←004.22% │ ←000.02% │ ←003.25%,25.47%,64.00%,10.53%,→035.98% │ →002.24% │ ←228.62%,49.65%,50.35%,49.98%,50.02%,29687270157.23,30102460587.22,8633681512,8639328941,6426771841,1792192499,1785078966,3646787051,3734340763
_gflb,roand,zxcvk,yjipq,uehts,wm___,roanduehts,1118.521142,20.35%,←000.07%,38.37%,→002.88%,59489838604.48,→001.51%,←000.02%,1.71,←002.12%,1.73,1.69,08.04% │ 09.88% │ 11.30% │ 11.47% │ 08.92%,08.87% │ 12.52% │ 11.03% │ 10.06% │ 07.90%,06.66% │ 09.80% │ 13.78% │ 12.83% │ 06.19%,06.17% │ 14.80% │ 12.27% │ 10.94% │ 06.55%,←001.80% │ →001.77% │ ←002.50% │ →008.34% │ ←000.51%,26.69%,60.68%,12.63%,→008.61% │ →002.41% │ ←020.67%,49.62%,50.38%,49.27%,50.73%,29519258536.67,29970580067.81,8510121921,8762888532,6626998290,1757951036,1756752421,3590750098,3590151267
_ugdj,snail,zxcvy,fkrpb,metoh,wq___,snailmetoh,1117.076733,21.31%,→002.21%,36.09%,→002.48%,60061303927.27,←000.81%,→000.38%,1.78,←001.68%,1.80,1.77,07.82% │ 09.81% │ 10.98% │ 12.84% │ 08.75%,09.45% │ 12.11% │ 10.11% │ 09.78% │ 08.34%,06.58% │ 10.46% │ 13.65% │ 12.49% │ 06.20%,06.48% │ 12.82% │ 15.32% │ 09.71% │ 06.30%,→006.24% │ ←000.28% │ ←008.54% │ ←006.09% │ →007.46%,27.50%,61.14%,11.36%,→032.55% │ →000.79% │ ←222.94%,50.20%,49.80%,49.37%,50.63%,30151491505.85,29909812421.42,8528145867,8744864586,6234055450,1819938917,1861094121,3779794836,3794049369
_ydkb,roneg,zxcvf,ulhpj,mtais,qw___,ronegmtais,1116.968141,22.16%,→001.49%,36.25%,←001.63%,59943131847.19,←000.91%,←000.64%,1.78,→000.76%,1.77,1.78,08.00% │ 09.54% │ 10.98% │ 13.08% │ 08.63%,08.04% │ 13.77% │ 10.34% │ 09.56% │ 08.06%,06.66% │ 09.46% │ 14.64% │ 13.79% │ 05.86%,05.48% │ 14.75% │ 12.95% │ 09.73% │ 06.68%,→000.79% │ →000.16% │ ←006.17% │ →005.05% │ ←007.29%,27.67%,61.15%,11.18%,→045.87% │ ←005.09% │ ←357.49%,50.23%,49.77%,50.40%,49.60%,30106847153.16,29836284694.03,8706365555,8566644898,6262235794,1899413157,1928076177,3784890857,3760773004
_uydq,snail,zxcvg,pkrfb,metoh,wj___,snailmetoh,1114.959962,21.78%,←000.24%,36.04%,→002.99%,60612321209.96,←000.63%,→000.97%,1.78,←001.63%,1.80,1.77,07.74% │ 09.82% │ 10.52% │ 12.82% │ 09.26%,09.19% │ 12.32% │ 10.11% │ 09.95% │ 08.28%,06.58% │ 10.46% │ 13.30% │ 12.49% │ 06.42%,06.44% │ 12.95% │ 15.32% │ 09.75% │ 06.30%,→006.51% │ →001.25% │ ←004.13% │ ←004.02% │ ←000.73%,26.95%,60.90%,12.15%,→035.72% │ →001.23% │ ←234.01%,50.16%,49.84%,49.24%,50.76%,30401889702.53,30210431507.43,8505594667,8767415786,6224404241,1883362484,1878925604,3773325361,3810170053
_wuky,roneg,zxcvf,dlhpj,mtais,qb___,ronegmtais,1104.734800,20.78%,←001.08%,38.35%,→002.25%,59644005386.38,→001.50%,←000.79%,1.71,←002.21%,1.73,1.69,08.08% │ 09.29% │ 10.58% │ 12.62% │ 09.06%,09.18% │ 13.39% │ 10.16% │ 09.77% │ 07.88%,06.66% │ 09.44% │ 13.60% │ 13.79% │ 05.94%,06.53% │ 14.68% │ 12.95% │ 09.73% │ 06.68%,←002.47% │ →004.88% │ ←004.15% │ →005.75% │ →001.37%,27.78%,60.89%,11.33%,→053.39% │ ←006.96% │ ←364.13%,49.62%,50.38%,49.43%,50.57%,29596785856.42,30047219529.96,8538288078,8734722375,6623831828,1804078702,1784794680,3606243924,3577823903
